@relation movement

@attribute MDS0 numeric
@attribute MDS1 numeric
@attribute MDS2 numeric
@attribute MDS3 numeric
@attribute MDS4 numeric
@attribute MDS5 numeric
@attribute MDS6 numeric
@attribute MDS7 numeric
@attribute MDS8 numeric
@attribute MDS9 numeric
@attribute MDS10 numeric
@attribute MDS11 numeric
@attribute MDS12 numeric
@attribute MDS13 numeric
@attribute MDS14 numeric
@attribute MDS15 numeric
@attribute MDS16 numeric
@attribute MDS17 numeric
@attribute MDS18 numeric
@attribute MDS19 numeric
@attribute MDS20 numeric
@attribute MDS21 numeric
@attribute MDS22 numeric
@attribute MDS23 numeric
@attribute MDS24 numeric
@attribute MDS25 numeric
@attribute MDS26 numeric
@attribute MDS27 numeric
@attribute MDS28 numeric
@attribute MDS29 numeric
@attribute MDS30 numeric
@attribute MDS31 numeric
@attribute MDS32 numeric
@attribute MDS33 numeric
@attribute MDS34 numeric
@attribute MDS35 numeric
@attribute MDS36 numeric
@attribute MDS37 numeric
@attribute MDS38 numeric
@attribute MDS39 numeric
@attribute MDS40 numeric
@attribute MDS41 numeric
@attribute MDS42 numeric
@attribute MDS43 numeric
@attribute MDS44 numeric
@attribute MDS45 numeric
@attribute MDS46 numeric
@attribute MDS47 numeric
@attribute MDS48 numeric
@attribute MDS49 numeric
@attribute MDS50 numeric
@attribute MDS51 numeric
@attribute MDS52 numeric
@attribute MDS53 numeric
@attribute MDS54 numeric
@attribute MDS55 numeric
@attribute MDS56 numeric
@attribute MDS57 numeric
@attribute MDS58 numeric
@attribute MDS59 numeric
@attribute MDS60 numeric
@attribute MDS61 numeric
@attribute MDS62 numeric
@attribute MDS63 numeric
@attribute MDS64 numeric
@attribute MDS65 numeric
@attribute MDS66 numeric
@attribute MDS67 numeric
@attribute MDS68 numeric
@attribute MDS69 numeric
@attribute MDS70 numeric
@attribute MDS71 numeric
@attribute MDS72 numeric
@attribute MDS73 numeric
@attribute MDS74 numeric
@attribute MDS75 numeric
@attribute MDS76 numeric
@attribute MDS77 numeric
@attribute MDS78 numeric
@attribute MDS79 numeric
@attribute MDS80 numeric
@attribute MDS81 numeric
@attribute MDS82 numeric
@attribute MDS83 numeric
@attribute MDS84 numeric
@attribute MDS85 numeric
@attribute MDS86 numeric
@attribute MDS87 numeric
@attribute MDS88 numeric
@attribute MDS89 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}

@data
0.510347,0.724141,0.514873,0.721873,0.511422,0.726413,0.509181,0.729565,0.506919,0.73969,0.502333,0.737341,0.496499,0.742038,0.490706,0.753209,0.483574,0.753209,0.4763,0.757198,0.477333,0.768733,0.490743,0.777046,0.528023,0.653066,0.543526,0.811271,0.545261,0.814082,0.538127,0.806539,0.527781,0.787093,0.478903,0.779261,0.447038,0.776672,0.418673,0.781763,0.422164,0.777776,0.430726,0.77181,0.427876,0.771821,0.412617,0.738859,0.403804,0.661025,0.40689,0.644807,0.400915,0.76775,0.387244,0.751576,0.359913,0.744556,0.327062,0.756173,0.287076,0.76308,0.260144,0.790084,0.236533,0.814615,0.215825,0.806726,0.23148,0.783862,0.21818,0.762347,0.248394,0.701803,0.246863,0.623031,0.23061,0.629624,0.19579,0.729481,0.152358,0.745399,0.135878,0.762047,0.150716,0.763847,0.154461,0.723857,0.145914,0.71504,7
0.482761,0.808781,0.485119,0.806248,0.486304,0.811319,0.481647,0.814471,0.479259,0.825404,0.467441,0.829114,0.459201,0.831217,0.441867,0.839746,0.420187,0.839746,0.400478,0.846648,0.386629,0.856681,0.386577,0.862299,0.420255,0.716842,0.426756,0.867601,0.413793,0.86479,0.398695,0.836303,0.37037,0.825806,0.305212,0.809357,0.250658,0.809994,0.213334,0.804559,0.208449,0.803922,0.229213,0.798658,0.234716,0.802018,0.230576,0.770695,0.223272,0.692095,0.222994,0.674858,0.202735,0.799997,0.191338,0.786163,0.154892,0.791282,0.127063,0.80864,0.093301,0.821539,0.085919,0.862969,0.086652,0.876406,0.086327,0.873946,0.108801,0.861672,0.111362,0.84876,0.167025,0.789153,0.173639,0.698947,0.169816,0.708995,0.153679,0.823707,0.115879,0.843553,0.112531,0.861447,0.140534,0.860059,0.158413,0.81233,0.165367,0.802112,7
0.37242,0.780572,0.377579,0.784378,0.374429,0.783022,0.373859,0.783022,0.366364,0.800005,0.36047,0.797465,0.356644,0.799367,0.348843,0.801282,0.335684,0.79807,0.324643,0.798727,0.319814,0.820854,0.335655,0.826223,0.381469,0.68367,0.39915,0.845064,0.398707,0.83943,0.389977,0.82738,0.375001,0.806449,0.322583,0.795978,0.281665,0.789992,0.253329,0.791529,0.261213,0.784313,0.284624,0.775173,0.298285,0.77517,0.296117,0.73249,0.296917,0.652543,0.303443,0.628413,0.300683,0.738709,0.2984,0.720127,0.287015,0.71651,0.265886,0.7284,0.236835,0.732308,0.219574,0.76968,0.208431,0.789326,0.196645,0.789918,0.212966,0.769458,0.209086,0.746907,0.237688,0.686749,0.24059,0.609946,0.220129,0.619041,0.185265,0.723401,0.139488,0.739263,0.127393,0.759041,0.144598,0.758016,0.150499,0.718495,0.143973,0.709762,7
0.606901,0.768032,0.613269,0.774995,0.611872,0.77358,0.612391,0.770442,0.608294,0.793656,0.60233,0.791136,0.596729,0.786627,0.586051,0.79807,0.565723,0.801282,0.554499,0.798727,0.541767,0.804559,0.543987,0.822951,0.568971,0.681124,0.583865,0.83943,0.575434,0.83943,0.566443,0.83035,0.560189,0.803216,0.513644,0.785951,0.480623,0.786666,0.456007,0.794779,0.453825,0.787574,0.465991,0.778522,0.469438,0.77517,0.456311,0.738859,0.448934,0.655374,0.44598,0.633877,0.435079,0.745161,0.421408,0.726417,0.39635,0.71651,0.371767,0.7284,0.34449,0.741533,0.326972,0.778421,0.313817,0.792141,0.299759,0.778712,0.317132,0.757929,0.306822,0.725307,0.338331,0.668675,0.341005,0.58639,0.329144,0.595236,0.290526,0.683891,0.238195,0.693254,0.237796,0.716869,0.258655,0.717208,0.267331,0.683646,0.268485,0.675465,7
0.774718,0.730411,0.778034,0.728123,0.776261,0.694964,0.775235,0.745283,0.774199,0.695243,0.772099,0.746828,0.769231,0.697448,0.75814,0.708334,0.755871,0.705122,0.753556,0.702874,0.754183,0.729642,0.761582,0.731141,0.780174,0.653066,0.798304,0.816893,0.806035,0.814082,0.810457,0.803569,0.824076,0.790312,0.811415,0.785951,0.80362,0.783325,0.799997,0.785014,0.807388,0.777776,0.816119,0.761749,0.819063,0.751685,0.820381,0.70701,0.814727,0.618642,0.811492,0.590159,0.808663,0.680653,0.815494,0.65094,0.804095,0.62929,0.807056,0.626547,0.791865,0.612306,0.780428,0.635572,0.768149,0.643258,0.774579,0.619042,0.780084,0.573488,0.770453,0.512348,0.77944,0.439754,0.778251,0.371725,0.773592,0.357145,0.75368,0.395133,0.727467,0.383434,0.721864,0.382536,0.725052,0.370259,0.722774,0.343167,0.715952,0.319264,8
0.774718,0.573671,0.778034,0.571874,0.773971,0.575471,0.772935,0.578623,0.771888,0.58413,0.769766,0.585443,0.766893,0.589172,0.75814,0.599352,0.753516,0.596154,0.751179,0.600643,0.751789,0.612383,0.75926,0.619671,0.778023,0.528062,0.794056,0.667604,0.803885,0.664781,0.803913,0.639885,0.819444,0.603227,0.803974,0.578591,0.79845,0.570005,0.794662,0.566777,0.804742,0.555552,0.813593,0.530196,0.819063,0.520129,0.820381,0.487267,0.817097,0.423728,0.813786,0.401638,0.813208,0.464513,0.822324,0.440254,0.81321,0.429911,0.816471,0.432107,0.803826,0.42769,0.794754,0.469384,0.782206,0.491572,0.793759,0.476192,0.80092,0.443801,0.793177,0.385802,0.802998,0.328319,0.803355,0.287961,0.80084,0.285717,0.783155,0.328271,0.761804,0.328215,0.755837,0.343369,0.761716,0.346946,0.760398,0.332442,0.754868,0.319264,8
0.668965,0.739809,0.67506,0.734374,0.673522,0.738993,0.676602,0.742145,0.670513,0.749208,0.669769,0.75,0.666663,0.754777,0.658142,0.762818,0.650238,0.762818,0.646922,0.769964,0.646784,0.785014,0.657416,0.790162,0.685353,0.658158,0.702764,0.814082,0.715515,0.805637,0.703701,0.794646,0.708336,0.774189,0.689823,0.759193,0.671846,0.75333,0.661331,0.752438,0.675465,0.741833,0.690177,0.711403,0.699269,0.691277,0.699024,0.640132,0.695965,0.548021,0.694246,0.510924,0.692485,0.577419,0.697043,0.537738,0.685644,0.50467,0.682356,0.493827,0.662678,0.473841,0.653942,0.495632,0.644032,0.502809,0.652273,0.478987,0.664346,0.429396,0.659086,0.358028,0.672376,0.286147,0.675738,0.235601,0.668761,0.214288,0.65052,0.227965,0.626608,0.214729,0.619957,0.219884,0.629327,0.218655,0.63169,0.206433,0.626462,0.184695,8
0.404593,0.746079,0.4119,0.740624,0.410961,0.745283,0.408259,0.751572,0.403221,0.758726,0.39767,0.759488,0.396269,0.761147,0.383723,0.766016,0.375587,0.759606,0.369666,0.760386,0.367541,0.771997,0.386577,0.770488,0.439654,0.637759,0.473462,0.785911,0.47629,0.766197,0.474938,0.732135,0.465285,0.690325,0.429281,0.662202,0.400521,0.64667,0.376003,0.63843,0.385224,0.630714,0.408053,0.593967,0.420532,0.570476,0.419895,0.519103,0.422802,0.43786,0.427582,0.396173,0.425964,0.435485,0.430524,0.393088,0.416853,0.361371,0.404709,0.351853,0.38277,0.335389,0.372318,0.367342,0.365336,0.379215,0.357311,0.358547,0.377316,0.308361,0.372728,0.237655,0.404711,0.18373,0.412131,0.159684,0.406705,0.153443,0.385262,0.182375,0.354075,0.190187,0.350317,0.216865,0.366604,0.236149,0.372277,0.243969,0.371594,0.242747,8
0.781612,0.7837,0.784896,0.781246,0.783108,0.783022,0.782112,0.786173,0.781109,0.793656,0.779072,0.794307,0.77622,0.802545,0.765125,0.810891,0.765252,0.807693,0.760662,0.811508,0.76134,0.827369,0.768523,0.836067,0.788798,0.698977,0.804671,0.861967,0.814659,0.861967,0.81699,0.854162,0.833339,0.841929,0.821345,0.836115,0.81396,0.833336,0.810668,0.837135,0.820579,0.836604,0.828712,0.832217,0.833739,0.835578,0.83495,0.802545,0.831355,0.720346,0.827584,0.699456,0.826881,0.825806,0.831439,0.80817,0.824598,0.806853,0.828235,0.82408,0.815786,0.840002,0.804304,0.871723,0.793914,0.887643,0.800962,0.885151,0.805551,0.873201,0.800004,0.858027,0.805135,0.804221,0.805443,0.709419,0.80084,0.714287,0.781054,0.823707,0.755358,0.831282,0.747341,0.837348,0.751534,0.830902,0.742574,0.780156,0.731522,0.759893,8
0.721842,0.7837,0.725399,0.781246,0.723747,0.78616,0.722479,0.789311,0.721201,0.796824,0.718607,0.797465,0.715615,0.802545,0.706981,0.810891,0.701877,0.807693,0.699051,0.814696,0.699287,0.83062,0.708338,0.839339,0.732763,0.696432,0.749469,0.853522,0.758625,0.847888,0.75816,0.83035,0.770831,0.803216,0.751863,0.779261,0.741607,0.756671,0.736,0.742672,0.749332,0.718949,0.763221,0.691267,0.77017,0.671141,0.774265,0.621022,0.771967,0.539551,0.770108,0.505459,0.769929,0.580652,0.774487,0.553456,0.765373,0.532716,0.767059,0.5216,0.753585,0.501542,0.747015,0.521866,0.735361,0.528098,0.745803,0.501398,0.756939,0.455329,0.749996,0.385802,0.762314,0.31627,0.763606,0.267017,0.758917,0.253968,0.741055,0.279635,0.716739,0.273009,0.707002,0.280117,0.710795,0.276969,0.706937,0.257369,0.700391,0.240102,8
0.586209,0.858942,0.590388,0.856252,0.589043,0.861638,0.587158,0.864789,0.587555,0.87302,0.583718,0.870249,0.585076,0.863053,0.586051,0.858965,0.58451,0.842945,0.58057,0.827477,0.558474,0.83062,0.569454,0.816393,0.603457,0.66326,0.63057,0.800003,0.644394,0.774643,0.64923,0.735118,0.657414,0.683872,0.635236,0.648823,0.620159,0.626669,0.60533,0.615634,0.614776,0.594771,0.629713,0.563756,0.635699,0.546977,0.631062,0.503185,0.631825,0.429379,0.634477,0.393447,0.637817,0.441938,0.649206,0.399378,0.642365,0.373833,0.639998,0.3642,0.622011,0.347698,0.613371,0.381926,0.604222,0.390452,0.609115,0.36415,0.620365,0.311237,0.613637,0.228389,0.631692,0.16265,0.640175,0.133504,0.63941,0.116403,0.621046,0.118547,0.596565,0.107365,0.588103,0.126509,0.592674,0.148691,0.594066,0.166221,0.589498,0.163585,8
0.673564,0.852672,0.679627,0.85312,0.680368,0.855348,0.678902,0.858499,0.675111,0.86667,0.662795,0.867091,0.664337,0.866245,0.660463,0.868588,0.654923,0.862177,0.646922,0.859428,0.644391,0.866446,0.657416,0.862299,0.685353,0.711739,0.702764,0.86479,0.715515,0.856333,0.718952,0.839286,0.729172,0.816121,0.712158,0.795978,0.700261,0.786666,0.698665,0.781763,0.712405,0.767979,0.725442,0.748326,0.735939,0.74161,0.73544,0.697448,0.733972,0.612992,0.73103,0.581967,0.731207,0.680653,0.738038,0.65723,0.728924,0.641752,0.729409,0.645067,0.712918,0.639994,0.704063,0.670547,0.695551,0.679784,0.705039,0.661068,0.71528,0.628242,0.71363,0.577161,0.725903,0.50903,0.730131,0.43717,0.727463,0.425922,0.71158,0.4772,0.688837,0.472391,0.683654,0.475911,0.688398,0.466471,0.687137,0.434315,0.68288,0.414247,8
0.687363,0.8558,0.691079,0.85312,0.689504,0.858486,0.690368,0.861638,0.686643,0.869838,0.683728,0.870249,0.680654,0.875793,0.674422,0.884607,0.669013,0.881409,0.665874,0.884989,0.668254,0.895771,0.682871,0.895074,0.713364,0.732138,0.721863,0.890138,0.724139,0.876059,0.718952,0.860115,0.72685,0.832258,0.707193,0.809357,0.695091,0.789992,0.687995,0.781763,0.699201,0.767979,0.710323,0.738251,0.716384,0.728186,0.718449,0.665598,0.719715,0.573453,0.724137,0.535522,0.728934,0.603227,0.742596,0.556608,0.740312,0.532716,0.743532,0.524693,0.729665,0.510767,0.723151,0.533529,0.711944,0.539323,0.721825,0.518206,0.729162,0.472621,0.720456,0.401228,0.732335,0.331325,0.732219,0.274865,0.727463,0.25926,0.707368,0.288761,0.680249,0.279144,0.668792,0.277111,0.672099,0.268228,0.671289,0.249332,0.663427,0.226914,8
0.648273,0.852672,0.652168,0.846869,0.650682,0.855348,0.64908,0.855348,0.647463,0.863489,0.644183,0.86392,0.643356,0.869423,0.634889,0.878197,0.62911,0.871786,0.632698,0.865818,0.63484,0.876226,0.650463,0.872128,0.665954,0.719387,0.673039,0.870425,0.681041,0.853522,0.684091,0.833333,0.694454,0.796764,0.679906,0.772572,0.666676,0.75333,0.661331,0.739408,0.675465,0.718949,0.690177,0.687919,0.701708,0.667793,0.70388,0.614652,0.705457,0.53107,0.708045,0.494541,0.710703,0.564515,0.719819,0.531449,0.712978,0.510901,0.715298,0.503093,0.700958,0.498458,0.692131,0.536438,0.674471,0.553375,0.67625,0.532206,0.685182,0.487038,0.679543,0.429015,0.689502,0.364454,0.690382,0.306281,0.685539,0.293648,0.665257,0.322191,0.64163,0.309822,0.636938,0.31024,0.643584,0.300295,0.645551,0.276143,0.643964,0.248024,8
0.634486,0.8558,0.638444,0.85312,0.641558,0.855348,0.635324,0.861638,0.631333,0.87302,0.632557,0.867091,0.613047,0.872615,0.606983,0.871786,0.598587,0.865375,0.592417,0.853038,0.599045,0.856681,0.608803,0.849183,0.642243,0.693875,0.660295,0.83943,0.665954,0.822527,0.664481,0.788693,0.671297,0.751613,0.647641,0.722408,0.633077,0.70666,0.623997,0.690551,0.641158,0.666671,0.659951,0.634223,0.674809,0.607385,0.679612,0.563693,0.681707,0.485881,0.687353,0.448084,0.687927,0.503226,0.694759,0.465413,0.683372,0.439251,0.679996,0.435187,0.662678,0.418466,0.651548,0.446059,0.639346,0.452255,0.647475,0.41737,0.659715,0.363114,0.654539,0.296295,0.670228,0.231926,0.675738,0.1911,0.670864,0.174609,0.652632,0.185409,0.622315,0.171781,0.613591,0.177712,0.619145,0.174926,0.617828,0.163534,0.610892,0.142475,8
0.691951,0.846402,0.695645,0.843751,0.696351,0.849058,0.694957,0.85221,0.691241,0.860321,0.688369,0.860762,0.687644,0.866245,0.681395,0.868588,0.678406,0.862177,0.677721,0.853038,0.68258,0.850165,0.67593,0.849183,0.693966,0.693875,0.70913,0.836619,0.717677,0.819716,0.723311,0.794646,0.733804,0.761284,0.714647,0.732435,0.70543,0.713327,0.698665,0.697066,0.712405,0.676469,0.725442,0.65101,0.731047,0.627521,0.730584,0.582803,0.724467,0.502831,0.724137,0.469943,0.724376,0.535487,0.731208,0.50629,0.722093,0.482868,0.724701,0.475307,0.717705,0.452308,0.713601,0.481047,0.707259,0.483151,0.71942,0.459384,0.731484,0.409228,0.725004,0.336415,0.736619,0.280123,0.736404,0.232988,0.727463,0.216928,0.707368,0.240124,0.678108,0.230061,0.668792,0.237958,0.672099,0.236149,0.671289,0.22252,0.661476,0.203172,8
0.583915,0.811923,0.590388,0.80938,0.575339,0.823899,0.573391,0.823899,0.566827,0.828572,0.560465,0.825956,0.557105,0.821655,0.548839,0.817302,0.544606,0.794871,0.537911,0.776355,0.529836,0.775248,0.541665,0.760658,0.573283,0.617349,0.592361,0.746471,0.590521,0.721123,0.583879,0.67262,0.574071,0.60968,0.533503,0.558522,0.503881,0.523335,0.48267,0.498375,0.488132,0.464057,0.50881,0.409397,0.520784,0.379191,0.521839,0.334388,0.524937,0.271185,0.531029,0.237704,0.533027,0.251606,0.539859,0.220127,0.530745,0.196269,0.524702,0.19136,0.507171,0.178461,0.494029,0.224492,0.484779,0.244385,0.486809,0.221288,0.502318,0.167145,0.497724,0.086416,0.518196,0.036147,0.523016,0.034032,0.517823,0.02646,0.498947,0.033433,0.472097,0.039875,0.471334,0.069282,0.484725,0.090377,0.485148,0.099195,0.480546,0.100263,8
0.620688,0.815051,0.627004,0.80938,0.627854,0.808181,0.623858,0.801891,0.619814,0.800005,0.61861,0.794307,0.587414,0.799367,0.576745,0.807693,0.563381,0.794871,0.552135,0.789135,0.546543,0.762218,0.55325,0.737699,0.581896,0.591837,0.598727,0.715489,0.601296,0.692952,0.59913,0.648808,0.594907,0.590323,0.558314,0.545143,0.532309,0.516668,0.514669,0.49511,0.525059,0.467318,0.549115,0.42282,0.564786,0.399327,0.57039,0.359868,0.581942,0.299436,0.588505,0.270493,0.59681,0.296771,0.608199,0.270445,0.603643,0.252335,0.607056,0.24692,0.598078,0.23385,0.591889,0.276962,0.590165,0.297754,0.599519,0.28011,0.615734,0.230551,0.618185,0.151229,0.635976,0.093374,0.640175,0.07592,0.637318,0.063489,0.616844,0.063831,0.59013,0.064417,0.581737,0.084337,0.590631,0.102039,0.59208,0.115285,0.583654,0.116099,8
0.632181,0.833861,0.638444,0.83125,0.6347,0.836478,0.635324,0.83963,0.633644,0.847621,0.630236,0.841773,0.6247,0.840765,0.613957,0.833336,0.603284,0.817302,0.575828,0.805118,0.56325,0.814339,0.569454,0.819665,0.590521,0.670919,0.596598,0.802814,0.590521,0.760563,0.586053,0.705354,0.583334,0.641926,0.550873,0.58528,0.537479,0.546663,0.528001,0.521171,0.546175,0.490202,0.574301,0.439593,0.591685,0.409403,0.599515,0.36306,0.603322,0.299436,0.609197,0.262302,0.61504,0.277415,0.628703,0.238996,0.624146,0.208731,0.625887,0.200613,0.610051,0.187699,0.599046,0.230324,0.587828,0.247188,0.58753,0.22689,0.59953,0.170033,0.593181,0.086416,0.610281,0.027104,0.608787,0.018324,0.599578,0.002646,0.576845,0,0.545065,0,0.539279,0.03012,0.54786,0.058309,0.550495,0.088471,0.542797,0.08971,8
0.510347,0.815051,0.521735,0.815617,0.529683,0.817609,0.520647,0.82705,0.523037,0.822223,0.511627,0.829114,0.508153,0.824847,0.5,0.826925,0.488258,0.823713,0.481041,0.817898,0.479715,0.824105,0.493065,0.822951,0.532336,0.678568,0.55414,0.833796,0.562498,0.830985,0.564269,0.806539,0.56713,0.780641,0.538467,0.759193,0.516799,0.750004,0.506673,0.739408,0.517147,0.725485,0.539036,0.701342,0.552563,0.684565,0.555821,0.640132,0.560574,0.559321,0.567813,0.527318,0.574034,0.606447,0.583139,0.578615,0.57631,0.560749,0.574115,0.55864,0.557411,0.553847,0.551319,0.583089,0.543332,0.598323,0.546765,0.577028,0.562502,0.536027,0.556815,0.481481,0.578154,0.415669,0.583683,0.356017,0.578616,0.346562,0.559996,0.38602,0.530043,0.386508,0.524417,0.38856,0.533603,0.384844,0.536633,0.359242,0.531129,0.33773,8
0.563223,0.821321,0.567508,0.815617,0.568493,0.820747,0.566514,0.82076,0.562217,0.83174,0.562798,0.825956,0.557105,0.831217,0.546518,0.839746,0.542252,0.833336,0.537911,0.830679,0.534611,0.8404,0.546297,0.839339,0.575434,0.698977,0.592361,0.867601,0.601296,0.861967,0.59913,0.842256,0.597229,0.816121,0.563279,0.79933,0.540057,0.783325,0.520004,0.785014,0.527705,0.77124,0.544075,0.744962,0.555015,0.724837,0.555821,0.66879,0.55344,0.579103,0.554027,0.543713,0.551257,0.622584,0.555805,0.591194,0.544418,0.570102,0.534117,0.564813,0.511957,0.560001,0.501198,0.588921,0.489464,0.598323,0.491607,0.574233,0.504627,0.536027,0.500004,0.481481,0.520343,0.418675,0.525104,0.361253,0.519914,0.354494,0.498947,0.401212,0.467804,0.398766,0.462838,0.40964,0.474543,0.402338,0.47921,0.380691,0.476653,0.364117,8
0.519546,0.868341,0.52403,0.862502,0.522837,0.861638,0.520647,0.864789,0.516128,0.863489,0.511627,0.854432,0.505827,0.850313,0.5,0.846143,0.492955,0.849355,0.488147,0.843459,0.486871,0.850165,0.502316,0.845897,0.54311,0.693875,0.562636,0.83943,0.571122,0.825351,0.575161,0.803569,0.576393,0.767736,0.548384,0.742476,0.532309,0.719994,0.520004,0.706832,0.535617,0.683005,0.556668,0.654359,0.569678,0.634233,0.572811,0.589172,0.572449,0.5113,0.577012,0.478146,0.576307,0.545158,0.580866,0.515718,0.569467,0.49533,0.560004,0.49692,0.538277,0.489233,0.527443,0.521866,0.51523,0.53652,0.515584,0.521013,0.530094,0.48415,0.524996,0.425922,0.543891,0.364454,0.54812,0.316753,0.540887,0.309522,0.517896,0.349543,0.487119,0.349695,0.47983,0.358437,0.4888,0.358596,0.491096,0.34048,0.48638,0.321897,8
0.616088,0.83072,0.620131,0.828118,0.618718,0.833327,0.616969,0.836478,0.615204,0.84444,0.611624,0.844931,0.608383,0.850313,0.60233,0.858965,0.593891,0.858965,0.59004,0.862616,0.589495,0.879477,0.60185,0.891802,0.631469,0.739797,0.649681,0.907041,0.65733,0.907041,0.660122,0.901785,0.664355,0.890313,0.640201,0.882941,0.625329,0.879991,0.61334,0.879477,0.622688,0.872547,0.637279,0.862413,0.647923,0.859063,0.648052,0.812107,0.646082,0.717514,0.643676,0.688526,0.642374,0.806449,0.642364,0.776721,0.630977,0.763236,0.623527,0.762347,0.605264,0.759996,0.591889,0.784252,0.580793,0.792141,0.580339,0.77311,0.59491,0.743513,0.586366,0.703707,0.595291,0.641571,0.592055,0.557586,0.578616,0.555556,0.551572,0.641334,0.519315,0.650306,0.511673,0.668672,0.521389,0.664726,0.518819,0.630022,0.513618,0.617412,8
0.439084,0.943582,0.441642,0.940627,0.442926,0.943392,0.442659,0.946543,0.44009,0.955552,0.434882,0.955693,0.43123,0.96178,0.420935,0.971145,0.41549,0.971145,0.409948,0.971251,0.408112,0.990234,0.425927,1,0.467677,0.823982,0.490443,1,0.495689,1,0.492374,1,0.488431,1,0.451616,1,0.431528,1,0.415998,1,0.430076,1,0.453398,1,0.469438,1,0.470867,0.952232,0.470314,0.844638,0.475859,0.811468,0.478359,0.951616,0.480634,0.915095,0.466963,0.897195,0.451762,0.895067,0.428223,0.883068,0.417663,0.892126,0.407495,0.893261,0.405279,0.868343,0.423607,0.83574,0.418177,0.796294,0.430406,0.728921,0.420503,0.633503,0.404613,0.634916,0.383161,0.723401,0.349782,0.723931,0.339703,0.734943,0.354379,0.725949,0.358416,0.683646,0.354082,0.662265,8
0.381607,0.887151,0.384441,0.884372,0.381275,0.893087,0.380737,0.893087,0.377884,0.901587,0.369764,0.901898,0.36596,0.904464,0.355817,0.903839,0.34038,0.878197,0.315161,0.856226,0.298332,0.827369,0.298615,0.79672,0.334058,0.635202,0.34183,0.766197,0.33621,0.746471,0.3268,0.705354,0.310185,0.645159,0.253101,0.601997,0.219651,0.573331,0.189332,0.560262,0.200524,0.529407,0.231739,0.483228,0.249392,0.463084,0.252423,0.417197,0.258909,0.358757,0.271259,0.336072,0.271076,0.380649,0.273351,0.352198,0.261954,0.330229,0.242347,0.32716,0.215314,0.316926,0.205248,0.364432,0.201409,0.384834,0.191847,0.372548,0.212966,0.334294,0.21818,0.268522,0.256962,0.225902,0.26988,0.201572,0.264156,0.203706,0.240002,0.246204,0.20601,0.260738,0.203823,0.295185,0.228108,0.314867,0.241583,0.310993,0.243188,0.308709,8
0.37242,0.9279,0.377579,0.924994,0.376719,0.930812,0.373859,0.933964,0.373273,0.939685,0.367443,0.939875,0.363634,0.945862,0.355817,0.955125,0.345077,0.955125,0.338867,0.95847,0.336521,0.977204,0.356491,0.986884,0.40518,0.813777,0.426756,0.985908,0.431042,0.983097,0.429197,0.979159,0.421304,0.970958,0.382134,0.966553,0.354018,0.956671,0.330673,0.947879,0.345651,0.934636,0.375314,0.919457,0.388754,0.909395,0.393205,0.850313,0.396669,0.745765,0.404597,0.707647,0.405472,0.819354,0.41002,0.783011,0.389519,0.769467,0.371767,0.762347,0.339715,0.759996,0.324578,0.781343,0.31148,0.789326,0.302152,0.77311,0.319441,0.749277,0.311358,0.719134,0.344752,0.66265,0.353563,0.575918,0.345911,0.57407,0.328425,0.653493,0.298282,0.656441,0.295116,0.659642,0.317715,0.647232,0.32673,0.603211,0.326844,0.58047,8
0.365515,0.887151,0.368422,0.884372,0.367583,0.889935,0.362381,0.893087,0.361754,0.901587,0.355817,0.901898,0.351981,0.907643,0.34419,0.916661,0.335684,0.913462,0.329384,0.91694,0.326971,0.934862,0.347228,0.944265,0.396555,0.780617,0.41826,0.949292,0.422417,0.949292,0.418294,0.940472,0.4051,0.929026,0.354835,0.919726,0.320419,0.910001,0.293338,0.902273,0.300786,0.888881,0.335009,0.875837,0.361855,0.865775,0.361645,0.812107,0.365797,0.711864,0.360919,0.685788,0.357635,0.799997,0.355353,0.767293,0.339409,0.750787,0.322354,0.74692,0.294262,0.741533,0.281627,0.760927,0.269321,0.772471,0.261388,0.753506,0.277782,0.726233,0.272724,0.685188,0.301931,0.620478,0.305443,0.541878,0.291404,0.550264,0.265264,0.629175,0.227467,0.628838,0.218686,0.638562,0.238291,0.632659,0.245545,0.589811,0.243188,0.564638,8
0.455176,0.9279,0.459956,0.928126,0.456618,0.930812,0.454125,0.933964,0.453921,0.942853,0.451161,0.943033,0.447547,0.94904,0.439535,0.958324,0.431923,0.958324,0.424172,0.955268,0.422437,0.964174,0.439821,0.957381,0.478451,0.772957,0.486195,0.91831,0.47629,0.887327,0.466231,0.845239,0.44445,0.803216,0.387099,0.765882,0.346256,0.736669,0.314666,0.713347,0.316623,0.699339,0.335009,0.661071,0.347192,0.637581,0.347089,0.570063,0.349169,0.471749,0.354026,0.418033,0.350793,0.451609,0.348522,0.399378,0.330294,0.361371,0.310591,0.3426,0.284689,0.326151,0.269695,0.349848,0.262299,0.36236,0.251804,0.341739,0.270829,0.302597,0.263641,0.240735,0.295499,0.204822,0.303344,0.198949,0.295599,0.206346,0.275789,0.255317,0.242488,0.266873,0.242033,0.298191,0.266805,0.311957,0.279207,0.308306,0.274319,0.319264,8
