@relation autos-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-L1-weka.filters.unsupervised.attribute.AddExpression-Ea72+11-Nexpression-weka.filters.unsupervised.attribute.Remove-R72-weka.filters.unsupervised.attribute.AddExpression-Ea72-11-Nexpression-weka.filters.unsupervised.attribute.AddExpression-Ea72+1-Nexpression-weka.filters.unsupervised.attribute.Remove-R72-73

@attribute normalized-losses numeric
@attribute make=alfa-romero numeric
@attribute make=audi numeric
@attribute make=bmw numeric
@attribute make=chevrolet numeric
@attribute make=dodge numeric
@attribute make=honda numeric
@attribute make=isuzu numeric
@attribute make=jaguar numeric
@attribute make=mazda numeric
@attribute make=mercedes-benz numeric
@attribute make=mercury numeric
@attribute make=mitsubishi numeric
@attribute make=nissan numeric
@attribute make=peugot numeric
@attribute make=plymouth numeric
@attribute make=porsche numeric
@attribute make=renault numeric
@attribute make=saab numeric
@attribute make=subaru numeric
@attribute make=toyota numeric
@attribute make=volkswagen numeric
@attribute make=volvo numeric
@attribute fuel-type numeric
@attribute aspiration numeric
@attribute num-of-doors numeric
@attribute body-style=hardtop numeric
@attribute body-style=wagon numeric
@attribute body-style=sedan numeric
@attribute body-style=hatchback numeric
@attribute body-style=convertible numeric
@attribute drive-wheels=4wd numeric
@attribute drive-wheels=fwd numeric
@attribute drive-wheels=rwd numeric
@attribute engine-location numeric
@attribute wheel-base numeric
@attribute length numeric
@attribute width numeric
@attribute height numeric
@attribute curb-weight numeric
@attribute engine-type=dohc numeric
@attribute engine-type=dohcv numeric
@attribute engine-type=l numeric
@attribute engine-type=ohc numeric
@attribute engine-type=ohcf numeric
@attribute engine-type=ohcv numeric
@attribute engine-type=rotor numeric
@attribute num-of-cylinders=eight numeric
@attribute num-of-cylinders=five numeric
@attribute num-of-cylinders=four numeric
@attribute num-of-cylinders=six numeric
@attribute num-of-cylinders=three numeric
@attribute num-of-cylinders=twelve numeric
@attribute num-of-cylinders=two numeric
@attribute engine-size numeric
@attribute fuel-system=1bbl numeric
@attribute fuel-system=2bbl numeric
@attribute fuel-system=4bbl numeric
@attribute fuel-system=idi numeric
@attribute fuel-system=mfi numeric
@attribute fuel-system=mpfi numeric
@attribute fuel-system=spdi numeric
@attribute fuel-system=spfi numeric
@attribute bore numeric
@attribute stroke numeric
@attribute compression-ratio numeric
@attribute horsepower numeric
@attribute peak-rpm numeric
@attribute city-mpg numeric
@attribute highway-mpg numeric
@attribute price numeric
@attribute a72+1 {1,2,3,4,5}

@data
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0.084548,0.414925,0.391667,0.316667,0.491854,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.501887,0,0,0,0,0,1,0,0,0.857143,0.395238,0.15625,0.6625,0.714286,0.111111,0.236842,0.71769,5
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0.084548,0.414925,0.391667,0.316667,0.508922,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.501887,0,0,0,0,0,1,0,0,0.857143,0.395238,0.15625,0.6625,0.714286,0.111111,0.236842,0.792165,5
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.344023,0.516418,1,0.225,0.728472,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.535849,0,0,0,0,0,1,0,0,1,0.495238,0.1875,1,0.653061,0.111111,0.315789,0.200813,3
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.276968,0.602985,0.516667,0.616667,0.423196,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.267925,0,0,0,0,0,1,0,0,0.657143,0.871429,0.10625,0.234401,0.39811,0.277778,0.394737,0.103694,2
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.276968,0.532836,0.525,0.225,0.377036,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.267925,0,0,0,0,0,1,0,0,0.657143,0.871429,0.10625,0.234401,0.39811,0.277778,0.394737,0.118589,4
0.445026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.364431,0.679104,0.516667,0.691667,0.45384,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.226415,0,0,0,0,0,1,0,0,0.714286,0.47619,0.144375,0.258333,0.44898,0.222222,0.315789,0.167122,5
0.204188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.364431,0.679104,0.516667,0.691667,0.468192,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.226415,0,0,0,0,0,1,0,0,0.714286,0.47619,0.14375,0.258333,0.44898,0.222222,0.315789,0.175066,4
0.445026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.364431,0.679104,0.516667,0.691667,0.472847,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.226415,0,0,0,0,0,1,0,0,0,0,0.14375,0.258333,0.44898,0.222222,0.315789,0.246313,5
0.204188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.364431,0.679104,0.516667,0.691667,0.49263,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.226415,0,0,0,0,0,1,0,0,0.714286,0.47619,0.14375,0.258333,0.44898,0.222222,0.315789,0.257981,4
0.445026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0.364431,0.679104,0.516667,0.691667,0.512025,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.226415,0,0,0,0,0,1,0,0,0.714286,0.47619,0.125,0.466667,0.55102,0.166667,0.263158,0.323519,5
0.204188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.364431,0.679104,0.516667,0.691667,0.527153,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.226415,0,0,0,0,0,1,0,0,0.714286,0.47619,0.125,0.466667,0.55102,0.166667,0.263158,0.335187,4
0.094241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.206997,0.235821,0.258333,0.491667,0.217998,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.135849,0,1,0,0,0,0,0,0,0.771429,0.138095,0.125,0.0875,0.306122,0.5,0.526316,0,4
0.094241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.206997,0.250746,0.275,0.491667,0.245151,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.177358,0,1,0,0,0,0,0,0,0.771429,0.271429,0.10625,0.104167,0.102041,0.361111,0.394737,0.048036,4
0.094241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0.195335,0.241791,0.291667,0.658333,0.291699,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.177358,0,1,0,0,0,0,0,0,0.771429,0.271429,0.10625,0.104167,0.102041,0.361111,0.394737,0.06169,4
0.193717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.309038,0.461194,0.425,0.391667,0.254849,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.177358,0,1,0,0,0,0,0,0,0.771429,0.271429,0.15625,0.141667,0.265306,0.527778,0.552632,0.049849,2
0.193717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.309038,0.461194,0.425,0.391667,0.272304,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.177358,0,1,0,0,0,0,0,0,0.771429,0.271429,0.15625,0.141667,0.102041,0.416667,0.447368,0.06596,2
0.193717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.309038,0.461194,0.425,0.391667,0.330489,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.177358,0,0,0,0,0,1,0,0,0.771429,0.271429,0.125,0.191667,0.428571,0.361111,0.421053,0.120203,2
0.193717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0.303207,0.461194,0.425,0.541667,0.347944,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.177358,0,1,0,0,0,0,0,0,0.771429,0.271429,0.125,0.141667,0.265306,0.305556,0.236842,0.102155,2
0.193717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0.303207,0.461194,0.425,0.541667,0.396431,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.177358,0,0,0,0,0,1,0,0,0.771429,0.271429,0.04375,0.2625,0.265306,0.305556,0.342105,0.15245,2
0.125654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.303207,0.483582,0.425,0.433333,0.311094,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.177358,0,1,0,0,0,0,0,0,0.771429,0.271429,0.125,0.141667,0.265306,0.416667,0.421053,0.058215,2
0.125654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.303207,0.483582,0.425,0.433333,0.375097,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.177358,0,0,0,0,0,1,0,0,0.771429,0.271429,0.125,0.191667,0.428571,0.333333,0.394737,0.126111,2
0.104712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.300292,0.485075,0.425,0.591667,0.361521,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.177358,0,1,0,0,0,0,0,0,0.771429,0.271429,0.125,0.141667,0.265306,0.277778,0.342105,0.071868,2
0.104712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0.300292,0.485075,0.425,0.591667,0.450737,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.177358,0,0,0,0,0,1,0,0,0.771429,0.271429,0.04375,0.2625,0.265306,0.277778,0.184211,0.163249,2
0.115183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.265306,0.262687,0.275,0.558333,0.192785,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.116981,0,1,0,0,0,0,0,0,0.364286,0.457143,0.125,0.058333,0.265306,0.611111,0.605263,0.00571,3
0.115183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0.265306,0.262687,0.275,0.558333,0.214119,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.116981,0,1,0,0,0,0,0,0,0.364286,0.457143,0.125,0.058333,0.265306,0.5,0.578947,0.030286,3
0.04712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.265306,0.262687,0.275,0.558333,0.204422,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.116981,0,1,0,0,0,0,0,0,0.364286,0.457143,0.125,0.058333,0.265306,0.5,0.578947,0.03401,3
0.062827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.265306,0.426866,0.275,0.941667,0.307215,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.116981,0,1,0,0,0,0,0,0,0.364286,0.457143,0.125,0.058333,0.265306,0.5,0.552632,0.044685,2
0.08377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.265306,0.426866,0.275,0.941667,0.311094,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.116981,0,1,0,0,0,0,0,0,0.364286,0.457143,0.125,0.058333,0.265306,0.388889,0.421053,0.069013,2
0.136126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0.265306,0.426866,0.275,0.941667,0.62917,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.116981,0,1,0,0,0,0,0,0,0.364286,0.457143,0.125,0.058333,0.265306,0.388889,0.421053,0.090859,2
0.136126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.265306,0.376119,0.341667,0.433333,0.230023,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.139623,0,1,0,0,0,0,0,0,0.464286,0.457143,0.125,0.091667,0.265306,0.472222,0.552632,0.045181,2
0.136126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.265306,0.376119,0.341667,0.416667,0.240884,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.139623,0,1,0,0,0,0,0,0,0.464286,0.457143,0.125,0.091667,0.265306,0.472222,0.552632,0.051636,2
0.136126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.265306,0.376119,0.341667,0.433333,0.305275,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.184906,0,0,0,1,0,0,0,0,0.521429,0.609524,0.96875,0.033333,0.142857,0.583333,0.526316,0.069013,2
0.136126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.265306,0.376119,0.341667,0.416667,0.305275,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.184906,0,0,0,1,0,0,0,0,0.521429,0.609524,0.96875,0.033333,0.142857,0.694444,0.815789,0.066283,2
0.136126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.265306,0.376119,0.341667,0.433333,0.235066,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.139623,0,1,0,0,0,0,0,0,0.464286,0.457143,0.125,0.091667,0.265306,0.694444,0.815789,0.065041,2
0.136126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.265306,0.376119,0.341667,0.416667,0.245927,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.139623,0,1,0,0,0,0,0,0,0.464286,0.457143,0.125,0.091667,0.265306,0.416667,0.473684,0.080433,2
0.136126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.265306,0.376119,0.341667,0.416667,0.252909,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.139623,0,1,0,0,0,0,0,0,0.464286,0.457143,0.125,0.091667,0.265306,0.416667,0.473684,0.102775,2
0.539267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.230321,0.41194,0.308333,0.4,0.264158,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.139623,0,1,0,0,0,0,0,0,0.464286,0.457143,0.125,0.091667,0.265306,0.444444,0.473684,0.072985,3
0.539267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.230321,0.41194,0.308333,0.4,0.277735,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.139623,0,1,0,0,0,0,0,0,0.464286,0.457143,0.125,0.091667,0.265306,0.444444,0.473684,0.077454,3
0.539267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0.230321,0.41194,0.308333,0.4,0.301396,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.139623,0,0,0,0,0,1,0,0,0.5,0.480952,0.15,0.266667,1,0.361111,0.342105,0.103768,3
0.539267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.230321,0.41194,0.308333,0.4,0.314973,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.139623,0,0,0,0,0,1,0,0,0.5,0.480952,0.15,0.266667,1,0.361111,0.342105,0.109726,3
0.361257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0.344023,0.523881,0.441667,0.35,0.408068,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.320755,0,0,0,0,0,1,0,0,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,0.082692,4
0.361257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0.344023,0.523881,0.441667,0.35,0.406517,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.320755,0,0,0,0,0,1,0,0,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,0.112234,4
0.361257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.344023,0.523881,0.441667,0.35,0.412335,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.320755,0,0,0,0,0,1,0,0,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,0.120922,4
0.361257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0.344023,0.523881,0.441667,0.35,0.461986,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.320755,0,0,0,0,0,1,0,0,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,0.150961,4
0.361257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.344023,0.523881,0.441667,0.35,0.475562,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.320755,0,0,0,0,0,1,0,0,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,0.159649,4
0.361257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0.344023,0.523881,0.441667,0.433333,0.576804,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.320755,0,0,0,0,0,1,0,0,0.771429,0.680952,0.14375,0.283333,0.265306,0.305556,0.368421,0.311578,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.460641,0.514925,0.516667,0.591667,0.325058,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.230189,0,0,0,0,0,1,0,0,0.55,0.7,0.10625,0.183333,0.020408,0.444444,0.473684,0.09508,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.460641,0.514925,0.516667,0.591667,0.384794,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.184906,0,0,0,1,0,0,0,0,0.521429,0.609524,0.96875,0.104167,0.142857,0.472222,0.447368,0.138523,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.460641,0.514925,0.516667,0.508333,0.359193,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.230189,0,0,0,0,0,1,0,0,0.55,0.7,0.10625,0.183333,0.020408,0.388889,0.421053,0.120898,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.460641,0.514925,0.516667,0.591667,0.359193,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.230189,0,0,0,0,0,1,0,0,0.55,0.7,0.10625,0.183333,0.020408,0.388889,0.421053,0.143488,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.460641,0.514925,0.516667,0.508333,0.376261,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.230189,0,0,0,0,0,1,0,0,0.55,0.7,0.10625,0.183333,0.020408,0.388889,0.421053,0.152177,1
0.691099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.475219,0.632836,0.616667,0.35,0.577192,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.415094,0,0,0,0,0,1,0,0,0.521429,0.609524,0.14375,0.470833,0.428571,0.194444,0.210526,0.283998,5
0.691099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0.475219,0.632836,0.616667,0.35,0.592708,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.415094,0,0,0,0,0,1,0,0,0.521429,0.609524,0.14375,0.470833,0.428571,0.166667,0.210526,0.270096,5
0.13089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.521866,0.697015,0.516667,0.525,0.637316,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.415094,0,0,0,0,0,1,0,0,0.521429,0.609524,0.1375,0.45,0.428571,0.194444,0.210526,0.26245,1
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.521866,0.697015,0.516667,0.525,0.645074,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.377358,0,0,0,0,0,1,0,0,0.521429,0.609524,0.1375,0.45,0.428571,0.166667,0.210526,0.263939,1
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0.311953,0.456716,0.433333,0.658333,0.299845,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.135849,0,0,0,1,0,0,0,0,0.335714,0.633333,1,0.016667,0.265306,0.666667,0.789474,0.06596,4
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0.311953,0.456716,0.433333,0.658333,0.279674,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.181132,0,0,0,0,0,1,0,0,0.464286,0.633333,0.125,0.154167,0.44898,0.388889,0.473684,0.070925,4
0.151832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.311953,0.456716,0.433333,0.658333,0.301009,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.135849,0,0,0,1,0,0,0,0,0.335714,0.633333,1,0.016667,0.265306,0.666667,0.789474,0.071421,4
0.151832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.311953,0.456716,0.433333,0.658333,0.280838,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.181132,0,0,0,0,0,1,0,0,0.464286,0.633333,0.125,0.154167,0.44898,0.388889,0.473684,0.076386,4
0.151832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.311953,0.456716,0.433333,0.658333,0.305275,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.181132,0,0,0,0,0,1,0,0,0.464286,0.633333,0.125,0.154167,0.44898,0.388889,0.473684,0.083834,4
0.151832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.311953,0.456716,0.433333,0.658333,0.322343,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.135849,0,0,0,1,0,0,0,0,0.335714,0.633333,1,0.083333,0.142857,0.666667,0.684211,0.108659,4
0.151832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.311953,0.456716,0.433333,0.658333,0.314973,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.181132,0,0,0,0,0,1,0,0,0.464286,0.633333,0.1875,0.216667,0.55102,0.361111,0.421053,0.121071,4
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0.230321,0.271642,0.325,0.65,0.29713,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.181132,0,0,0,0,0,1,0,0,0.464286,0.633333,0.09375,0.175,0.55102,0.305556,0.342105,0.160791,5
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0.230321,0.367164,0.308333,0.3,0.284329,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.181132,0,0,0,0,0,1,0,0,0.464286,0.633333,0.09375,0.175,0.55102,0.305556,0.342105,0.120699,5
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0.402332,0.583582,0.55,0.608333,0.455004,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.283019,0,0,0,0,0,1,0,0,0.464286,0.633333,0.09375,0.258333,0.55102,0.166667,0.210526,0.202994,2
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0.402332,0.583582,0.55,0.608333,0.423196,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.135849,0,0,0,1,0,0,0,0,0.335714,0.633333,1,0.083333,0.142857,0.555556,0.578947,0.216648,2
0.298429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0.402332,0.626866,0.55,0.608333,0.41699,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.181132,0,0,0,0,0,1,0,0,0.464286,0.633333,0.125,0.166667,0.55102,0.333333,0.394737,0.178045,2
