@relation 'abalone-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-L1,2,22,23,24,25,26,27,28,29-weka.filters.unsupervised.attribute.AddExpression-Ea11-2-Nexpression-weka.filters.unsupervised.attribute.Remove-R12-weka.filters.unsupervised.attribute.AddExpression-Ea11-1-Nexpression-weka.filters.unsupervised.attribute.Remove-R11'

@attribute Sex=M numeric
@attribute Sex=F numeric
@attribute Sex=I numeric
@attribute Length numeric
@attribute Diameter numeric
@attribute Height numeric
@attribute 'Whole weight' numeric
@attribute 'Shucked weight' numeric
@attribute 'Viscera weight' numeric
@attribute 'Shell weight' numeric
@attribute a11-1 {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19}

@data
1,0,0,0.608108,0.554622,0.088496,0.18045,0.164761,0.131666,0.143498,6
1,0,0,0.621622,0.613445,0.110619,0.260669,0.238063,0.248848,0.177379,6
0,1,0,0.621622,0.613445,0.115044,0.246857,0.209482,0.205398,0.201295,6
0,1,0,0.628378,0.554622,0.123894,0.270409,0.218897,0.152074,0.23418,8
0,1,0,0.628378,0.613445,0.115044,0.265097,0.246806,0.219882,0.182362,7
0,1,0,0.635135,0.630252,0.141593,0.298211,0.264627,0.243581,0.2287,7
1,0,0,0.641892,0.596639,0.115044,0.307597,0.298924,0.277814,0.210762,7
0,0,1,0.641892,0.613445,0.10177,0.235877,0.196032,0.179724,0.206776,9
0,1,0,0.662162,0.647059,0.119469,0.293253,0.263618,0.227781,0.235675,7
1,0,0,0.682432,0.663866,0.106195,0.306889,0.28043,0.193548,0.258097,6
0,1,0,0.682432,0.638655,0.132743,0.296441,0.233692,0.271889,0.189836,5
0,1,0,0.689189,0.722689,0.132743,0.381441,0.278077,0.277814,0.353264,9
1,0,0,0.702703,0.689076,0.132743,0.324774,0.290854,0.231731,0.259591,7
0,1,0,0.709459,0.697479,0.168142,0.401098,0.330195,0.341014,0.334828,8
0,1,0,0.722973,0.630252,0.123894,0.321233,0.29388,0.262673,0.217738,6
1,0,0,0.722973,0.714286,0.146018,0.439702,0.374243,0.351547,0.369208,6
0,1,0,0.736486,0.731092,0.141593,0.373296,0.330868,0.320606,0.270055,7
1,0,0,0.77027,0.739496,0.132743,0.427661,0.404842,0.292298,0.336323,7
1,0,0,0.777027,0.747899,0.123894,0.437755,0.413921,0.309414,0.317389,6
0,1,0,0.797297,0.789916,0.185841,0.581548,0.549428,0.446346,0.424514,8
1,0,0,0.824324,0.831933,0.176991,0.627059,0.546066,0.508887,0.486796,9
0,1,0,0.831081,0.815126,0.172566,0.44289,0.490249,0.522712,0.458894,10
0,1,0,0.851351,0.865546,0.163717,0.622986,0.501681,0.489796,0.484803,8
0,1,0,0.858108,0.747899,0.132743,0.465557,0.458978,0.36998,0.277529,8
1,0,0,0.871622,0.890756,0.19469,0.677174,0.614997,0.589203,0.475835,9
0,1,0,0.871622,0.87395,0.190265,0.743049,0.575319,0.634628,0.598406,10
0,1,0,0.885135,0.840336,0.159292,0.597662,0.440148,0.258065,0.490284,8
1,0,0,0.945946,0.865546,0.19469,0.718966,0.493611,0.625411,0.654709,15
0,1,0,0.581081,0.563025,0.10177,0.233044,0.204102,0.204082,0.172895,6
1,0,0,0.614865,0.621849,0.115044,0.263326,0.20074,0.177749,0.242651,8
0,1,0,0.581081,0.554622,0.10177,0.217461,0.162744,0.140882,0.207773,9
0,0,1,0.445946,0.420168,0.079646,0.099345,0.075992,0.075049,0.093174,5
1,0,0,0.459459,0.411765,0.088496,0.118116,0.103228,0.089533,0.093174,5
1,0,0,0.574324,0.563025,0.128319,0.229857,0.182919,0.17314,0.217738,9
1,0,0,0.472973,0.462185,0.070796,0.127147,0.089442,0.107966,0.123069,5
1,0,0,0.533784,0.495798,0.088496,0.168408,0.126093,0.115866,0.172895,6
0,1,0,0.439189,0.428571,0.10177,0.122012,0.098521,0.090849,0.113104,8
0,0,1,0.398649,0.394958,0.088496,0.087834,0.068258,0.065833,0.083209,8
1,0,0,0.574324,0.546218,0.137168,0.233044,0.177875,0.179065,0.212755,17
0,0,1,0.452703,0.428571,0.097345,0.110855,0.082717,0.107307,0.093174,7
1,0,0,0.405405,0.394958,0.088496,0.097043,0.078346,0.073733,0.083209,7
0,1,0,0.560811,0.554622,0.110619,0.190367,0.145595,0.167874,0.16293,9
1,0,0,0.689189,0.714286,0.163717,0.367629,0.29119,0.348255,0.282511,8
1,0,0,0.702703,0.672269,0.137168,0.367983,0.279085,0.276498,0.362232,12
0,1,0,0.810811,0.831933,0.159292,0.597308,0.37727,0.487163,0.596413,13
1,0,0,0.736486,0.731092,0.150442,0.428015,0.348016,0.335747,0.332337,11
0,0,1,0.337838,0.327731,0.048673,0.058084,0.050437,0.066491,0.043348,3
0,0,1,0.513514,0.504202,0.070796,0.159377,0.144923,0.130349,0.123069,7
1,0,0,0.608108,0.588235,0.115044,0.253763,0.218897,0.259381,0.172895,6
0,0,1,0.418919,0.394958,0.079646,0.081459,0.056826,0.064516,0.078226,5
0,0,1,0.074324,0.067227,0.030973,0.00301,0.00269,0.0079,0.001993,2
0,0,1,0.141892,0.12605,0.039823,0.009031,0.007734,0.012508,0.007474,1
0,0,1,0.317568,0.285714,0.044248,0.050469,0.044721,0.050033,0.043348,4
0,1,0,0.405405,0.394958,0.070796,0.099168,0.093813,0.094799,0.078226,5
0,1,0,0.547297,0.546218,0.106195,0.214627,0.181237,0.184332,0.18286,6
0,0,1,0.513514,0.529412,0.110619,0.152647,0.134499,0.165899,0.143,7
1,0,0,0.472973,0.453782,0.088496,0.115991,0.091123,0.094799,0.108122,5
0,0,1,0.540541,0.512605,0.097345,0.160616,0.118359,0.126399,0.143,7
0,1,0,0.486486,0.495798,0.106195,0.161679,0.128447,0.131007,0.128052,9
0,1,0,0.290541,0.260504,0.066372,0.096689,0.075319,0.088216,0.033383,4
1,0,0,0.418919,0.403361,0.084071,0.117939,0.098184,0.123107,0.088191,5
1,0,0,0.533784,0.537815,0.10177,0.150345,0.112643,0.098749,0.147982,6
0,1,0,0.574324,0.579832,0.110619,0.203471,0.16039,0.16524,0.18286,8
0,0,1,0.439189,0.428571,0.088496,0.044271,0.070612,0.092824,0.083209,5
1,0,0,0.736486,0.764706,0.154867,0.406765,0.293544,0.297564,0.39711,10
1,0,0,0.702703,0.697479,0.132743,0.315035,0.240753,0.276498,0.242651,10
1,0,0,0.689189,0.672269,0.123894,0.342837,0.31002,0.242923,0.292476,7
1,0,0,0.331081,0.310924,0.070796,0.063042,0.053127,0.050033,0.053313,4
0,1,0,0.601351,0.596639,0.110619,0.24668,0.197377,0.213298,0.212755,8
1,0,0,0.493243,0.495798,0.097345,0.161679,0.133826,0.115866,0.128052,7
0,1,0,0.493243,0.462185,0.10177,0.141137,0.095494,0.148124,0.118087,6
1,0,0,0.662162,0.621849,0.088496,0.252346,0.204775,0.217907,0.177877,10
0,1,0,0.655405,0.621849,0.110619,0.329378,0.242098,0.279789,0.332337,7
0,1,0,0.695946,0.672269,0.154867,0.34142,0.262273,0.322581,0.307424,8
0,1,0,0.668919,0.689076,0.159292,0.353285,0.271688,0.364055,0.292476,14
1,0,0,0.817568,0.798319,0.181416,0.529131,0.391056,0.443055,0.461883,12
0,1,0,0.506757,0.512605,0.110619,0.178679,0.148621,0.137591,0.157947,8
0,0,1,0.331081,0.310924,0.066372,0.06074,0.050437,0.046083,0.048331,5
0,0,1,0.52027,0.495798,0.097345,0.139012,0.112643,0.113232,0.123069,7
1,0,0,0.533784,0.529412,0.09292,0.164512,0.135508,0.132982,0.152965,8
1,0,0,0.513514,0.495798,0.09292,0.141314,0.105245,0.108624,0.133034,7
0,1,0,0.459459,0.453782,0.10177,0.121658,0.093813,0.100066,0.108122,7
1,0,0,0.527027,0.495798,0.106195,0.183637,0.134835,0.213298,0.18286,9
1,0,0,0.52027,0.537815,0.119469,0.174075,0.124412,0.110599,0.167912,10
1,0,0,0.459459,0.428571,0.079646,0.11422,0.087088,0.096116,0.113104,6
1,0,0,0.263514,0.235294,0.061947,0.036834,0.030599,0.023041,0.03438,5
1,0,0,0.5,0.504202,0.097345,0.155658,0.120713,0.135616,0.14848,8
0,1,0,0.905405,0.890756,0.168142,0.695591,0.566577,0.57472,0.581963,16
0,1,0,0.439189,0.411765,0.10177,0.106428,0.089106,0.060566,0.091679,6
0,0,1,0.277027,0.243697,0.066372,0.042678,0.035978,0.014483,0.033383,3
1,0,0,0.641892,0.647059,0.119469,0.310607,0.246806,0.275181,0.262581,8
1,0,0,0.682432,0.680672,0.146018,0.434036,0.317418,0.258065,0.431988,14
1,0,0,0.722973,0.747899,0.146018,0.449619,0.329859,0.242923,0.486796,10
1,0,0,0.736486,0.739496,0.154867,0.638923,0.431742,0.431863,0.720977,15
1,0,0,0.655405,0.613445,0.172566,0.285638,0.202757,0.235681,0.282511,12
0,1,0,0.763514,0.764706,0.176991,0.491766,0.409549,0.435813,0.407075,10
1,0,0,0.831081,0.831933,0.176991,0.653267,0.491594,0.620803,0.566517,17
0,1,0,0.864865,0.857143,0.212389,0.778289,0.48655,0.611587,0.880419,15
0,1,0,0.858108,0.857143,0.172566,0.642819,0.527236,0.647136,0.486796,9
0,1,0,0.641892,0.697479,0.132743,0.316982,0.252858,0.241606,0.287494,7
1,0,0,0.405405,0.420168,0.079646,0.11422,0.093141,0.073733,0.093174,3
0,1,0,0.722973,0.663866,0.141593,0.401629,0.27774,0.408822,0.297459,7
0,0,1,0.412162,0.378151,0.075221,0.096157,0.076664,0.079658,0.083209,4
0,1,0,0.398649,0.369748,0.075221,0.08447,0.069267,0.069783,0.068261,3
1,0,0,0.351351,0.302521,0.075221,0.054011,0.043712,0.044766,0.043348,4
0,0,1,0.121622,0.10084,0.013274,0.004427,0.003026,0.003292,0.003488,2
1,0,0,0.283784,0.260504,0.066372,0.041261,0.036315,0.036866,0.038366,5
0,0,1,0.155405,0.12605,0.026549,0.00974,0.009751,0.019092,0.00847,4
0,0,1,0.189189,0.159664,0.026549,0.012927,0.007061,0.005925,0.00847,3
1,0,0,0.702703,0.689076,0.110619,0.282274,0.217552,0.262673,0.227703,8
0,1,0,0.77027,0.747899,0.150442,0.418806,0.322461,0.360105,0.352267,11
1,0,0,0.675676,0.663866,0.163717,0.326899,0.229321,0.258723,0.347285,10
0,1,0,0.668919,0.663866,0.150442,0.388171,0.27774,0.245556,0.402093,18
0,1,0,0.682432,0.663866,0.207965,0.378608,0.201076,0.270573,0.392128,12
0,1,0,0.702703,0.714286,0.176991,0.344608,0.240081,0.267281,0.337319,13
0,1,0,0.702703,0.697479,0.221239,0.453692,0.31002,0.325214,0.441953,12
0,1,0,0.743243,0.613445,0.146018,0.374535,0.240081,0.21659,0.441953,19
1,0,0,0.621622,0.613445,0.146018,0.324951,0.22495,0.260698,0.257598,14
1,0,0,0.641892,0.630252,0.141593,0.328493,0.212508,0.227781,0.352267,11
1,0,0,0.567568,0.579832,0.137168,0.285638,0.157028,0.151415,0.347285,4
0,0,1,0.331081,0.302521,0.070796,0.051886,0.042367,0.040158,0.043348,4
1,0,0,0.5,0.478992,0.106195,0.157783,0.129119,0.135616,0.128052,7
0,1,0,0.601351,0.579832,0.110619,0.24243,0.197714,0.225148,0.18286,7
1,0,0,0.567568,0.554622,0.119469,0.223659,0.133826,0.160632,0.257598,12
1,0,0,0.533784,0.529412,0.119469,0.193023,0.148621,0.173799,0.167912,10
0,1,0,0.560811,0.529412,0.123894,0.206481,0.162744,0.150757,0.192825,8
1,0,0,0.682432,0.697479,0.146018,0.327608,0.215535,0.260698,0.312407,9
1,0,0,0.77027,0.739496,0.163717,0.528245,0.353396,0.36603,0.451918,13
0,1,0,0.675676,0.722689,0.146018,0.367806,0.281103,0.346939,0.297459,12
0,0,1,0.189189,0.193277,0.048673,0.020719,0.013114,0.017775,0.018435,4
0,0,1,0.47973,0.453782,0.097345,0.129449,0.090451,0.122449,0.118087,11
0,0,1,0.25,0.268908,0.070796,0.034355,0.02421,0.032916,0.043348,3
0,0,1,0.398649,0.378151,0.079646,0.081813,0.060188,0.071099,0.068261,9
0,0,1,0.445946,0.420168,0.09292,0.127678,0.104573,0.092166,0.123069,8
0,0,1,0.263514,0.226891,0.070796,0.027979,0.017149,0.025016,0.028401,4
0,1,0,0.817568,0.831933,0.176991,0.564548,0.352387,0.535879,0.581465,19
0,1,0,0.777027,0.773109,0.172566,0.495307,0.348689,0.473338,0.436971,11
1,0,0,0.668919,0.588235,0.141593,0.326722,0.231002,0.287031,0.292476,17
1,0,0,0.72973,0.714286,0.168142,0.480963,0.356086,0.312047,0.466866,16
1,0,0,0.466216,0.487395,0.09292,0.151585,0.117014,0.125741,0.128052,5
0,0,1,0.27027,0.277311,0.070796,0.047636,0.037323,0.036866,0.040359,4
0,1,0,0.290541,0.285714,0.066372,0.048876,0.033961,0.030283,0.038366,3
1,0,0,0.466216,0.478992,0.10177,0.148574,0.117014,0.121791,0.133034,6
0,1,0,0.743243,0.789916,0.190265,0.557641,0.343309,0.341014,0.661186,14
1,0,0,0.790541,0.756303,0.176991,0.576766,0.326496,0.390388,0.606378,16
1,0,0,0.662162,0.697479,0.172566,0.403754,0.259583,0.339039,0.347285,15
0,1,0,0.702703,0.739496,0.207965,0.483088,0.339946,0.287689,0.516692,11
1,0,0,0.75,0.764706,0.20354,0.54436,0.378278,0.36998,0.566517,15
0,1,0,0.47973,0.453782,0.106195,0.156897,0.110289,0.130349,0.152965,6
0,1,0,0.513514,0.495798,0.123894,0.202054,0.131473,0.173799,0.172895,8
0,0,1,0.344595,0.344538,0.070796,0.066584,0.050773,0.050033,0.063279,5
0,1,0,0.594595,0.605042,0.115044,0.269878,0.184936,0.257406,0.247633,11
1,0,0,0.567568,0.563025,0.132743,0.301399,0.220242,0.24819,0.267564,12
0,1,0,0.554054,0.537815,0.128319,0.207721,0.159718,0.151415,0.187843,11
0,1,0,0.621622,0.680672,0.128319,0.278201,0.22764,0.263331,0.197808,6
1,0,0,0.682432,0.689076,0.154867,0.365858,0.268998,0.244898,0.382162,15
0,1,0,0.743243,0.789916,0.172566,0.47813,0.302286,0.321264,0.526657,11
0,1,0,0.648649,0.672269,0.159292,0.338587,0.198386,0.25609,0.387145,12
0,1,0,0.641892,0.621849,0.128319,0.281565,0.199059,0.19684,0.262581,7
1,0,0,0.695946,0.705882,0.137168,0.302816,0.238736,0.22844,0.277529,11
0,0,1,0.378378,0.378151,0.097345,0.078449,0.054136,0.068466,0.078226,5
0,0,1,0.27027,0.243697,0.066372,0.02975,0.019839,0.024358,0.028401,5
0,1,0,0.581081,0.563025,0.154867,0.244378,0.178884,0.19684,0.212755,10
1,0,0,0.398649,0.378151,0.084071,0.078095,0.053463,0.066491,0.073244,5
1,0,0,0.648649,0.630252,0.146018,0.267576,0.183255,0.214615,0.272546,11
0,1,0,0.581081,0.579832,0.146018,0.257482,0.17922,0.203423,0.247633,7
0,1,0,0.655405,0.655462,0.159292,0.319107,0.239744,0.268598,0.292476,7
1,0,0,0.702703,0.705882,0.150442,0.387639,0.281103,0.300856,0.347285,15
0,1,0,0.668919,0.663866,0.146018,0.319107,0.221587,0.242265,0.292476,12
1,0,0,0.709459,0.714286,0.154867,0.434567,0.276732,0.359447,0.412058,11
0,1,0,0.655405,0.638655,0.163717,0.391004,0.28312,0.319947,0.327354,13
1,0,0,0.689189,0.689076,0.168142,0.414025,0.261937,0.309414,0.39711,15
0,0,1,0.52027,0.470588,0.097345,0.156543,0.150639,0.097433,0.108122,6
0,1,0,0.52027,0.512605,0.10177,0.1677,0.140888,0.137591,0.157947,6
1,0,0,0.459459,0.436975,0.110619,0.13671,0.045057,0.117841,0.123069,10
0,1,0,0.486486,0.445378,0.106195,0.133345,0.101547,0.119816,0.123069,9
0,1,0,0.540541,0.546218,0.119469,0.171418,0.116005,0.091508,0.18286,5
1,0,0,0.527027,0.512605,0.115044,0.185762,0.140888,0.155365,0.16293,8
0,0,1,0.378378,0.378151,0.088496,0.079865,0.062206,0.05925,0.083209,9
1,0,0,0.52027,0.537815,0.123894,0.180096,0.128447,0.136932,0.20279,7
0,1,0,0.412162,0.453782,0.097345,0.109262,0.080027,0.096774,0.103139,8
0,1,0,0.533784,0.521008,0.106195,0.191606,0.153665,0.196182,0.147982,7
1,0,0,0.385135,0.361345,0.079646,0.078095,0.055145,0.069124,0.073244,4
0,1,0,0.689189,0.672269,0.146018,0.352754,0.231338,0.327847,0.312407,10
1,0,0,0.783784,0.89916,0.176991,0.546662,0.439139,0.495063,0.412058,9
1,0,0,0.709459,0.722689,0.154867,0.448203,0.335239,0.36998,0.37718,11
0,1,0,0.668919,0.680672,0.150442,0.388879,0.276732,0.289664,0.37718,12
0,1,0,0.77027,0.747899,0.176991,0.505224,0.429052,0.400922,0.35725,9
1,0,0,0.777027,0.739496,0.159292,0.634319,0.53766,0.445688,0.526657,12
1,0,0,0.587838,0.571429,0.128319,0.218346,0.144586,0.181698,0.237668,10
1,0,0,0.601351,0.546218,0.119469,0.205596,0.167787,0.205398,0.172895,6
1,0,0,0.567568,0.605042,0.146018,0.264388,0.176866,0.175774,0.282511,11
1,0,0,0.47973,0.470588,0.10177,0.143085,0.110962,0.122449,0.133034,6
0,1,0,0.695946,0.689076,0.141593,0.389056,0.33961,0.331797,0.292476,11
1,0,0,0.641892,0.680672,0.154867,0.307066,0.2115,0.239631,0.317389,8
1,0,0,0.689189,0.630252,0.141593,0.337524,0.243107,0.231073,0.267564,9
0,1,0,0.682432,0.672269,0.141593,0.32566,0.209146,0.257406,0.297459,15
0,1,0,0.736486,0.764706,0.132743,0.514964,0.390047,0.37788,0.317389,11
0,0,1,0.695946,0.663866,0.141593,0.315566,0.183927,0.287031,0.342302,12
0,1,0,0.871622,0.87395,0.190265,0.787675,0.601547,0.532587,0.616343,11
0,1,0,0.756757,0.764706,0.154867,0.428723,0.385003,0.342989,0.35725,12
0,1,0,0.722973,0.714286,0.154867,0.377369,0.262273,0.283739,0.41704,13
0,1,0,0.635135,0.655462,0.154867,0.301222,0.232347,0.24819,0.292476,11
1,0,0,0.668919,0.663866,0.141593,0.304409,0.249832,0.285714,0.252616,10
0,1,0,0.709459,0.705882,0.159292,0.410838,0.342972,0.351547,0.317389,16
0,1,0,0.601351,0.596639,0.150442,0.307597,0.250504,0.287689,0.247633,12
1,0,0,0.756757,0.764706,0.185841,0.565256,0.438803,0.372614,0.576482,13
0,1,0,0.804054,0.781513,0.132743,0.497255,0.348352,0.457538,0.367215,11
1,0,0,0.837838,0.865546,0.176991,0.71932,0.504371,0.559579,0.681116,13
1,0,0,0.783784,0.789916,0.163717,0.445192,0.326833,0.290981,0.441953,18
0,1,0,0.736486,0.714286,0.20354,0.386577,0.270343,0.321922,0.352267,12
0,1,0,0.709459,0.705882,0.159292,0.41739,0.291527,0.325214,0.422023,17
1,0,0,0.587838,0.588235,0.115044,0.253409,0.249832,0.207373,0.167912,7
1,0,0,0.608108,0.588235,0.119469,0.267576,0.221587,0.283739,0.192825,8
1,0,0,0.493243,0.537815,0.115044,0.171773,0.151311,0.126399,0.152965,7
0,0,1,0.554054,0.605042,0.123894,0.201346,0.167451,0.175774,0.18286,6
0,1,0,0.567568,0.554622,0.115044,0.243846,0.209482,0.235023,0.172895,8
0,0,1,0.486486,0.487395,0.106195,0.157783,0.147949,0.146807,0.123069,5
0,0,1,0.445946,0.436975,0.09292,0.122189,0.107263,0.102699,0.098156,7
0,0,1,0.466216,0.462185,0.088496,0.12396,0.10928,0.116524,0.098156,7
0,1,0,0.574324,0.571429,0.132743,0.252346,0.21688,0.227123,0.192825,7
0,1,0,0.418919,0.420168,0.09292,0.116699,0.091123,0.097433,0.098156,5
0,0,1,0.344595,0.352941,0.079646,0.063042,0.045057,0.046741,0.058296,4
0,1,0,0.682432,0.705882,0.137168,0.344254,0.288837,0.302172,0.282511,8
0,0,1,0.337838,0.361345,0.088496,0.064813,0.053127,0.056616,0.063279,4
1,0,0,0.540541,0.537815,0.106195,0.19869,0.169132,0.157999,0.18286,8
0,1,0,0.412162,0.411765,0.079646,0.113157,0.103228,0.098091,0.093174,7
0,0,1,0.358108,0.344538,0.079646,0.062688,0.050437,0.068466,0.053313,4
1,0,0,0.608108,0.621849,0.106195,0.247919,0.223605,0.192232,0.217738,10
0,1,0,0.601351,0.605042,0.128319,0.284222,0.222932,0.226465,0.282511,8
0,1,0,0.621622,0.663866,0.119469,0.285284,0.215871,0.237656,0.247633,11
1,0,0,0.540541,0.512605,0.106195,0.204002,0.189307,0.15734,0.167912,6
0,0,1,0.459459,0.453782,0.088496,0.135647,0.111634,0.104674,0.123069,5
0,0,1,0.567568,0.554622,0.110619,0.206481,0.1846,0.161949,0.16293,6
0,1,0,0.547297,0.588235,0.115044,0.225075,0.185609,0.189598,0.207773,8
0,1,0,0.601351,0.621849,0.132743,0.287232,0.258238,0.264648,0.227703,8
1,0,0,0.52027,0.537815,0.115044,0.202408,0.167787,0.156024,0.192825,7
0,1,0,0.682432,0.672269,0.106195,0.332212,0.267653,0.337722,0.262581,9
1,0,0,0.695946,0.731092,0.119469,0.356295,0.28312,0.294931,0.282511,9
0,1,0,0.777027,0.747899,0.146018,0.40464,0.325488,0.286373,0.362232,10
0,1,0,0.527027,0.537815,0.119469,0.211794,0.148958,0.16919,0.227703,14
1,0,0,0.513514,0.504202,0.115044,0.181689,0.133826,0.167215,0.172895,9
1,0,0,0.533784,0.537815,0.115044,0.204533,0.143578,0.215273,0.192825,11
0,1,0,0.486486,0.495798,0.097345,0.135293,0.095494,0.131666,0.123069,11
1,0,0,0.371622,0.352941,0.097345,0.104303,0.091123,0.082291,0.083209,5
0,0,1,0.324324,0.310924,0.061947,0.047813,0.035978,0.040816,0.038366,6
1,0,0,0.702703,0.697479,0.128319,0.350274,0.270679,0.197498,0.337319,14
0,1,0,0.682432,0.705882,0.119469,0.326899,0.262273,0.21659,0.272546,12
1,0,0,0.675676,0.638655,0.132743,0.284399,0.196369,0.213298,0.267564,15
1,0,0,0.621622,0.638655,0.137168,0.315035,0.228985,0.23239,0.247633,11
1,0,0,0.594595,0.613445,0.123894,0.271649,0.167787,0.202107,0.287494,11
0,1,0,0.581081,0.554622,0.119469,0.218346,0.168124,0.154049,0.197808,10
0,1,0,0.581081,0.571429,0.128319,0.230034,0.180565,0.20079,0.20279,13
0,0,1,0.439189,0.428571,0.088496,0.101116,0.076328,0.082949,0.093174,8
1,0,0,0.560811,0.571429,0.119469,0.195679,0.142569,0.121132,0.212755,12
1,0,0,0.614865,0.638655,0.119469,0.260138,0.21957,0.172482,0.217738,10
0,0,1,0.432432,0.453782,0.09292,0.107668,0.073974,0.096116,0.093174,6
0,1,0,0.797297,0.806723,0.168142,0.529131,0.387693,0.36998,0.471849,15
0,1,0,0.459459,0.420168,0.09292,0.12697,0.080027,0.107307,0.098156,8
1,0,0,0.47973,0.487395,0.10177,0.107137,0.061533,0.071758,0.118087,9
1,0,0,0.540541,0.571429,0.119469,0.208961,0.165098,0.215932,0.197808,11
0,1,0,0.608108,0.621849,0.128319,0.282451,0.224277,0.274523,0.237668,13
0,0,1,0.547297,0.563025,0.128319,0.205596,0.15501,0.158657,0.252616,13
0,0,1,0.466216,0.487395,0.10177,0.120949,0.10121,0.104016,0.113104,7
1,0,0,0.695946,0.680672,0.137168,0.32017,0.219233,0.194865,0.332337,13
0,1,0,0.594595,0.613445,0.119469,0.222242,0.188635,0.166557,0.212755,7
1,0,0,0.837838,0.831933,0.19469,0.548787,0.37996,0.504279,0.441953,11
0,1,0,0.662162,0.714286,0.154867,0.338233,0.260592,0.282423,0.272546,16
1,0,0,0.655405,0.672269,0.146018,0.303878,0.269334,0.222515,0.242651,9
1,0,0,0.783784,0.722689,0.172566,0.573048,0.421318,0.470704,0.481814,15
1,0,0,0.763514,0.781513,0.176991,0.497609,0.37996,0.399605,0.451918,15
0,1,0,0.695946,0.697479,0.150442,0.318045,0.238063,0.250165,0.247633,9
0,0,1,0.317568,0.310924,0.079646,0.050823,0.040013,0.040816,0.043348,5
0,0,1,0.243243,0.218487,0.061947,0.025854,0.018157,0.023041,0.023418,4
0,0,1,0.128378,0.117647,0.048673,0.007615,0.00538,0.006583,0.006477,4
1,0,0,0.804054,0.831933,0.150442,0.440942,0.316745,0.322581,0.39711,19
0,1,0,0.858108,0.857143,0.172566,0.610767,0.428379,0.442396,0.561535,15
0,1,0,0.655405,0.630252,0.110619,0.283513,0.209818,0.225148,0.260588,11
1,0,0,0.581081,0.579832,0.115044,0.269878,0.20343,0.24819,0.215247,9
1,0,0,0.608108,0.630252,0.146018,0.305472,0.252186,0.255431,0.249128,14
0,1,0,0.506757,0.512605,0.09292,0.166283,0.13618,0.122449,0.146986,7
0,1,0,0.594595,0.638655,0.150442,0.222773,0.185272,0.14549,0.213752,10
1,0,0,0.695946,0.705882,0.141593,0.33416,0.255884,0.241606,0.267564,17
1,0,0,0.844595,0.798319,0.168142,0.466265,0.367855,0.306122,0.41704,16
0,1,0,0.871622,0.848739,0.154867,0.610767,0.427707,0.44898,0.521674,15
1,0,0,0.756757,0.739496,0.132743,0.38215,0.323806,0.317972,0.307424,9
1,0,0,0.648649,0.647059,0.119469,0.31893,0.255212,0.276498,0.277529,11
1,0,0,0.675676,0.697479,0.132743,0.403577,0.302959,0.267939,0.39711,11
1,0,0,0.689189,0.672269,0.110619,0.363025,0.262273,0.278473,0.247633,15
0,1,0,0.722973,0.722689,0.185841,0.475474,0.359112,0.289664,0.511709,18
0,1,0,0.77027,0.789916,0.176991,0.512485,0.403497,0.337064,0.501744,11
0,1,0,0.635135,0.647059,0.154867,0.273597,0.200067,0.246215,0.262581,9
1,0,0,0.641892,0.663866,0.137168,0.278909,0.229993,0.20869,0.247633,10
0,1,0,0.790541,0.789916,0.181416,0.483265,0.335911,0.382488,0.407075,16
1,0,0,0.668919,0.705882,0.172566,0.36391,0.311029,0.250165,0.302441,16
0,1,0,0.709459,0.697479,0.176991,0.364441,0.262946,0.267281,0.287494,13
0,1,0,0.75,0.756303,0.146018,0.376483,0.308339,0.283739,0.312407,10
1,0,0,0.837838,0.865546,0.20354,0.666903,0.582044,0.572087,0.496761,17
1,0,0,0.777027,0.823529,0.141593,0.439348,0.326833,0.389072,0.476831,13
0,1,0,0.871622,0.907563,0.199115,0.696653,0.54035,0.556287,0.656203,14
0,0,1,0.655405,0.647059,0.150442,0.333806,0.237727,0.285714,0.297459,10
0,0,1,0.466216,0.453782,0.10177,0.124668,0.108608,0.083608,0.103139,6
1,0,0,0.141892,0.117647,0.044248,0.007438,0.005044,0.006583,0.00847,1
0,1,0,0.445946,0.453782,0.097345,0.125908,0.096839,0.094799,0.108122,10
0,1,0,0.574324,0.588235,0.132743,0.210554,0.169469,0.16524,0.18286,10
0,0,1,0.486486,0.470588,0.097345,0.134939,0.1039,0.088216,0.133034,10
1,0,0,0.358108,0.369748,0.079646,0.072428,0.048083,0.055958,0.068261,8
0,1,0,0.47973,0.478992,0.097345,0.134585,0.102892,0.125082,0.107125,6
0,0,1,0.621622,0.596639,0.137168,0.22295,0.183927,0.185648,0.179372,10
0,0,1,0.459459,0.453782,0.10177,0.115637,0.093813,0.066491,0.104136,10
0,1,0,0.385135,0.352941,0.079646,0.07597,0.063887,0.048058,0.071749,8
1,0,0,0.135135,0.134454,0.035398,0.010094,0.006725,0.009217,0.00847,3
1,0,0,0.108108,0.10084,0.022124,0.007792,0.00538,0.005925,0.005979,3
0,0,1,0.608108,0.630252,0.132743,0.260138,0.216207,0.211323,0.212755,9
0,1,0,0.608108,0.563025,0.119469,0.211971,0.151648,0.171824,0.207773,14
