@relation segment-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.RemoveUseless-M100.0

@attribute region-centroid-col numeric
@attribute region-centroid-row numeric
@attribute short-line-density-5 numeric
@attribute short-line-density-2 numeric
@attribute vedge-mean numeric
@attribute vegde-sd numeric
@attribute hedge-mean numeric
@attribute hedge-sd numeric
@attribute intensity-mean numeric
@attribute rawred-mean numeric
@attribute rawblue-mean numeric
@attribute rawgreen-mean numeric
@attribute exred-mean numeric
@attribute exblue-mean numeric
@attribute exgreen-mean numeric
@attribute value-mean numeric
@attribute saturation-mean numeric
@attribute hue-mean numeric
@attribute class {1,2,3,4,5,6,7}

@data
0.296443,0.395833,0,0,0.062738,0.003574,0.049689,0.002682,0.025562,0.007293,0.052283,0.014809,0.699627,0.265882,0.499051,0.052283,0.903571,0.132396,3
0.58498,0.441667,0.666667,0,0.028517,0.000258,0.02236,0.000321,0.147948,0.153971,0.174521,0.113795,0.828358,0.294117,0.322581,0.174521,0.382629,0.246732,1
0.268775,0.3375,0.333333,0,0.064639,0.004556,0.044721,0.000737,0.135038,0.147488,0.154639,0.102104,0.876866,0.257647,0.332069,0.154639,0.376574,0.27464,1
0.924901,0.766667,0,0,0.064639,0.002112,0.067081,0.001254,0.336949,0.311994,0.395434,0.298518,0.554104,0.491764,0.282733,0.395434,0.290585,0.161681,6
0.683794,0.558333,0,0,0,0,0,0,0,0,0,0,0.833955,0.131764,0.578747,0,0,0.511055,5
0.537549,0.229167,0,0,0.089354,0.003066,0.065838,0.002802,0.198038,0.184765,0.253313,0.151987,0.679105,0.443529,0.233397,0.253313,0.430558,0.201319,1
0.474308,0.425,0,0,0.058935,0.001542,0.065838,0.001103,0.141235,0.145867,0.16863,0.10756,0.820896,0.296471,0.326375,0.16863,0.396589,0.244864,1
0.288538,0.85,0,0,0.015209,0.000075,0.01118,0.000088,0.048283,0.037277,0.029455,0.078721,0.742538,0.052941,0.798861,0.074374,0.603704,0.845329,7
0.134387,0.129167,0.333333,0,0.036122,0.000153,0.031056,0.000366,0.157501,0.145867,0.206185,0.116913,0.703358,0.402353,0.275142,0.206185,0.462752,0.201739,1
0.561265,0.0375,0,0,0.038023,0.000757,0.028571,0.00067,0.887684,0.851704,0.94551,0.859704,0.302239,0.618823,0.333966,0.94551,0.181475,0.120413,2
0.513834,0.554167,0,0,0,0,0,0,0,0,0,0,0.833955,0.131764,0.578747,0,0,0.511055,5
0.498024,0.55,0,0,0.051331,0.000123,0.019876,0.000438,0.029176,0.006483,0.062592,0.015588,0.667911,0.298823,0.478178,0.062592,0.915376,0.132082,3
0.616601,0.875,0,0,0.036122,0.000652,0.027329,0.000448,0.084431,0.074554,0.053755,0.126266,0.738806,0.004705,0.880455,0.119293,0.54918,0.82619,7
0.229249,0.541667,0.333333,0,0.081749,0.001554,0.048447,0.000922,0.088304,0.057537,0.122975,0.08106,0.593284,0.318824,0.521821,0.122975,0.585775,0.099487,3
0.940711,0.466667,0,0,0.01711,0.000078,0.01118,0.00012,0.010586,0,0.027982,0.002338,0.757463,0.217647,0.518026,0.027982,1,0.147749,3
0.102767,0.395833,0,0,0.020913,0.000422,0.028571,0.00043,0.015234,0.002431,0.032401,0.009353,0.740672,0.217647,0.535104,0.032401,0.95172,0.129286,3
0.094862,0.333333,0,0,0.055133,0.004411,0.031056,0.000719,0.027111,0.006483,0.053755,0.018706,0.682836,0.265882,0.516129,0.053755,0.911448,0.11577,3
0.288538,0.483333,0,0,0.165399,0.00368,0.037267,0.0009,0.315519,0.287682,0.37997,0.273577,0.541046,0.515294,0.258064,0.37997,0.317325,0.165049,4
0.359684,0.1375,0.333333,0,0.024715,0.000579,0.026087,0.000757,0.863159,0.827388,0.915315,0.840996,0.311568,0.585882,0.377609,0.915315,0.178428,0.113638,2
0.359684,0.245833,0.333333,0,0.038023,0.001372,0.017391,0.000473,0.426028,0.389789,0.510309,0.371004,0.447761,0.636471,0.157495,0.510309,0.314365,0.163405,4
0.146245,0.420833,0,0,0.019011,0.000388,0.02236,0.000064,0.043377,0.051054,0.053755,0.024941,0.873134,0.191764,0.442125,0.053755,0.559171,0.297178,1
0.541502,0.508333,0,0,0.022814,0.000448,0.026087,0.000152,0.044927,0.056726,0.052283,0.025721,0.901119,0.177647,0.436433,0.054492,0.558201,0.330138,1
0.462451,0.479167,0,0,0.022814,0.000403,0.040994,0.001531,0.143301,0.117504,0.189985,0.118472,0.610075,0.389411,0.390892,0.189985,0.437078,0.148637,4
0.332016,0.245833,0,0,0.043726,0.000736,0.040994,0.000826,0.164989,0.167747,0.199558,0.125487,0.800373,0.33647,0.282733,0.199558,0.406015,0.234121,1
0.790514,0.516667,0,0,0.019011,0.000299,0.019876,0.000053,0.038472,0.051864,0.04271,0.021044,0.914179,0.161176,0.449715,0.049337,0.599427,0.361276,1
0.229249,0.416667,0,0,0.009506,0.000153,0.01118,0.000088,0.037955,0.047002,0.046392,0.020265,0.884328,0.181176,0.447818,0.047864,0.60119,0.312724,1
0.486166,0.716667,0,0,0.060837,0.000433,0.050932,0.003027,0.126776,0.103728,0.113402,0.162899,0.634328,0.097647,0.836812,0.153903,0.389882,0.918669,7
0.332016,0.470833,0,0,0.041825,0.000943,0.053416,0.001211,0.102247,0.055105,0.159794,0.086515,0.475747,0.431764,0.459203,0.159794,0.691123,0.108702,3
0.387352,0.575,0,0,0.125475,0.004616,0.047205,0.001143,0.148981,0.121556,0.198822,0.122369,0.597015,0.405882,0.377609,0.198822,0.445172,0.151493,4
0.470356,0.325,0.333333,0,0.136882,0.009635,0.130435,0.008552,0.07307,0.042139,0.113402,0.060015,0.597015,0.342353,0.480076,0.113402,0.686685,0.115399,3
0.960474,0.758333,0,0,0.070342,0.002244,0.086957,0.002619,0.112833,0.097245,0.094256,0.147311,0.690299,0.069411,0.825426,0.139175,0.378871,0.884099,7
0.387352,0.504167,0,0,0.015209,0.000388,0.012422,0.000566,0.005164,0.00081,0.013255,0.000779,0.802239,0.171764,0.546489,0.013255,0.981482,0.159448,3
0.640316,0.645833,0,0,0.060837,0.001105,0.054658,0.000759,0.118255,0.089951,0.108247,0.155884,0.600746,0.111764,0.848197,0.147275,0.446214,0.933411,7
0.826087,0.429167,0,0,0.043726,0.001318,0.013665,0.000045,0.112833,0.083468,0.165685,0.084957,0.59515,0.411764,0.370019,0.165685,0.546207,0.151514,5
0.252964,0.179167,0,0,0.060837,0.001688,0.06087,0.003123,0.171444,0.166127,0.215759,0.129384,0.742538,0.384706,0.263758,0.215759,0.432167,0.215461,1
0.992095,0.104167,0,0,0.032319,0.000198,0.02236,0.00016,0.943197,0.937605,0.968334,0.920494,0.494404,0.475293,0.370019,0.968334,0.12003,0.133803,2
0.719368,0.725,0,0,0.098859,0.001437,0.129193,0.004008,0.313453,0.296597,0.364506,0.275135,0.617537,0.450588,0.28463,0.364506,0.28574,0.174459,6
0.296443,0.220833,0,0,0.076046,0.005542,0.064596,0.003131,0.16473,0.158833,0.206922,0.125487,0.740672,0.372941,0.28463,0.206922,0.424819,0.21614,1
0.181818,0.458333,0,0,0.030418,0.001034,0.109317,0.002315,0.37413,0.341978,0.443299,0.331254,0.492538,0.551765,0.248577,0.443299,0.300672,0.156791,4
0.853755,0.766667,0,0,0.144487,0.003312,0.053416,0.001516,0.314228,0.289304,0.368189,0.280591,0.561568,0.464705,0.318786,0.368189,0.292957,0.155391,6
0.185771,0.795833,0,0.5,0.11597,0.001639,0.108075,0.002952,0.404339,0.379255,0.470545,0.357754,0.531717,0.544706,0.220114,0.470545,0.284515,0.167584,6
0.786561,0.008333,0,0,0.060837,0.001873,0.006211,0.000181,0.064808,0.044571,0.105302,0.041309,0.673508,0.341176,0.404175,0.105302,0.632739,0.162851,5
0.901186,0.470833,0,0,0.030418,0.000075,0.019876,0.000246,0.041054,0.051864,0.047128,0.024162,0.895522,0.170588,0.45351,0.050074,0.545855,0.336853,1
0.031621,0.5,0,0,0,0,0,0,0,0,0,0,0.833955,0.131764,0.578747,0,0,0.511055,3
0.549407,0.708333,0.333333,0,0.028517,0.000482,0.028571,0.001232,0.134521,0.112642,0.122238,0.168355,0.639925,0.104705,0.819734,0.159057,0.357668,0.923781,7
0.73913,0.729167,0,0,0.030418,0.000164,0.017391,0.00015,0.129099,0.111831,0.120766,0.154325,0.673508,0.122353,0.757115,0.145803,0.301883,0.945426,7
0.604743,0.4875,0,0,0.01711,0.000303,0.007453,0.000032,0.04157,0.053485,0.047864,0.023383,0.902985,0.171764,0.444023,0.05081,0.563713,0.342328,1
0.304348,0.254167,0,0,0.038023,0.001016,0.023603,0.000526,0.875296,0.841165,0.931519,0.847232,0.31903,0.608235,0.333966,0.931519,0.17933,0.121434,2
0.130435,0.6375,0,0,0.030418,0.000407,0.028571,0.000354,0.079009,0.067261,0.068483,0.101324,0.727612,0.1,0.73814,0.095729,0.367923,0.895687,7
0.438735,0.329167,0,0,0.252852,0.007004,0.028571,0.000635,0.45443,0.420584,0.528718,0.407637,0.455223,0.595294,0.216319,0.528718,0.278345,0.157029,4
0.731225,0.3625,0,0,0.043726,0.001192,0.132919,0.002222,0.236768,0.226094,0.271723,0.209664,0.684702,0.355294,0.370019,0.271723,0.265698,0.181959,4
0.916996,0.291667,0,0,0.020913,0.000332,0.023603,0.000398,0.630263,0.551865,0.77172,0.554948,0.091419,0.958823,0,0.77172,0.350039,0.144687,2
0.474308,0.295833,0,0,0.019011,0.000347,0.013665,0.00032,0.742582,0.677472,0.834315,0.706936,0.147388,0.747059,0.28463,0.834315,0.262093,0.1174,2
0.090909,0.3,0,0,0.095057,0.00496,0.080745,0.001712,0.130648,0.139384,0.153903,0.097428,0.852612,0.274117,0.33017,0.154639,0.399927,0.266485,1
0.418972,0.829167,0,0,0.032319,0.000601,0.040994,0.000473,0.105345,0.081848,0.094256,0.139516,0.638059,0.103529,0.823528,0.131811,0.435769,0.924307,7
0.403162,0.679167,0.333333,0,0.04943,0.001177,0.037267,0.000912,0.161632,0.15073,0.131811,0.203429,0.70709,0.027058,0.876659,0.192194,0.32797,0.852471,7
0.56917,0.9875,0,0,0.070342,0.001732,0.047205,0.000993,0.187452,0.169368,0.166421,0.226811,0.649254,0.075294,0.857684,0.214285,0.291675,0.894676,7
0.229249,0.516667,0,0,0.005703,0.000184,0.001242,0.000098,0.003357,0,0.009573,0,0.809702,0.162353,0.55408,0.009573,1,0.159448,5
0.173913,0.808333,0,0,0.06654,0.002213,0.074534,0.001825,0.350376,0.327391,0.409425,0.30943,0.563433,0.497647,0.263758,0.409425,0.287573,0.1678,6
0.932806,0.3,0,0,0.024715,0.000422,0.130435,0.015092,0.068939,0.04376,0.112666,0.046765,0.638059,0.357646,0.413662,0.112666,0.676581,0.150071,5
0.470356,0.2625,0,0,0.011407,0.00009,0.01118,0.000056,0.710047,0.649919,0.81664,0.653934,0.192165,0.810588,0.136622,0.81664,0.276784,0.13827,2
0.731225,0.329167,0,0,0.152091,0.001468,0.014907,0.00034,0.069972,0.055105,0.099411,0.053001,0.708955,0.289412,0.451613,0.099411,0.533928,0.164043,5
0.075099,0.5125,0,0,0.022814,0.00009,0.013665,0.000174,0.020656,0.008104,0.04271,0.009353,0.740672,0.242352,0.495256,0.04271,0.829233,0.152953,5
0.826087,0.591667,0,0,0,0,0,0,0,0,0,0,0.833955,0.131764,0.578747,0,0,0.511055,5
0.458498,0.525,0,0,0.007605,0.000075,0.014907,0.000128,0.021689,0.011345,0.041973,0.010132,0.755597,0.234117,0.493358,0.041973,0.772487,0.162694,5
0.067194,0.133333,0,0,0.064639,0.001787,0.034783,0.000882,0.451073,0.400325,0.547128,0.397505,0.339553,0.698824,0.166983,0.547128,0.335115,0.148343,4
0.245059,0.870833,0,0,0.104563,0.01539,0.081988,0.004392,0.057062,0.047812,0.04271,0.08106,0.751866,0.07647,0.751423,0.076583,0.486717,0.862451,7
0.675889,0.8625,0,0,0.087453,0.00245,0.036025,0.001745,0.104054,0.08671,0.091311,0.13406,0.68097,0.095294,0.793169,0.126657,0.386456,0.907611,7
0.679842,0.745833,0.333333,0,0.079848,0.002586,0.034783,0.000869,0.351666,0.327391,0.413107,0.30943,0.554104,0.509412,0.254269,0.413107,0.292125,0.167121,6
0.13834,0.966667,0.333333,0,0.064639,0.001867,0.044721,0.000513,0.092951,0.072123,0.080265,0.126266,0.660448,0.092941,0.817836,0.119293,0.452229,0.908645,7
0.683794,0.7375,0,0,0.098859,0.002904,0.080745,0.001612,0.351408,0.331442,0.410898,0.307092,0.583955,0.5,0.239089,0.410898,0.293991,0.176124,6
0.150198,0.470833,0,0.5,0.18251,0.004815,0.145342,0.003278,0.052931,0.029984,0.08542,0.04053,0.658583,0.3,0.485768,0.08542,0.772152,0.130682,3
0.300395,0.783333,0,0,0.091255,0.001877,0.104348,0.002183,0.397368,0.36872,0.470545,0.346842,0.509329,0.57647,0.19165,0.470545,0.303497,0.168435,6
0.051383,0.4125,0,0,0.058935,0.005397,0.059627,0.000737,0.124968,0.137764,0.14212,0.09431,0.882463,0.24353,0.349147,0.14212,0.368848,0.28524,1
0.296443,0.4375,0,0,0.028517,0.000437,0.003727,0.000056,0.117481,0.098866,0.153903,0.096648,0.667911,0.334117,0.421252,0.153903,0.420839,0.154953,5
0.70751,0.466667,0.333333,0,0.058935,0.002125,0.024845,0.000374,0.400724,0.383307,0.454345,0.360092,0.585821,0.483529,0.263758,0.454345,0.251194,0.171687,4
0.197628,0.941667,0.333333,0,0.087453,0.002557,0.052174,0.000887,0.098632,0.081037,0.086156,0.128604,0.68097,0.095294,0.793169,0.121502,0.397985,0.910344,7
0.916996,0.358333,0,0,0.013308,0.000198,0.012422,0.00015,0.014717,0.00081,0.036819,0.004677,0.733209,0.241176,0.504744,0.036819,0.984127,0.143167,3
0.474308,0.425,0,0,0.058935,0.001542,0.065838,0.001103,0.141235,0.145867,0.16863,0.10756,0.820896,0.296471,0.326375,0.16863,0.396589,0.244864,1
0.794466,0.041667,0,0,0.011407,0.000368,0.11677,0.001885,0.284018,0.270665,0.326951,0.250974,0.651119,0.404706,0.324478,0.326951,0.274519,0.176839,4
0.778656,0.570833,0.333333,0,0.057034,0.00085,0.024845,0.000708,0.012394,0.008104,0.021355,0.007015,0.800373,0.177647,0.538899,0.021355,0.612963,0.167716,5
0.039526,0.404167,0,0,0.045627,0.000807,0.031056,0.000687,0.123161,0.138574,0.139911,0.090413,0.901119,0.241176,0.333966,0.139911,0.388756,0.292454,1
0.545455,0.35,0,0,0.123574,0.002546,0.157764,0.00413,0.326622,0.312804,0.373343,0.289944,0.634328,0.43294,0.296014,0.373343,0.264571,0.180198,4
0.750988,0.45,0,0,0.038023,0.001305,0.021118,0.000557,0.277822,0.264182,0.319587,0.246297,0.651119,0.397647,0.335864,0.319587,0.271717,0.174289,4
0.98419,0.670833,0,0,0.032319,0.000512,0.029814,0.000513,0.112058,0.089951,0.099411,0.146531,0.645523,0.097647,0.825426,0.138439,0.409835,0.916937,7
0.664032,0.729167,0,1,0.079848,0.001674,0.122981,0.001817,0.344695,0.32577,0.405007,0.298518,0.593284,0.502353,0.225806,0.405007,0.303448,0.179596,6
0.56917,0.379167,0,0,0.030418,0.000612,0.058385,0.001071,0.160858,0.161264,0.197349,0.121589,0.785448,0.344705,0.28463,0.197349,0.417763,0.228104,1
0.375494,0.758333,0,0,0.045627,0.001125,0.040994,0.001332,0.43713,0.399514,0.522091,0.382696,0.434701,0.642353,0.161291,0.522091,0.310288,0.161037,6
0.29249,0.4,0.333333,0,0.039924,0.000347,0.039752,0.001111,0.116448,0.136953,0.128866,0.083398,0.938433,0.218823,0.332069,0.131075,0.399311,0.321021,1
0.944664,0.754167,0,0,0.081749,0.000652,0.098137,0.001717,0.320425,0.295787,0.385125,0.275135,0.561568,0.517646,0.233397,0.385125,0.325608,0.172513,6
0.371542,0.5,0,0,0.019011,0.000164,0.029814,0.000513,0.037181,0.050243,0.040501,0.021044,0.912314,0.15647,0.459203,0.047864,0.592813,0.368226,1
0.56917,0.091667,0,0,0.030418,0.000274,0.019876,0.000448,0.868325,0.825769,0.933726,0.83866,0.26306,0.650588,0.322581,0.933726,0.196297,0.119302,2
0.201581,0.379167,0,0,0.024715,0.000512,0.018634,0.000409,0.020139,0.004862,0.041973,0.011691,0.722015,0.241176,0.516129,0.041973,0.899735,0.131359,3
0.363636,0.233333,0,0,0.058935,0.001401,0.03354,0.000857,0.423445,0.386548,0.502945,0.374122,0.444031,0.612941,0.199241,0.502945,0.303044,0.156863,4
0.011858,0.479167,0,0,0.039924,0.000751,0.021118,0.00043,0.403048,0.381686,0.466862,0.355416,0.557837,0.532941,0.212525,0.466862,0.280738,0.174284,4
0.727273,0.445833,0,0,0.494295,0.183818,0.026087,0.000761,0.383941,0.365478,0.439617,0.342166,0.583955,0.489412,0.256167,0.439617,0.265558,0.174101,4
0.007905,0.333333,0,0.5,0.076046,0.005094,0.02236,0.001411,0.039246,0.013776,0.070692,0.030397,0.645523,0.291764,0.512334,0.070692,0.829748,0.110839,3
0.304348,0.729167,0,0,0.096958,0.00214,0.079503,0.003035,0.246063,0.227715,0.290869,0.2159,0.628732,0.404706,0.347248,0.290869,0.302286,0.165203,6
0.782609,0.058333,0,0,0.034221,0.000851,0.028571,0.000558,0.722442,0.649919,0.840943,0.665625,0.102612,0.870588,0.13093,0.840943,0.297528,0.132974,2
0.731225,0.004167,0,0,0.015209,0.000274,0.052174,0.001418,0.043636,0.028363,0.07511,0.024941,0.714552,0.292941,0.440228,0.07511,0.687302,0.165563,5
0.620553,0.595833,0,0,0.032319,0.001093,0.004969,0.000291,0.004389,0.003241,0.0081,0.001559,0.824627,0.150588,0.557875,0.0081,0.277778,0.198606,5
0.743083,0.733333,0,0,0.041825,0.001012,0.068323,0.001723,0.33824,0.321718,0.396907,0.291504,0.611941,0.492941,0.222011,0.396907,0.305755,0.184115,6
0.747036,0.7375,0,0,0.068441,0.001577,0.050932,0.001285,0.346502,0.32577,0.409425,0.299298,0.580224,0.515294,0.218217,0.409425,0.309236,0.177888,6
0.719368,0.416667,0,0,0.022814,0.000314,0.023603,0.000366,0.039763,0.050243,0.046392,0.022603,0.893657,0.172941,0.451613,0.048601,0.566138,0.332252,1
0.545455,0.3125,0.333333,0,0.04943,0.001285,0.027329,0.000951,0.184612,0.176661,0.231959,0.141854,0.720149,0.402353,0.258064,0.231959,0.421495,0.208061,1
0.58498,0.275,0,0,0.072243,0.003974,0.054658,0.004349,0.170669,0.170988,0.209131,0.129384,0.781717,0.35647,0.26945,0.209131,0.415737,0.227416,1
0.596838,0.3625,0,0,0.239544,0.00392,0.023603,0.000557,0.20062,0.181524,0.24595,0.170693,0.638059,0.39647,0.351044,0.24595,0.346398,0.168087,4
0.146245,0.25,0,0,0.024715,0.000495,0.019876,0.000519,0.851796,0.812801,0.916787,0.819173,0.292911,0.644705,0.301708,0.916787,0.194316,0.124731,2
0.379447,0.266667,0,0.5,0.068441,0.001927,0.084472,0.005984,0.173252,0.175041,0.209868,0.132502,0.791045,0.348235,0.273245,0.209868,0.40212,0.233589,1
0.833992,0.929167,0,0,0.015209,0.00012,0.023603,0.000206,0.049574,0.04376,0.027982,0.077942,0.777985,0.04,0.783681,0.073638,0.621324,0.819661,7
0.027668,0.783333,0,0,0.057034,0.000795,0.031056,0.000514,0.10457,0.097245,0.078056,0.139516,0.75,0.029411,0.829222,0.131811,0.408885,0.830915,7
0.375494,0.354167,0,0,0.034221,0.001524,0.018634,0.000216,0.043894,0.019449,0.078792,0.030397,0.651119,0.309412,0.478178,0.078792,0.778863,0.128997,3
0.664032,0.720833,0.333333,0,0.041825,0.000549,0.055901,0.001392,0.392204,0.373582,0.45729,0.340607,0.580224,0.53647,0.184061,0.45729,0.2956,0.182345,6
0.770751,0.491667,0,0,0.028517,0.000437,0.014907,0.000128,0.044152,0.057537,0.048601,0.0265,0.912314,0.163529,0.447818,0.054492,0.540123,0.35446,1
0.98419,0.108333,0,0,0.020913,0.000243,0.023602,0.000687,0.668734,0.584279,0.80265,0.607169,0.037315,0.931765,0.098672,0.80265,0.338487,0.131909,2
0.889328,0.4125,0,0,0.011407,0.00009,0.01118,0.000152,0.011619,0.00081,0.029455,0.003118,0.755597,0.22,0.516129,0.029455,0.977778,0.14911,3
0.964427,0.029167,0,0,0.034221,0.001031,0.026087,0.000152,0.961274,0.958669,0.980118,0.942317,0.509329,0.449412,0.396584,0.980118,0.111218,0.129111,2
0.205534,0.516667,0,0,0.019011,0.000209,0.007453,0.000064,0.005164,0,0.013991,0.000779,0.796642,0.175294,0.546489,0.013991,0.888889,0.152221,3
0.541502,0.8,0,0,0.057034,0.00166,0.050932,0.001355,0.078493,0.06402,0.053755,0.118472,0.708955,0.031764,0.867172,0.111929,0.538945,0.850129,7
0.288538,0.4625,0,0,0.041825,0.001252,0.029814,0.000504,0.112574,0.058347,0.187776,0.084957,0.423509,0.518824,0.371917,0.187776,0.718221,0.123927,3
0.134387,0.233333,0.333333,0,0.091255,0.001145,0.085714,0.0014,0.73948,0.671799,0.832108,0.705379,0.130597,0.750588,0.296014,0.832108,0.26644,0.115306,2
0.964427,0.279167,0.333333,0,0.064639,0.001016,0.090683,0.004085,0.210432,0.183144,0.267304,0.176149,0.578359,0.454117,0.318786,0.267304,0.392034,0.164099,4
0.209486,0.479167,0,0,0.022814,0.000314,0.01118,0.00012,0.009812,0,0.0243,0.003897,0.76306,0.203529,0.535104,0.0243,1,0.136694,3
0.272727,0.204167,0,0,0.032319,0.001408,0.048447,0.000986,0.165764,0.163695,0.205449,0.125487,0.766791,0.361177,0.277039,0.205449,0.420823,0.223456,1
0.671937,0.733333,0,0.5,0.100761,0.001745,0.059627,0.001754,0.337208,0.316045,0.39838,0.292283,0.580224,0.504705,0.235294,0.39838,0.306725,0.17554,6
0.079051,0.566667,0.333333,0,0.06654,0.001632,0.029814,0.000609,0.043636,0.042139,0.055965,0.031956,0.809702,0.201176,0.491461,0.057437,0.464069,0.245077,4
0.027668,0.116667,0.333333,0,0.047529,0.001139,0.040994,0.000505,0.790343,0.747978,0.874815,0.740453,0.28918,0.723529,0.178369,0.874815,0.222954,0.142029,2
0.624506,0.416667,0,0,0.015209,0.000075,0.013665,0.00011,0.041312,0.055916,0.045655,0.022603,0.921642,0.162353,0.440228,0.05081,0.581349,0.364552,1
0.573123,0.5375,0,0,0.036122,0.000467,0.02236,0.000417,0.044152,0.057537,0.048601,0.0265,0.912314,0.163529,0.447818,0.054492,0.537017,0.358408,1
0.533597,0.3375,0,0,0.275665,0.045148,0.02236,0.000128,0.107411,0.085089,0.150221,0.083398,0.645523,0.362353,0.398481,0.150221,0.53355,0.156281,5
0.288538,0.491667,0,0,0.007605,0.00003,0.002484,0.000021,0.003615,0,0.010309,0,0.807836,0.164705,0.552182,0.010309,1,0.159448,3
0.324111,0.779167,0,0,0.081749,0.001509,0.108075,0.002171,0.416733,0.387358,0.490427,0.366328,0.498135,0.58353,0.19165,0.490427,0.296314,0.166807,6
0.521739,0.354167,0.333333,0,0.034221,0.001031,0.062112,0.002426,0.152595,0.161264,0.181148,0.113795,0.845149,0.304705,0.288425,0.181148,0.406451,0.254084,1
0.83004,0.595833,0,0,0.003802,0.00003,0.008696,0.000045,0.001807,0,0.005155,0,0.820896,0.148235,0.565465,0.005155,0.555556,0.159448,5
0.158103,0.533333,0,0,0.001901,0.000019,0.002484,0.000021,0.009037,0,0.025773,0,0.768657,0.214117,0.512334,0.025773,1,0.159448,5
0.727273,0.729167,0,0,0.074145,0.001874,0.067081,0.000974,0.336174,0.320908,0.39028,0.293062,0.621268,0.470588,0.248577,0.39028,0.290427,0.18268,6
0.458498,0.566667,0,0,0.020913,0.000108,0.017391,0.000406,0.04725,0.039708,0.072901,0.02728,0.766791,0.265882,0.43074,0.072901,0.643678,0.211661,1
0.640316,0.691667,0.333333,0,0.039924,0.000706,0.055901,0.000569,0.170927,0.154781,0.14212,0.216679,0.667911,0.034117,0.905123,0.204713,0.321139,0.867869,7
0.367589,0.483333,0,0,0.026616,0.000506,0.017391,0.000497,0.019107,0.004052,0.036819,0.014809,0.723881,0.221176,0.546489,0.036819,0.915344,0.106644,3
0.094862,0.125,0,0,0.034221,0.000583,0.03354,0.000473,0.790601,0.7577,0.869659,0.737331,0.354477,0.697646,0.1537,0.869659,0.208293,0.151823,2
0,0.433333,0.333333,0,0.062738,0.002409,0.049689,0.00358,0.115415,0.114263,0.14433,0.085736,0.789179,0.297647,0.356736,0.145066,0.425538,0.251176,1
0.920949,0.4125,0,0,0.028517,0.000213,0.01118,0.000409,0.012652,0.00081,0.032401,0.003118,0.748134,0.229411,0.508539,0.032401,0.984127,0.149693,3
0.735178,0.266667,0,0,0.053232,0.000918,0.126708,0.003464,0.276789,0.26094,0.319587,0.246297,0.636194,0.402353,0.343453,0.319587,0.275059,0.16918,4
0.474308,0.204167,0,0,0.077947,0.002349,0.064596,0.002073,0.186419,0.179903,0.233431,0.142634,0.729478,0.401176,0.250475,0.233431,0.4223,0.212883,1
0.181818,0.354167,0,0,0.032319,0.000579,0.018634,0.000543,0.431708,0.397083,0.510309,0.381137,0.457091,0.610588,0.189753,0.510309,0.297221,0.160336,4
0.525692,0.570833,0,0,0.003802,0.000174,0.001242,0.000098,0.000258,0,0.000736,0,0.83209,0.134117,0.57685,0.000736,0.111111,0.159448,5
0.158103,0.375,0,0,0.058935,0.000937,0.045963,0.001122,0.448749,0.414911,0.526509,0.398284,0.457091,0.610588,0.189753,0.526509,0.289362,0.160259,4
0.980237,0.695833,0,0,0.077947,0.001784,0.11677,0.003559,0.334367,0.311184,0.39028,0.296959,0.567164,0.478824,0.290322,0.39028,0.289863,0.158082,6
0.750988,0.375,0,0,0.038023,0.000786,0.024845,0.000856,0.313969,0.284441,0.378497,0.273577,0.529851,0.515294,0.26945,0.378497,0.322733,0.159465,4
0.980237,0.7875,0,0,0.087452,0.002644,0.055901,0.00087,0.315777,0.296597,0.369661,0.276694,0.600746,0.464705,0.278937,0.369661,0.292784,0.172501,6
0.980237,0.675,0.333333,0,0.057034,0.00166,0.080745,0.001524,0.384716,0.354134,0.460972,0.332812,0.5,0.588235,0.182164,0.460972,0.321085,0.168292,6
0.549407,0.058333,0,0,0.034221,0.001479,0.024845,0.000085,0.892334,0.858997,0.943296,0.869055,0.31903,0.587059,0.368122,0.943296,0.172504,0.115775,2
0.549407,0.058333,0,0,0.034221,0.001479,0.024845,0.000085,0.892334,0.858997,0.943296,0.869055,0.31903,0.587059,0.368122,0.943296,0.172504,0.115775,2
0.810277,0.2875,0,0,0.167301,0.014953,0.085714,0.026056,0.069972,0.047812,0.100147,0.059236,0.658583,0.292941,0.497153,0.100147,0.597765,0.120524,3
0.13834,0.558333,0,0,0.009506,0.000198,0.028571,0.001488,0.005939,0.002431,0.009573,0.005456,0.807836,0.150588,0.574952,0.009573,0.251852,0.086161,3
0.632411,0.258333,0,0,0.028517,0.00051,0.013665,0.000281,0.305707,0.313615,0.323269,0.279033,0.791045,0.288235,0.370019,0.323269,0.184376,0.222229,4
0.023715,0.329167,0,0,0.043726,0.000861,0.054658,0.001456,0.032533,0.018639,0.038292,0.03975,0.727612,0.167058,0.629981,0.041237,0.665344,0,3
0.063241,0.4125,0.333333,0,0.043726,0.001274,0.06087,0.002161,0.027627,0.010535,0.04271,0.028059,0.70709,0.210588,0.580645,0.04271,0.806658,0.071438,3
0.44664,0.758333,0,0,0.108365,0.002486,0.100621,0.001804,0.403048,0.372772,0.480854,0.349181,0.496269,0.6,0.166983,0.480854,0.314092,0.169622,6
