@relation german_credit-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.RemoveUseless-M100.0

@attribute checking_status=<0 numeric
@attribute checking_status=0<=X<200 numeric
@attribute checking_status=>=200 numeric
@attribute 'checking_status=no checking' numeric
@attribute duration numeric
@attribute 'credit_history=no credits/all paid' numeric
@attribute 'credit_history=all paid' numeric
@attribute 'credit_history=existing paid' numeric
@attribute 'credit_history=delayed previously' numeric
@attribute 'credit_history=critical/other existing credit' numeric
@attribute 'purpose=new car' numeric
@attribute 'purpose=used car' numeric
@attribute purpose=furniture/equipment numeric
@attribute purpose=radio/tv numeric
@attribute 'purpose=domestic appliance' numeric
@attribute purpose=repairs numeric
@attribute purpose=education numeric
@attribute purpose=retraining numeric
@attribute purpose=business numeric
@attribute purpose=other numeric
@attribute credit_amount numeric
@attribute savings_status=<100 numeric
@attribute savings_status=100<=X<500 numeric
@attribute savings_status=500<=X<1000 numeric
@attribute savings_status=>=1000 numeric
@attribute 'savings_status=no known savings' numeric
@attribute employment=unemployed numeric
@attribute employment=<1 numeric
@attribute employment=1<=X<4 numeric
@attribute employment=4<=X<7 numeric
@attribute employment=>=7 numeric
@attribute installment_commitment numeric
@attribute 'personal_status=male div/sep' numeric
@attribute 'personal_status=female div/dep/mar' numeric
@attribute 'personal_status=male single' numeric
@attribute 'personal_status=male mar/wid' numeric
@attribute other_parties=none numeric
@attribute 'other_parties=co applicant' numeric
@attribute other_parties=guarantor numeric
@attribute residence_since numeric
@attribute 'property_magnitude=real estate' numeric
@attribute 'property_magnitude=life insurance' numeric
@attribute property_magnitude=car numeric
@attribute 'property_magnitude=no known property' numeric
@attribute age numeric
@attribute other_payment_plans=bank numeric
@attribute other_payment_plans=stores numeric
@attribute other_payment_plans=none numeric
@attribute housing=rent numeric
@attribute housing=own numeric
@attribute 'housing=for free' numeric
@attribute existing_credits numeric
@attribute 'job=unemp/unskilled non res' numeric
@attribute 'job=unskilled resident' numeric
@attribute job=skilled numeric
@attribute 'job=high qualif/self emp/mgmt' numeric
@attribute num_dependents numeric
@attribute own_telephone numeric
@attribute foreign_worker numeric
@attribute class {1,2}

@data
0,0,0,1,0.161765,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.061076,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.333333,0,1,0,0,0.214286,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
0,1,0,0,0.073529,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.26846,1,0,0,0,0,0,0,0,0,1,0.333333,0,1,0,0,1,0,0,1,0,0,0,1,0.982143,1,0,0,0,0,1,0,0,0,0,1,1,1,0,2
0,1,0,0,0.176471,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.050897,1,0,0,0,0,1,0,0,0,0,0.333333,0,0,1,0,1,0,0,0.666667,0,0,1,0,0.875,0,0,1,0,0,1,0.666667,1,0,0,0,0,1,0,1
1,0,0,0,0.117647,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.02333,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0.017857,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2
0,1,0,0,0.205882,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.164741,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.25,1,0,0,0,1,0,0.333333,0,0,1,0,0,1,0,1
0,0,0,1,0.294118,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.238858,0,0,0,1,0,0,0,1,0,0,0.333333,0,0,1,0,1,0,0,0.666667,0,1,0,0,0.625,0,0,1,0,1,0,0.666667,0,0,0,1,0,1,0,2
0,1,0,0,0.647059,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.197755,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0.267857,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2
0,1,0,0,0.338235,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.201662,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.303571,0,0,1,0,1,0,0,0,0,1,0,1,1,0,2
0,0,0,1,0.029412,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.102234,1,0,0,0,0,0,0,0,1,0,0.333333,0,0,0,1,1,0,0,0.333333,1,0,0,0,0.178571,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0.602941,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.153021,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0.035714,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2
0,1,0,0,0.073529,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.068835,1,0,0,0,0,0,0,0,0,1,0.333333,0,1,0,0,1,0,0,0.666667,0,0,1,0,0.267857,0,0,1,0,1,0,0.333333,0,0,0,1,0,1,0,2
0,0,0,1,0.029412,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.062287,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0.160714,0,0,1,0,1,0,0.333333,0,0,1,0,0,1,0,1
0,1,0,0,0.117647,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.038572,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.142857,1,0,0,1,0,0,1,0,0,1,0,0,0,0,2
0,1,0,0,0.294118,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.138109,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0.303571,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
0,1,0,0,0.205882,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.222681,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0.666667,0,0,0,1,0.375,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2
0,0,0,1,0.073529,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.037746,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.589286,0,0,1,0,1,0,0.333333,0,0,1,0,0,1,0,1
1,0,0,0,0.117647,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.050512,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0.666667,1,0,0,0,0.142857,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0.338235,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.2678,1,0,0,0,0,0,0,0,1,0,0.666667,0,0,1,0,1,0,0,1,0,0,1,0,0.125,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
1,0,0,0,0.117647,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.035875,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0.035714,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2
0,0,0,1,0.117647,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.068504,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0.339286,0,0,1,0,1,0,0.333333,0,1,0,0,1,0,0,1
1,0,0,0,0.382353,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.57076,1,0,0,0,0,0,0,0,0,1,0.666667,0,0,1,0,1,0,0,1,0,0,0,1,0.339286,0,0,1,0,0,1,0.666667,0,0,0,1,1,1,0,1
0,0,0,1,0.117647,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.092715,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.428571,0,0,1,0,1,0,0.666667,0,0,1,0,0,1,0,1
0,1,0,0,0.117647,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.064598,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.666667,0,1,0,0,0.125,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0.294118,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.347639,1,0,0,0,0,0,0,1,0,0,0.333333,0,0,0,1,1,0,0,0.333333,0,0,1,0,0.035714,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0.117647,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.063993,0,0,0,1,0,0,0,0,1,0,0.666667,0,0,1,0,1,0,0,0.333333,0,1,0,0,0.642857,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
0,0,0,1,0.073529,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.155387,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0.333333,1,0,0,0,0.25,0,0,1,0,1,0,0.333333,0,0,1,0,1,0,0,1
0,0,0,1,0.470588,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.19726,0,0,0,0,1,0,0,0,0,1,0.333333,0,1,0,0,1,0,0,1,1,0,0,0,0.464286,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
1,0,0,0,0.338235,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.277484,1,0,0,0,0,1,0,0,0,0,0.333333,0,0,1,0,1,0,0,1,0,1,0,0,0.553571,0,1,0,0,1,0,0.333333,0,0,1,0,0,1,0,2
0,0,1,0,0.382353,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.091229,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.839286,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2
0,0,0,1,0.470588,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.170133,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.571429,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,1,0,0,0.029412,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.037526,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0.666667,0,1,0,0,0.357143,0,0,1,0,1,0,0.333333,0,1,0,0,0,0,0,1
1,0,0,0,0.205882,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.157038,1,0,0,0,0,0,0,0,1,0,0.666667,0,0,1,0,1,0,0,0,0,1,0,0,0.214286,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
0,0,1,0,0.470588,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.201552,1,0,0,0,0,0,0,1,0,0,0.333333,0,0,1,0,1,0,0,0.333333,1,0,0,0,0.071429,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0.294118,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.152471,1,0,0,0,0,0,0,1,0,0,0.333333,1,0,0,0,1,0,0,0.333333,1,0,0,0,0.089286,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0.088235,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.061296,1,0,0,0,0,0,0,1,0,0,0.333333,0,1,0,0,1,0,0,1,0,0,1,0,0.803571,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,1,0,0,0.117647,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.020634,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0.125,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0,0,0,0.117647,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.052272,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.071429,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
0,0,0,1,0.117647,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.025146,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.333333,1,0,0,0,0.196429,1,0,0,0,1,0,0.333333,0,0,1,0,0,0,0,1
0,0,0,1,0.294118,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.150105,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0.232143,0,0,1,0,1,0,0.333333,0,0,1,0,1,1,0,1
0,0,0,1,0.161765,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.242489,1,0,0,0,0,0,0,1,0,0,0.666667,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.196429,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,0,0,1,0.470588,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.130021,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.142857,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
0,1,0,0,0.647059,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.589358,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0.333333,0,0,0,1,0.142857,1,0,0,0,1,0,0.333333,0,0,1,0,0,1,0,2
1,0,0,0,0.117647,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.419005,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0.607143,0,0,1,0,0,1,0,0,0,0,1,0,1,0,2
0,0,0,1,0.073529,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.067569,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.053571,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2
1,0,0,0,0.294118,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.159514,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.053571,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,0,1,0,0.470588,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.217894,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.125,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2
0,0,0,1,0.073529,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.124188,0,0,1,0,0,0,0,0,0,1,0.333333,0,0,1,0,1,0,0,1,0,0,0,1,0.571429,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
0,0,0,1,0.117647,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.10405,0,1,0,0,0,0,0,0,1,0,0.666667,0,0,1,0,1,0,0,0,0,0,0,1,0.285714,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,1,0,0,0.205882,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.033895,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0.333333,1,0,0,0,0.107143,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.071201,1,0,0,0,0,0,0,0,1,0,0.333333,0,0,1,0,1,0,0,0,1,0,0,0,0.410714,0,0,1,0,1,0,0.666667,0,1,0,0,1,0,0,1
1,0,0,0,0.294118,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.086552,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.196429,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2
0,1,0,0,0.029412,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.787113,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0.333333,0,1,0,0,0.071429,0,0,1,0,1,0,0,1,0,0,0,0,1,0,2
0,1,0,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.138495,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0.333333,0,0,1,0,0.75,1,0,0,1,0,0,0.333333,0,1,0,0,0,0,0,2
0,0,0,1,0.117647,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.05728,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.333333,0,1,0,0,0.285714,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
1,0,0,0,0.382353,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.125014,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.666667,0,1,0,0,0.357143,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
1,0,0,0,0.294118,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.036591,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0.333333,0,0,1,0,0.178571,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0,0,0,1,0.029412,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.074007,1,0,0,0,0,0,0,0,1,0,0.666667,0,0,1,0,1,0,0,0.333333,0,1,0,0,0.571429,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
1,0,0,0,0.647059,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.239628,1,0,0,0,0,0,0,0,0,1,0.666667,0,0,1,0,1,0,0,1,0,0,0,1,0.089286,0,0,1,0,0,1,0.333333,0,0,1,0,1,0,0,2
0,0,0,1,0.117647,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.051447,1,0,0,0,0,0,0,1,0,0,0.666667,0,1,0,0,1,0,0,0.333333,1,0,0,0,0.142857,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
0,0,0,1,0.117647,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.175911,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0.666667,1,0,0,0,0.285714,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1
0,0,0,1,0.294118,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.055464,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0.107143,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,0,0,1,0.117647,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.025696,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.589286,0,0,1,0,1,0,0.666667,0,0,1,0,0,0,0,1
0,0,0,1,0.029412,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.052493,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0.285714,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
0,0,1,0,0.294118,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.092165,1,0,0,0,0,0,0,1,0,0,0.333333,0,0,1,0,1,0,0,0.333333,1,0,0,0,0.125,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,0,0,1,0.205882,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.010069,1,0,0,0,0,1,0,0,0,0,0.666667,0,1,0,0,0,1,0,1,1,0,0,0,0.053571,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2
1,0,0,0,0.029412,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.02289,0,0,0,1,0,0,0,0,1,0,0.666667,0,1,0,0,1,0,0,1,1,0,0,0,0.357143,0,0,1,0,1,0,0.333333,0,1,0,0,0,1,0,1
0,0,1,0,0.117647,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.110102,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.333333,0,0,1,0,0.482143,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,1,0,0,0.382353,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.104545,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0.333333,0,0,0,1,0.089286,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2
0,0,0,1,0.294118,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.214647,0,1,0,0,0,0,0,1,0,0,0.333333,0,0,1,0,1,0,0,0.666667,0,1,0,0,0.285714,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
0,1,0,0,0.073529,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.097942,0,0,0,0,1,0,0,0,1,0,0.333333,0,0,1,0,1,0,0,0,0,0,1,0,0.089286,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,1,0,0,0.823529,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.39441,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.142857,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
0,0,0,1,0.294118,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.133928,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.333333,1,0,0,0,0.285714,0,0,1,0,1,0,0.333333,0,1,0,0,0,0,0,1
1,0,0,0,0.117647,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.10449,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.178571,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2
0,0,0,1,0.161765,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.195994,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.071429,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,0,0,1,0.102941,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.049741,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0.678571,0,0,1,0,1,0,0.666667,0,1,0,0,0,0,0,1
1,0,0,0,0.117647,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.077418,1,0,0,0,0,0,0,1,0,0,0.333333,0,0,1,0,1,0,0,0.333333,1,0,0,0,0.142857,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0.294118,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.074447,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0.642857,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0.205882,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.27798,1,0,0,0,0,0,0,0,0,1,0.333333,0,0,1,0,1,0,0,1,0,0,0,1,0.303571,0,0,1,0,0,1,0.666667,0,0,0,1,0,1,0,1
0,0,0,1,0.117647,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.137449,1,0,0,0,0,0,0,0,0,1,0.333333,0,1,0,0,1,0,0,1,0,0,0,1,0.678571,1,0,0,0,0,1,0.666667,0,1,0,0,0,0,0,1
0,0,0,1,0.088235,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.053978,1,0,0,0,0,0,0,0,0,1,0.666667,0,0,1,0,1,0,0,1,1,0,0,0,0.232143,0,0,1,0,1,0,0.333333,0,1,0,0,1,0,1,1
0,1,0,0,0.161765,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.030373,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0.666667,0,0,1,0,0.321429,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2
0,0,0,1,0.470588,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.333113,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0.303571,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
0,0,0,1,0.294118,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.070595,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.666667,0,0,1,0,0.339286,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
1,0,0,0,0.147059,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.480247,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0.464286,0,0,1,0,1,0,0,0,0,0,1,0,1,1,2
0,0,0,1,0.294118,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.041213,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0.333333,0,0,1,0,0.107143,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
0,0,0,1,0.205882,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.132717,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.666667,0,1,0,0,0.232143,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
0,0,0,1,0.117647,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.063387,0,0,1,0,0,0,0,0,1,0,0.666667,0,1,0,0,1,0,0,1,0,0,1,0,0.321429,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
0,1,0,0,0.647059,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.655827,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0.303571,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
0,1,0,0,0.647059,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.154616,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0.160714,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,2
1,0,0,0,0.382353,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.646418,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0.267857,0,0,1,0,1,0,0,0,1,0,0,0,1,0,2
0,0,0,1,0.073529,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.134643,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.333333,1,0,0,0,0.232143,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
0,0,0,1,0.205882,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.118521,1,0,0,0,0,0,0,1,0,0,0.333333,0,1,0,0,1,0,0,0.333333,0,0,1,0,0.125,0,0,1,0,1,0,0.333333,0,0,1,0,0,0,0,1
1,0,0,0,0.117647,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.055684,0,0,0,0,1,0,0,0,0,1,0.333333,1,0,0,0,1,0,0,1,0,1,0,0,0.535714,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1
0,0,0,1,0.029412,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.239958,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.232143,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2
0,0,0,1,0.294118,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.090844,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0.178571,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1
0,0,0,1,0.161765,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.171564,0,0,0,1,0,0,0,0,0,1,0.666667,0,0,1,0,1,0,0,1,0,0,0,1,0.071429,0,0,1,1,0,0,0.333333,0,0,1,0,0,1,0,1
0,0,0,1,0.117647,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.072851,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.333333,1,0,0,0,0.553571,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
