@relation spambase

@attribute MDS0 numeric
@attribute MDS1 numeric
@attribute MDS2 numeric
@attribute MDS3 numeric
@attribute MDS4 numeric
@attribute MDS5 numeric
@attribute MDS6 numeric
@attribute MDS7 numeric
@attribute MDS8 numeric
@attribute MDS9 numeric
@attribute MDS10 numeric
@attribute MDS11 numeric
@attribute MDS12 numeric
@attribute MDS13 numeric
@attribute MDS14 numeric
@attribute MDS15 numeric
@attribute MDS16 numeric
@attribute MDS17 numeric
@attribute MDS18 numeric
@attribute MDS19 numeric
@attribute MDS20 numeric
@attribute MDS21 numeric
@attribute MDS22 numeric
@attribute MDS23 numeric
@attribute MDS24 numeric
@attribute MDS25 numeric
@attribute MDS26 numeric
@attribute MDS27 numeric
@attribute MDS28 numeric
@attribute MDS29 numeric
@attribute MDS30 numeric
@attribute MDS31 numeric
@attribute MDS32 numeric
@attribute MDS33 numeric
@attribute MDS34 numeric
@attribute MDS35 numeric
@attribute MDS36 numeric
@attribute MDS37 numeric
@attribute MDS38 numeric
@attribute MDS39 numeric
@attribute MDS40 numeric
@attribute MDS41 numeric
@attribute MDS42 numeric
@attribute MDS43 numeric
@attribute MDS44 numeric
@attribute MDS45 numeric
@attribute MDS46 numeric
@attribute MDS47 numeric
@attribute MDS48 numeric
@attribute MDS49 numeric
@attribute MDS50 numeric
@attribute MDS51 numeric
@attribute MDS52 numeric
@attribute MDS53 numeric
@attribute MDS54 numeric
@attribute MDS55 numeric
@attribute MDS56 numeric
@attribute class {1,2}

@data
0,0.075301,0.07561,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.188005,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.24,0.058207,0.030663,0.05919,0.224719,0.086957,0.015633,0.063857,0.030931,0.123609,0.074604,0.063525,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.023343,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.138959,0.30238,0.031737,0.196185,0.053009,0.000241,0.0002,0.001136,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.053201,0.123609,0.128862,0.204918,0.086162,0.265957,0.099592,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.001949,0.30238,0.031737,0.196185,0.059914,0.002247,0.000601,0.008712,2
0,0.075301,0.243902,0.020168,0.16,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.21684,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.018028,0.058207,0.142433,0.05919,0.224719,0.086957,0.038326,0.020434,0.05815,0.177998,0.122833,0.295082,0.124456,0.382979,0.057659,0.382979,0.075303,0.215247,0.319185,0.134063,0.185149,0.382979,0.161501,0.123494,0.730469,0.051133,0.092067,0.047506,0.513089,0.111111,0.295213,0.127952,0.326852,0.031737,0.196185,0.053009,0.000867,0.001201,0.008333,2
0,0.075301,0.243902,0.020168,0.083333,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.491349,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.055765,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.056476,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.062077,0.196185,0.053009,0.000454,0.0004,0.001452,2
0,0.075301,0.473171,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.16955,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.07413,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.329372,0.134063,0.09802,0.265957,0.161501,0.031627,0.386719,0.051133,0.048972,0.047506,0.513089,0.215556,0.295213,0.111213,0.30238,0.031737,0.196185,0.053009,0.000695,0.0003,0.003283,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.188169,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.567063,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.049465,0.196185,0.053009,0.000908,0.000601,0.001705,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.48438,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.031737,0.196185,0.053009,0.000726,0.0004,0.000505,2
0,0.075301,0.243902,0.020168,0.211111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.092272,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.04507,0.058207,0.187933,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.127355,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.128012,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.031737,0.196185,0.053009,0.000573,0.000701,0.001894,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.178028,0.058207,0.098912,0.05919,0.224719,0.086957,0.089259,0.113027,0.011754,0.218789,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.018609,0.047506,0.513089,0.111111,0.295213,0.151915,0.30238,0.043016,0.196185,0.053009,0.001512,0.001101,0.003977,2
0,0.075301,0.243902,0.020168,0.217778,0.204918,0.15949,0.098912,0.232941,0.086147,0.497462,0.170704,0.21978,0.108138,0.293255,0.052632,0.241042,0.123609,0.052394,0.058207,0.098912,0.05919,0.224719,0.086957,0.09884,0.12516,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.361111,0.111213,0.30238,0.031737,0.196185,0.053009,0.00034,0.0004,0.003409,2
0,0.091867,0.32439,0.020168,0.135556,0.227459,0.15949,0.098912,0.232941,0.058207,0.553299,0.16609,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.081127,0.058207,0.109792,0.066044,0.224719,0.086957,0.055976,0.070881,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.064065,0.265957,0.052133,0.149477,0.169779,0.134063,0.108911,0.265957,0.161501,0.075301,0.386719,0.051133,0.081293,0.047506,0.513089,0.111111,0.300827,0.14022,0.30238,0.031737,0.196185,0.053009,0.00097,0.001001,0.024874,2
0,0.075301,0.34878,0.020168,0.111111,0.204918,0.15949,0.098912,0.296471,0.058207,0.497462,0.133795,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.071549,0.058207,0.061325,0.05919,0.224719,0.086957,0.064044,0.09834,0.030931,0.123609,0.094951,0.204918,0.086162,0.265957,0.073384,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.337766,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.150654,0.30238,0.031737,0.196185,0.053009,0.001197,0.001101,0.01048,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.055363,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.061523,0.111111,0.030931,0.123609,0.074604,0.356557,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.081494,0.134063,0.046535,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.031737,0.196185,0.053009,0.002931,0.005206,0.00928,2
0,0.088855,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.136101,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.059506,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.104252,0.265957,0.052133,0.204783,0.20034,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.60733,0.131111,0.295213,0.132653,0.30238,0.031737,0.196185,0.053009,0.001036,0.000801,0.013321,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.188169,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.05674,0.196185,0.053009,0.000794,0.000601,0.000884,2
0,0.075301,0.197561,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.303345,0.178022,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.060286,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.060994,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.145609,0.30238,0.031737,0.196185,0.053009,0.000592,0.000701,0.002336,2
0,0.075301,0.243902,0.020168,0.351111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.364475,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.178028,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.18346,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.237952,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.190209,0.30238,0.053626,0.196185,0.053009,0.000272,0.0003,0.000758,2
0,0.075301,0.243902,0.020168,0.047778,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.024225,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.09901,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.086596,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.127035,0.30238,0.031737,0.196185,0.053009,0.000783,0.0004,0.002525,2
0,0.075301,0.243902,0.020168,0.196667,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.030986,0.058207,0.175074,0.05919,0.224719,0.153913,0.050429,0.063857,0.054748,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.026934,0.084086,0.513089,0.111111,0.295213,0.167393,0.30238,0.037964,0.196185,0.053009,0.001961,0.000901,0.004924,2
0,0.075301,0.243902,0.020168,0.23,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.416378,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.052423,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.38734,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.387801,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.031737,0.196185,0.053009,0.00048,0.0003,0.001578,2
0.063877,0.118976,0.314634,0.020168,0.143333,0.204918,0.15949,0.127596,0.522353,0.10943,0.64467,0.21684,0.21978,0.108138,0.293255,0.052632,0.162866,0.232386,0.042817,0.075087,0.162216,0.05919,0.224719,0.086957,0.065053,0.082375,0.039901,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.219015,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.317376,0.124169,0.30238,0.035327,0.249398,0.059011,0.001167,0.001502,0.013068,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.28143,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.040563,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.122241,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.031737,0.196185,0.053009,0.000964,0.000701,0.00202,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.669692,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.031737,0.196185,0.053009,0.001613,0.001302,0.001515,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.807107,0.185698,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.042864,0.063857,0.030931,0.123609,0.074604,0.329918,0.086162,0.265957,0.093186,0.265957,0.052133,0.240658,0.273345,0.134063,0.09802,0.265957,0.161501,0.121235,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.348109,0.111213,0.30238,0.031737,0.196185,0.053009,0.000218,0.000501,0.004167,2
0,0.075301,0.307317,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.629442,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.155748,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.06354,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.259762,0.134063,0.09802,0.265957,0.161501,0.004518,0.386719,0.064839,0.048972,0.066508,0.513089,0.111111,0.305851,0.12371,0.30238,0.031737,0.203414,0.053009,0.000574,0.001001,0.019318,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.083867,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.114309,0.30238,0.031737,0.196185,0.053009,0.000515,0.000501,0.026957,2
0.240088,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.115482,0.07599,0.030931,0.011125,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.004213,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.004407,0.047506,0.513089,0.111111,0.295213,0.151685,0.30238,0.031737,0.196185,0.053009,0.001184,0.000901,0.003283,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.188701,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.044,0.196185,0.053009,0.000545,0.0003,0.000947,2
0,0.075301,0.112195,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.121533,0.125798,0.045778,0.182942,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.077409,0.149477,0.251273,0.134063,0.09802,0.265957,0.161501,0.075301,0.574219,0.051133,0.096474,0.047506,0.513089,0.111111,0.434397,0.174272,0.30238,0.034215,0.196185,0.053009,0.001409,0.001502,0.010732,2
0,0.075301,0.263415,0.020168,0.13,0.204918,0.15949,0.106825,0.251765,0.058207,0.497462,0.164937,0.237363,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.242697,0.086957,0.128089,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.264574,0.198642,0.134063,0.09802,0.265957,0.161501,0.081325,0.386719,0.060095,0.048972,0.047506,0.513089,0.13,0.318853,0.116372,0.30238,0.031737,0.198394,0.053009,0.001316,0.002403,0.035669,2
0,0.075301,0.304878,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.063036,0.031928,0.030931,0.216316,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.091627,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.0857,0.047506,0.513089,0.111111,0.295213,0.15352,0.30238,0.031737,0.196185,0.053009,0.000937,0.000901,0.003914,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.342857,0.108138,0.293255,0.052632,0.162866,0.123609,0.087887,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.153465,0.265957,0.161501,0.075301,0.386719,0.051133,0.076396,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.046764,0.196185,0.053009,0.00132,0.001402,0.001641,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.002198,0.108138,0.293255,0.052632,0.162866,0.123609,0.057465,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.001698,0.134063,0.1,0.265957,0.161501,0.075301,0,0.051133,0.049951,0.000475,0.513089,0.111111,0.295213,0.111213,0.365404,0.043683,0.196185,0.053009,0.001189,0.001402,0.004167,2
0,0.075301,0.014634,0.020168,0.006667,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.00692,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.183099,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.001856,0.123609,0.074604,0.204918,0.086162,0.265957,0.002912,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.037647,0.196185,0.053009,0.000227,0.0003,0.001515,2
0,0.075301,0.243902,0.020168,0.171111,0.204918,0.15949,0.098912,0.232941,0.036671,0.771574,0.177624,0.338462,0.108138,0.293255,0.052632,0.162866,0.123609,0.066479,0.058207,0.008902,0.05919,0.224719,0.086957,0.004539,0.09834,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.080569,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.121532,0.332551,0.031737,0.196185,0.053009,0.00088,0.001502,0.00404,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.010381,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.067042,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.036808,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.031737,0.196185,0.053009,0.001279,0.001001,0.003283,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.312562,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.358962,0.047506,0.513089,0.111111,0.295213,0.111213,0.530339,0.053341,0.196185,0.053009,0.001725,0.001702,0.001768,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.154303,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.006761,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.010891,0.265957,0.161501,0.075301,0.386719,0.051133,0.005877,0.074109,0.513089,0.111111,0.295213,0.131965,0.332551,0.037488,0.196185,0.053009,0.003177,0.003304,0.009596,2
0,0.084337,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.065192,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.056338,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.031737,0.196185,0.053009,0.000272,0.0003,0.000758,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.156056,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.086139,0.265957,0.161501,0.075301,0.386719,0.051133,0.043095,0.047506,0.513089,0.111111,0.295213,0.111213,0.30238,0.043365,0.196185,0.053009,0.000908,0.001402,0.001705,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.126197,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.014202,0.047506,0.513089,0.111111,0.295213,0.137468,0.30238,0.035359,0.196185,0.053009,0.000726,0.001602,0.00221,2
0.085903,0.075301,0.243902,0.020168,0.197778,0.284836,0.15949,0.098912,0.232941,0.058207,0.497462,0.160323,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.07831,0.058207,0.137488,0.05919,0.224719,0.086957,0.107917,0.088761,0.005568,0.171817,0.103994,0.284836,0.120104,0.369681,0.080373,0.369681,0.07267,0.207773,0.302207,0.134063,0.175248,0.369681,0.161501,0.072289,0.691406,0.051133,0.087169,0.047506,0.513089,0.111111,0.485816,0.177826,0.30238,0.035836,0.196185,0.053009,0.00172,0.001502,0.015657,2
0.011013,0.075301,0.243902,0.020168,0.111111,0.22541,0.15949,0.098912,0.232941,0.064028,0.522843,0.170704,0.21978,0.108138,0.307918,0.063684,0.179153,0.123609,0.03493,0.061118,0.007913,0.05919,0.27191,0.091304,0.05295,0.094508,0.032478,0.143387,0.074604,0.237705,0.109661,0.265957,0.057659,0.265957,0.063191,0.149477,0.21562,0.134063,0.113861,0.265957,0.161501,0.075301,0.386719,0.051133,0.05142,0.047506,0.513089,0.122222,0.295213,0.144348,0.307409,0.033707,0.205422,0.053009,0.000914,0.003104,0.06471,2
0.013216,0.075301,0.243902,0.020168,0.111111,0.229508,0.15949,0.098912,0.232941,0.065192,0.497462,0.137255,0.21978,0.108138,0.31085,0.062632,0.18241,0.123609,0.04169,0.0617,0.02275,0.05919,0.280899,0.092174,0.06354,0.088123,0.032787,0.147095,0.074604,0.243852,0.114012,0.265957,0.057659,0.265957,0.065298,0.149477,0.224109,0.134063,0.116832,0.265957,0.161501,0.075301,0.386719,0.051133,0.05191,0.047506,0.513089,0.124444,0.295213,0.149048,0.308414,0.033771,0.207229,0.053009,0.00093,0.002403,0.056566,2
0,0.075301,0.243902,0.020168,0.111111,0.204918,0.15949,0.098912,0.232941,0.058207,0.497462,0.11534,0.21978,0.108138,0.293255,0.052632,0.162866,0.123609,0.110986,0.058207,0.194857,0.05919,0.224719,0.086957,0.047403,0.125798,0.030931,0.236094,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.048973,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.295213,0.127379,0.30238,0.031737,0.196185,0.053009,0.001977,0.001402,0.005556,2
0,0.075301,0.45122,0.020168,0.04,0.204918,0.15949,0.098912,0.232941,0.068102,0.497462,0.154556,0.257143,0.108138,0.293255,0.052632,0.162866,0.123609,0.104225,0.058207,0.098912,0.05919,0.224719,0.086957,0.050429,0.063857,0.030931,0.123609,0.074604,0.204918,0.086162,0.265957,0.057659,0.265957,0.052133,0.149477,0.169779,0.134063,0.09802,0.265957,0.161501,0.075301,0.386719,0.051133,0.048972,0.047506,0.513089,0.111111,0.30526,0.111213,0.30238,0.031737,0.196185,0.053009,0.000077,0.0002,0.005556,2
