@relation credit1rating1weka.filters.unsupervised.attribute.ReplaceMissingValues1weka.filters.unsupervised.attribute.NominalToBinary1Rfirst1last1weka.filters.unsupervised.attribute.Normalize1S1.01T0.0-weka.filters.unsupervised.attribute.RemoveUseless-M100.0-weka.filters.unsupervised.attribute.AddExpression-Ea43+1-Nexpression-weka.filters.unsupervised.attribute.Remove-R43

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4=u numeric
@attribute A4=y numeric
@attribute A4=l numeric
@attribute A5=g numeric
@attribute A5=p numeric
@attribute A5=gg numeric
@attribute A6=c numeric
@attribute A6=d numeric
@attribute A6=cc numeric
@attribute A6=i numeric
@attribute A6=j numeric
@attribute A6=k numeric
@attribute A6=m numeric
@attribute A6=r numeric
@attribute A6=q numeric
@attribute A6=w numeric
@attribute A6=x numeric
@attribute A6=e numeric
@attribute A6=aa numeric
@attribute A6=ff numeric
@attribute A7=v numeric
@attribute A7=h numeric
@attribute A7=bb numeric
@attribute A7=j numeric
@attribute A7=n numeric
@attribute A7=z numeric
@attribute A7=dd numeric
@attribute A7=ff numeric
@attribute A7=o numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13=g numeric
@attribute A13=p numeric
@attribute A13=s numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute a43+1 {1,2}

@data
1,0.105263,0.340714,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,1,1,0,1,1,0,0,0.1,0.01,2
1,0.161654,0.0625,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.005789,1,1,0,1,1,0,0,0.066,0,2
0,0.285714,0.083393,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.201754,1,1,0,0,1,0,0,0.146,0,2
1,0.577744,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,2
1,0.517594,0.047679,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.011754,1,1,0,1,1,0,0,0,0.0012,2
1,0.100301,0.375,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.077,0.00032,2
0,0.556391,0.020893,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0.0725,0,2
0,0.050075,0.003036,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,1,1,0,1,1,0,0,0.07,0.00722,2
0,0.068872,0.043214,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0.05,0,2
1,0.274436,0.214286,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04386,1,1,0,1,1,0,0,0.136,0,2
0,0.690526,0.055,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,0,1,0,0,1,0,0,0.13,0,1
0,0.06391,0.005893,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.007368,1,1,0,1,1,0,0,0.1,0.0004,1
0,0.358346,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0.092007,0,1
0,0.279398,0.089286,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04386,1,1,0,0,1,0,0,0.14,0,2
0,0.065113,0.241071,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,1,1,0,1,1,0,0,0.07,0,2
0,0.368421,0.361607,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,1,1,0,1,1,0,0,0.08,0,2
0,0.254436,0.089286,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.078947,1,1,0,0,0,0,1,0.17,0,2
0,0.072632,0.203929,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.018947,1,1,0,1,1,0,0,0.06,0,2
1,0.081504,0.193393,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.010175,1,1,0,1,1,0,0,0.04,0.00484,2
1,0.066466,0.357143,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.005789,1,1,0,1,1,0,0,0.17,0,2
0,0.162857,0.482143,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0.092007,0,2
0,0.037594,0.029821,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002982,0,1,0,1,0,0,1,0.1,0,2
0,0.111579,0.03125,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.008772,1,1,0,1,1,0,0,0.14,0.00204,2
0,0.152932,0.020893,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.004386,1,1,0,1,1,0,0,0.12,0.00001,2
0,0.058947,0.159286,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008772,1,1,0,1,0,0,1,0.04,0,2
1,0.041353,0.044643,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008772,1,0,0.014925,1,1,0,0,0.054,0.00098,2
0,0.142857,0.450893,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,1,0,0.029851,1,1,0,0,0,0.05552,2
0,0.057594,0.357143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.005789,1,0,0.014925,1,1,0,0,0.06,0.00001,2
1,0.267942,0.053571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.029851,0,1,0,0,0.1,0.00105,2
0,0.236842,0.020714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.010175,1,0,0.014925,1,1,0,0,0.17,0.02803,2
0,0.076391,0.014821,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.005789,1,0,0.014925,1,1,0,0,0.1,0.00001,2
1,0.120301,0.0625,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0.08,0,2
0,0.139098,0.026786,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,1,1,0,0,0,0,1,0.16,0,2
1,0.067669,0.357143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,1,0,0.014925,1,1,0,0,0.06,0.00001,2
0,0.175489,0.019286,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.005789,1,0,0.014925,1,1,0,0,0.136,0.00444,2
0,0.330827,0.08625,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,1,0,0.029851,1,1,0,0,0.11,0.00001,2
1,0.035038,0.011964,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.014925,1,1,0,0,0.08,0.00126,2
1,0.273233,0.111607,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.106667,1,0,0.029851,0,1,0,0,0.1,0.00004,2
0,0.833383,0.321429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.140351,1,0,0.014925,1,1,0,0,0.035,0.00006,2
0,0.288271,0.089286,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.061404,1,0,0.029851,0,1,0,0,0.36,0,2
0,0.038797,0.098214,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.023333,1,0,0.014925,1,1,0,0,0.04,0.00021,2
0,0.126617,0.433036,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.117018,1,0,0.029851,0,1,0,0,0.09,0.00173,2
1,0.659098,0.071429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.22807,1,0,0.014925,1,1,0,0,0,0.0001,2
0,0.067669,0.005893,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008772,1,1,0,0,0,0,1,0.14,0,2
0,0.145414,0.035714,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,1,1,0,0,0,0,1,0.14,0,2
1,0.032632,0.102679,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002982,1,1,0,1,1,0,0,0.06,0,2
1,0.165414,0.488036,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.052632,1,1,0,1,1,0,0,0.14,0.00001,2
0,0.526316,0.940536,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2
0,0.146617,0.098214,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.157895,1,1,0,1,1,0,0,0.08,0.00025,2
0,0.072632,0.3675,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.014561,1,1,0,1,1,0,0,0.04,0,2
0,0.210526,0.046071,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.008772,1,1,0,0,0,0,1,0.07,0,2
1,0.270677,0.107143,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0.08,0.0002,2
1,0.166617,0.160714,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,1,1,0,0,1,0,0,0.18,0.00006,2
0,0.078947,0.0625,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.08193,1,1,0,0,1,0,0,0.056,0.00006,2
1,0.038797,0.0075,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.004386,1,1,0,1,1,0,0,0.1,0.00001,2
1,0.072632,0.357143,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.014561,1,1,0,1,1,0,0,0.04,0.00042,2
0,0.037594,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.008772,1,1,0,1,1,0,0,0.03,0,2
0,0.139098,0.026786,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,0,1,0,0,0,0,1,0.16,0,2
0,0.111579,0.008929,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.008772,1,1,0,1,1,0,0,0.14,0.00204,2
0,0.056391,0.785714,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0.225,1,1
0,0.081504,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.25,0.00001,1
0,0.345865,0.004464,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.052632,1,1,0,0,1,0,0,0.116,0.00113,1
0,0.112782,0.053571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.052632,1,1,0,1,1,0,0,0.075,0.00008,1
1,0.065113,0.013393,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.350877,1,1,0,0,0,0,1,0.15,0,1
1,0.299549,0.013393,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.013158,1,1,0,1,1,0,0,0.15,0.00044,1
0,0.523759,0.007321,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008772,0,0,0.164179,1,1,0,0,0.19,0.02732,1
0,0.299549,0.044643,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.040877,1,1,0,1,1,0,0,0.06,0,2
1,0.236842,0.03875,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,1,1,0,1,1,0,0,0.14,0.00013,2
0,0.246917,0.03875,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,1,1,0,1,1,0,0,0.085,0.00179,2
0,0.407218,0.125,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.017544,1,1,0,1,0,0,1,0.58,0,2
0,0.316992,0.089286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.105263,1,1,0,1,0,0,1,0.1,0,2
0,0.267942,0.142857,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002982,1,1,0,0,1,0,0,0.2055,0,2
0,0.100301,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0.092007,0,2
1,0.293233,0.089286,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.087719,1,1,0,0,1,0,0,0,0.00002,2
0,0.305714,0.089286,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,1,1,0,1,1,0,0,0.23,0.00016,2
1,0.172932,0.446429,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,1,1,0,0,1,0,0,0.09,0.01062,2
0,0.315789,0.089286,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.017544,1,1,0,1,1,0,0,0.174,0,2
0,0.209323,0.026786,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.005789,1,1,0,0,1,0,0,0.11,0.00251,2
0,0.504962,0.232143,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.035088,1,1,0,0,1,0,0,0,0.00228,2
1,0.316992,0.044643,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.017544,1,1,0,0,1,0,0,0.08,0,2
1,0.293233,0.107143,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.070175,1,1,0,1,1,0,0,0.09,0,2
0,0.214286,0.107143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.026316,1,1,0,0,1,0,0,0.15,0.00067,2
1,0.380902,0.142857,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.105263,1,1,0,1,1,0,0,0.24,0,2
0,0.43609,0.145893,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.001404,1,1,0,1,1,0,0,0.054,0.001,2
0,0.198045,0.080357,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.017544,1,1,0,0,1,0,0,0.32,0.04,2
0,0.300752,0.098214,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.09,0,2
0,0.378496,0.0625,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,1,1,0,0,1,0,0,0.15,0.00002,2
0,0.736842,0.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0.00012,2
0,0.278195,0.053571,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008772,1,1,0,0,1,0,0,0.186,0.00122,2
0,0.195489,0.160714,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.087719,1,1,0,1,1,0,0,0.1,0.0121,2
0,0.745564,0.019286,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.020526,0,0,0.044776,0,1,0,0,0.09,0,2
0,0.211729,0.053571,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.078947,1,0,0.014925,0,1,0,0,0.05,0.00003,2
1,0.186767,0.071429,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0.138,0.00001,2
0,0.126617,0.020893,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0.05,0,2
0,0.131579,0.410714,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.052632,1,1,0,0,1,0,0,0,0.04,2
0,0.255639,0.056607,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.020526,1,1,0,0,0,0,1,0,0,2
0,0.344662,0.071429,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.008772,1,1,0,0,1,0,0,0.1105,0,2
1,0.033835,0.005893,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.035088,1,0,0.029851,0,1,0,0,0.16,0.00001,2
0,0.412331,0.047679,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.005789,1,1,0,1,1,0,0,0.084,0,2
1,0.086466,0.005893,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.001404,1,1,0,0,1,0,0,0.19,0,2
0,0.280752,0.107143,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.005789,1,1,0,0,1,0,0,0.06,0,2
1,0.345865,0.168214,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0.08,0,2
1,0.24812,0.196429,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.192982,1,1,0,0,0,0,1,0.05,0,2
0,0.140301,0.089286,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.002982,1,1,0,0,1,0,0,0.05,0.04208,2
0,0.196692,0.019286,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0.05,0,2
0,0.047669,0.011964,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.010175,1,1,0,1,0,0,1,0.1,0,2
0,0.160451,0.071429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.005789,1,0,0.029851,1,1,0,0,0.16,0.013,2
0,0.437293,0.044643,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.486842,1,0,0.014925,0,1,0,0,0.176,0.00112,2
1,0.135338,0.220179,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.005789,1,1,0,1,1,0,0,0.11,0.01,2
0,0.386015,0.061071,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.005789,1,1,0,1,0,0,1,0.2,0,2
1,0.14782,0.410714,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.105263,1,1,0,0,1,0,0,0.01,0.00016,2
0,0.115338,0.026786,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.026316,1,1,0,0,1,0,0,0.066,0.00002,2
0,0.289474,0.089286,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.245614,1,1,0,0,1,0,0,0.14,0,2
0,0.189173,0.464286,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0.07,0.0111,2
1,0.469925,0.16375,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.035088,1,1,0,0,0,0,1,0.12,0,2
0,0.18797,0.055,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,1,1,0,1,1,0,0,0.05,0,2
0,0.216842,0.020893,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.001404,1,1,0,1,1,0,0,0.13,0.01004,2
1,0.106466,0.017857,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.035088,1,1,0,1,1,0,0,0.13,0,2
0,0.224361,0.517857,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.004386,1,1,0,1,1,0,0,0,0.00286,2
0,0.10406,0.029821,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.070175,1,1,0,0,0,0,1,0.12,0,2
0,0.310827,0.047679,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004386,1,1,0,0,1,0,0,0.22,0.045,2
0,0.298195,0.008929,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.140351,1,1,0,0,0,0,1,0.21,0,2
0,0.442406,0.178571,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.078947,1,1,0,0,1,0,0,0.0705,0,2
1,0.134135,0.25,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.005789,1,1,0,1,1,0,0,0.08,0,2
1,0.159098,0.089286,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.157895,1,1,0,1,1,0,0,0.1,0.00456,2
1,0.64782,0.151786,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.175439,1,1,0,0,1,0,0,0,0.00004,2
0,0.125263,0.409286,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.055614,1,1,0,0,1,0,0,0.05,0.01212,2
0,0.304511,0.196429,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.052632,1,1,0,0,1,0,0,0.03,0,2
0,0.132782,0.053571,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.018947,1,1,0,0,1,0,0,0.06,0.00067,2
0,0.111579,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.017544,1,1,0,0,0,0,1,0,0,2
0,0.194286,0.520893,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.089,0,2
0,0.137895,0.006071,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.002982,1,1,0,1,0,0,1,0,0,2
0,0.021353,0.25,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.035088,1,1,0,1,1,0,0,0.3,0,2
0,0.393534,0.178571,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.007368,1,1,0,1,1,0,0,0.275,0,2
0,0.205564,0.446429,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.008772,1,1,0,0,1,0,0,0.36,0,2
