@relation ringnorm-weka.filters.unsupervised.attribute.AddExpression-Ea21+1-Nexpression-weka.filters.unsupervised.attribute.Remove-R21-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute oz1 numeric
@attribute oz2 numeric
@attribute oz3 numeric
@attribute oz4 numeric
@attribute oz5 numeric
@attribute oz6 numeric
@attribute oz7 numeric
@attribute oz8 numeric
@attribute oz9 numeric
@attribute oz10 numeric
@attribute oz11 numeric
@attribute oz12 numeric
@attribute oz13 numeric
@attribute oz14 numeric
@attribute oz15 numeric
@attribute oz16 numeric
@attribute oz17 numeric
@attribute oz18 numeric
@attribute oz19 numeric
@attribute oz20 numeric
@attribute class {1,2}

@data
0.404699,0.630198,0.621447,0.572502,0.374936,0.617702,0.677032,0.222908,0.450214,0.468322,0.476714,0.593921,0.464868,0.401898,0.314626,0.489698,0.489838,0.564491,0.471587,0.601115,1
0.581012,0.413919,0.469738,0.273646,0.758009,0.50694,0.501689,0.368039,0.508077,0.613253,0.596067,0.526213,0.732186,0.558959,0.444583,0.557493,0.455766,0.749515,0.46798,0.497205,1
0.634157,0.378804,0.561087,0.504029,0.558838,0.494324,0.552832,0.525557,0.396093,0.46355,0.44509,0.487696,0.528799,0.534307,0.512729,0.572159,0.406817,0.674561,0.574983,0.518656,2
0.45877,0.743188,0.34239,0.42916,0.302014,0.695284,0.610201,0.404612,0.349006,0.65904,0.392122,0.45885,0.559357,0.528565,0.731657,0.555618,0.282616,0.469241,0.572392,0.733842,1
0.372148,0.670341,0.296367,0.448411,0.490584,0.463079,0.673043,0.586173,0.580493,0.518308,0.45814,0.543561,0.719051,0.566127,0.454282,0.576073,0.432837,0.466779,0.582333,0.477106,1
0.532608,0.476064,0.570361,0.453071,0.623835,0.559158,0.543488,0.31021,0.64291,0.559468,0.585535,0.589741,0.510768,0.486544,0.640404,0.426679,0.611157,0.59264,0.686497,0.600864,2
0.49262,0.552239,0.481593,0.553375,0.563092,0.556871,0.696048,0.5822,0.513639,0.493104,0.631448,0.62584,0.495929,0.557669,0.551026,0.530672,0.550343,0.652409,0.509639,0.564576,2
0.500239,0.447385,0.479494,0.54968,0.529594,0.565652,0.514152,0.528117,0.490757,0.561516,0.65567,0.652556,0.485914,0.525164,0.660643,0.56607,0.558618,0.595517,0.506484,0.552025,2
0.527678,0.421393,0.602757,0.467509,0.619116,0.514194,0.6617,0.425293,0.602646,0.454503,0.603461,0.549207,0.524791,0.499169,0.627987,0.582946,0.555142,0.585915,0.555833,0.492878,2
0.439354,0.300198,0.52059,0.213506,0.152287,0.567756,0.456018,0.44574,0.595305,0.684085,0.705174,0.770603,0.62794,0.394119,0.464286,0.243697,0.68512,0.351751,0.271391,0.542275,1
0.666798,0.46837,0.556251,0.358495,0.430459,0.561262,0.634244,0.473831,0.491596,0.527431,0.561012,0.577383,0.58141,0.606274,0.473359,0.398168,0.53579,0.636089,0.660389,0.440797,2
0.657994,0.65033,0.488612,0.508507,0.467011,0.658115,0.504711,0.524832,0.562532,0.500241,0.433625,0.408272,0.749268,0.553658,0.642912,0.51212,0.600783,0.538983,0.576587,0.417876,2
0.552229,0.675411,0.450539,0.470841,0.690271,0.4457,0.446987,0.594504,0.351262,0.457854,0.51805,0.680768,0.549089,0.377775,0.306198,0.614345,0.46803,0.515121,0.350064,0.582619,1
0.533891,0.542617,0.527075,0.465557,0.509801,0.519856,0.587919,0.617965,0.444802,0.597145,0.54128,0.570559,0.531214,0.72012,0.52253,0.510445,0.604482,0.682868,0.468062,0.415158,2
0.436619,0.379821,0.480022,0.475479,0.518265,0.456906,0.621223,0.620118,0.516891,0.50591,0.394247,0.462854,0.347769,0.228628,0.428422,0.562448,0.595991,0.497767,0.48094,0.184076,1
0.591411,0.580185,0.627417,0.395414,0.494452,0.650064,0.573582,0.531449,0.53738,0.467825,0.548102,0.685082,0.697827,0.646354,0.553514,0.578019,0.546704,0.525425,0.674109,0.448359,2
0.431165,0.48533,0.436541,0.433915,0.569643,0.576742,0.594687,0.563362,0.488937,0.541118,0.678567,0.562467,0.446222,0.412113,0.552956,0.587652,0.485566,0.583963,0.591965,0.449467,2
0.630753,0.608943,0.609326,0.415347,0.641366,0.530529,0.609985,0.632739,0.550249,0.461378,0.549241,0.713631,0.674277,0.587575,0.483125,0.579003,0.482096,0.507841,0.716138,0.438212,2
0.543812,0.500377,0.40114,0.622066,0.639388,0.485141,0.382126,0.578604,0.503688,0.566108,0.510269,0.633453,0.621421,0.508508,0.442674,0.486382,0.62172,0.514406,0.688975,0.518252,2
0.455671,0.487904,0.537593,0.485874,0.494685,0.570393,0.679581,0.510042,0.592422,0.505765,0.557215,0.688973,0.537918,0.454344,0.576159,0.380287,0.539928,0.584078,0.637375,0.467796,2
0.555108,0.601924,0.533057,0.511999,0.7073,0.57916,0.521074,0.404363,0.490648,0.695663,0.413759,0.172834,0.475439,0.660777,0.451441,0.552495,0.424947,0.683838,0.559914,0.717235,1
0.451767,0.50421,0.514171,0.395929,0.664793,0.579496,0.632747,0.552205,0.497601,0.528589,0.583076,0.527947,0.612168,0.550909,0.590845,0.60755,0.601687,0.54089,0.502636,0.467503,2
0.603323,0.61626,0.540102,0.417662,0.576871,0.667093,0.589862,0.533941,0.491957,0.384878,0.515086,0.594964,0.431324,0.443349,0.614428,0.627734,0.538099,0.581596,0.776775,0.531075,2
0.462804,0.610586,0.356786,0.468671,0.655799,0.612435,0.509835,0.556911,0.651512,0.414184,0.422973,0.395089,0.603308,0.488729,0.317874,0.472473,0.634714,0.744736,0.691279,0.594759,1
0.535745,0.608246,0.580625,0.740531,0.526074,0.576121,0.522989,0.550475,0.669336,0.417984,0.548268,0.273715,0.536666,0.368544,0.443652,0.442157,0.714063,0.67005,0.242917,0.374876,1
0.758791,0.614262,0.53801,0.318049,0.508253,0.479699,0.269756,0.196713,0.655854,0.505261,0.604314,0.373935,0.54823,0.688144,0.372496,0.433552,0.687915,0.424217,0.855298,0.437647,1
0.512849,0.504587,0.548496,0.728829,0.547459,0.628594,0.415117,0.485063,0.530216,0.561047,0.511622,0.516097,0.621584,0.638983,0.499409,0.578797,0.546124,0.489096,0.674584,0.534288,2
0.330019,0.705754,0.443182,0.550515,0.740188,0.757342,0.458114,0.716431,0.466055,0.461033,0.535597,0.535356,0.556223,0.371191,0.506599,0.432889,0.709163,0.483067,0.68155,0.559691,1
0.492939,0.23998,0.570771,0.40464,0.648288,0.558047,0.675876,0.432764,0.471079,0.793725,0.347294,0.532395,0.208891,0.57362,0.342735,0.526757,0.522325,0.781569,0.654311,0.538713,1
0.612279,0.576353,0.503138,0.558427,0.52209,0.451004,0.576465,0.649848,0.539146,0.592573,0.470904,0.51272,0.491292,0.563839,0.580841,0.586304,0.603901,0.636503,0.535997,0.537863,2
0.425901,0.392757,0.52583,0.426997,0.647081,0.260804,0.737256,0.72792,0.854909,0.418963,0.462124,0.579012,0.661454,0.689441,0.728497,0.39364,0.565259,0.692885,0.51421,0.500662,1
0.464734,0.469308,0.423976,0.574817,0.280586,0.395959,0.568137,0.168342,0.335421,0.340208,0.448827,0.412022,0.615961,0.615003,0.571395,0.731527,0.541953,0.566615,0.62263,0.429974,1
0.611382,0.670142,0.208615,0.161794,0.626358,0.399633,0.272047,0.555536,0.585517,0.759564,0.673304,0.582938,0.485869,0.543837,0.412838,0.707229,0.516311,0.506686,0.75038,0.428127,1
0.724615,0.72568,0.479664,0.586577,0.470116,0.369645,0.591707,0.388516,0.504921,0.553234,0.588459,0.450645,0.73183,0.62422,0.556062,0.613824,0.558321,0.685407,0.923014,0.556903,1
0.411521,0.595211,0.566496,0.618893,0.550963,0.466893,0.469296,0.541532,0.50426,0.448897,0.64687,0.554142,0.395854,0.307471,0.554452,0.577699,0.387709,0.649672,0.541283,0.511966,2
0.429144,0.594955,0.536889,0.50985,0.497659,0.635761,0.483856,0.436812,0.5234,0.58947,0.554437,0.526636,0.57298,0.566609,0.478748,0.429053,0.52252,0.642258,0.755659,0.571378,2
0.5046,0.584737,0.53453,0.649156,0.554577,0.55419,0.513902,0.530391,0.485556,0.541877,0.634645,0.609373,0.453192,0.536995,0.560018,0.597184,0.475839,0.595664,0.560584,0.440512,2
0.659924,0.607478,0.485086,0.49444,0.651116,0.571168,0.479045,0.648065,0.511451,0.437822,0.492549,0.560352,0.563201,0.50354,0.437909,0.596193,0.560676,0.555584,0.601732,0.493811,2
0.486231,0.483011,0.445873,0.531409,0.550913,0.654382,0.555248,0.462547,0.6127,0.466177,0.532493,0.361479,0.54846,0.560181,0.509528,0.523335,0.504532,0.599971,0.63861,0.413632,2
0.326722,0.486738,0.399602,0.508311,0.508631,0.465147,0.812457,0.608825,0.360948,0.304848,0.348986,0.556976,0.743594,0.602629,0.539622,0.623849,0.348135,0.802381,0.627321,0.623827,1
0.52843,0.489376,0.39055,0.308946,0.493987,0.277533,0.407123,0.636607,0.53128,0.550076,0.533026,0.345681,0.413108,0.540864,0.586652,0.449444,0.618224,0.519861,0.736727,0.494829,1
0.694996,0.307565,0.786634,0.218645,0.319763,0.448082,0.650594,0.484663,0.786562,0.584981,0.547575,0.565442,0.669062,0.645024,0.193781,0.507942,0.265836,0.700618,0.667829,0.430246,1
0.555936,0.421159,0.545459,0.479936,0.50525,0.365101,0.493563,0.638012,0.682839,0.445876,0.211513,0.425627,0.588226,0.549138,0.525934,0.300078,0.577956,0.418742,0.629889,0.298021,1
0.592536,0.64223,0.534087,0.515425,0.530742,0.566543,0.455572,0.521221,0.210561,0.409364,0.303466,0.637732,0.936461,0.487786,0.599443,0.372059,0.64014,0.636089,0.469237,0.407206,1
0.583526,0.316546,0.528776,0.525043,0.549277,0.54793,0.527104,0.4747,0.490805,0.611991,0.444517,0.62443,0.540251,0.51089,0.583288,0.643355,0.514637,0.471627,0.678583,0.497275,2
0.567316,0.562557,0.461455,0.546261,0.487494,0.546396,0.516012,0.694164,0.523946,0.45091,0.527637,0.430963,0.558186,0.533893,0.530502,0.486946,0.521893,0.55552,0.616771,0.508168,2
0.474806,0.513319,0.51874,0.622443,0.553058,0.575733,0.38622,0.646222,0.438988,0.51726,0.456335,0.471398,0.62797,0.23775,0.551013,0.616648,0.544626,0.497167,0.732518,0.494348,1
0.64252,0.278189,0.588217,0.596638,0.41399,0.491548,0.650085,0.414341,0.533591,0.613481,0.420208,0.730345,0.772544,0.481861,0.417324,0.420141,0.709723,0.683627,0.475759,0.31752,1
0.574608,0.908536,0.543074,0.248138,0.462721,0.428679,0.437942,0.605457,0.486599,0.268501,0.416484,0.45006,0.547785,0.692739,0.524025,0.554506,0.396814,0.623839,0.613781,0.452101,1
0.543106,0.615926,0.651908,0.647298,0.617553,0.53329,0.66993,0.517732,0.544803,0.47892,0.508084,0.495703,0.540622,0.443749,0.600625,0.401675,0.424954,0.632828,0.729324,0.497268,2
0.822897,0.541949,0.441709,0.480169,0.541525,0.554249,0.639703,0.185859,0.774177,0.260564,0.236635,0.49459,0.253584,0.539398,0.69092,0.427014,0.383814,0.552891,0.405656,0.551906,1
0.606855,0.580769,0.56647,0.617638,0.568712,0.63362,0.622108,0.496763,0.41678,0.484712,0.480871,0.619157,0.568402,0.475161,0.601794,0.533103,0.627802,0.631431,0.758107,0.459161,2
0.711724,0.507239,0.690951,0.303161,0.410739,0.278995,0.533788,0.50372,0.470724,0.752489,0.481304,0.502316,0.713191,0.697552,0.57168,0.630101,0.584165,0.721015,0.511605,0.312628,1
0.518645,0.091386,0.556532,0.410483,0.298168,0.656055,0.588393,0.435747,0.448571,0.575314,0.56387,0.5148,0.433524,0.647433,0.542959,0.437409,0.2585,0.531186,0.623496,0.740024,1
0.525232,0.315629,0.310685,0.685552,0.498706,0.531171,0.484002,0.681361,0.30181,0.601083,0.507924,0.450468,0.640363,0.362049,0.648573,0.376187,0.405697,0.829503,0.79744,0.737612,1
0.259927,0.313908,0.40333,0.482499,0.468989,0.378375,0.568151,0.51082,0.448578,0.713143,0.684276,0.478553,0.454696,0.330562,0.50492,0.644018,0.557214,0.623941,0.616673,0.54486,1
0.669799,0.485436,0.52888,0.561163,0.590846,0.600549,0.563597,0.559978,0.386918,0.522411,0.449127,0.55663,0.593604,0.496983,0.595888,0.508548,0.574263,0.467085,0.550297,0.424294,2
0.550801,0.480046,0.626811,0.445246,0.577474,0.554702,0.61057,0.525081,0.441237,0.53072,0.54555,0.524352,0.447155,0.512866,0.559923,0.431634,0.627485,0.684705,0.633948,0.592425,2
0.613494,0.398474,0.53019,0.530204,0.49158,0.590278,0.523469,0.549033,0.404702,0.530996,0.500803,0.558865,0.655816,0.52325,0.430026,0.773528,0.421322,0.640191,0.594781,0.387156,2
0.408596,0.502169,0.440783,0.45114,0.718178,0.478946,0.514765,0.587729,0.503101,0.614867,0.542579,0.612996,0.537185,0.547244,0.624555,0.654969,0.537876,0.626263,0.636283,0.497756,2
0.582797,0.469792,0.442048,0.229838,0.619865,0.614868,0.664039,0.873473,0.404191,0.534837,0.396372,0.591658,0.543629,0.321487,0.320994,0.725973,0.394627,0.582859,0.32455,0.5894,1
0.680753,0.488003,0.450611,0.555531,0.648368,0.554051,0.718107,0.56312,0.487581,0.558826,0.476361,0.47851,0.560942,0.498035,0.551162,0.520284,0.537248,0.572619,0.523917,0.548373,2
0.531012,0.472615,0.553632,0.392525,0.474217,0.548368,0.640581,0.592178,0.419664,0.590132,0.508904,0.541312,0.526524,0.439392,0.60872,0.645644,0.573521,0.582062,0.581678,0.480793,2
0.537834,0.236339,0.566451,0.545637,0.528263,0.61993,0.567594,0.43472,0.742802,0.588636,0.680865,0.650618,0.370238,0.617854,0.571034,0.351804,0.422301,0.402888,0.284231,0.627563,1
0.723749,0.462546,0.492372,0.457492,0.473206,0.691222,0.673008,0.321502,0.194666,0.488864,0.479978,0.661756,0.599634,0.257481,0.38602,0.61381,0.606594,0.542454,0.527208,0.511708,1
0.417841,0.525344,0.559178,0.488654,0.520934,0.584536,0.591846,0.391129,0.432798,0.428755,0.610157,0.442038,0.617887,0.611962,0.483431,0.477556,0.543019,0.642884,0.626696,0.476354,2
0.540873,0.34258,0.704617,0.650041,0.525013,0.588583,0.5289,0.261763,0.59204,0.551807,0.405032,0.612686,0.187489,0.478032,0.441906,0.307294,0.440127,0.517648,0.770201,0.327451,1
0.502761,0.450129,0.483418,0.630007,0.527165,0.547199,0.545876,0.54469,0.513523,0.468177,0.598858,0.365793,0.416619,0.564369,0.50698,0.646057,0.454139,0.549121,0.547044,0.508802,2
0.419573,0.290491,0.573815,0.442001,0.630648,0.562599,0.280368,0.628268,0.556316,0.46104,0.38955,0.444279,0.333864,0.214469,0.5755,0.498004,0.457116,0.705199,0.434784,0.521855,1
0.546038,0.505106,0.289211,0.541717,0.343212,0.648289,0.704014,0.345099,0.60345,0.579761,0.643106,0.370452,0.629711,0.402773,0.625717,0.329709,0.509115,0.678389,0.665991,0.478709,1
0.567384,0.52843,0.557379,0.560024,0.513241,0.54614,0.644041,0.72591,0.478604,0.622921,0.525538,0.510584,0.58044,0.531307,0.497451,0.549672,0.488839,0.65648,0.718367,0.413973,2
0.630062,0.676485,0.487484,0.34373,0.573933,0.288484,0.638777,0.524711,0.67725,0.731671,0.418496,0.601851,0.531843,0.730885,0.581575,0.446,0.578819,0.673259,0.647473,0.149202,1
0.694533,0.620648,0.505986,0.550986,0.504472,0.562854,0.575281,0.73255,0.520858,0.610854,0.59111,0.61191,0.541659,0.592102,0.569927,0.466177,0.459606,0.606421,0.678123,0.530072,2
0.463473,0.49333,0.489902,0.395356,0.611358,0.514925,0.472249,0.632732,0.467418,0.768804,0.682264,0.588521,0.55,0.660411,0.500041,0.495836,0.575654,0.601508,0.455343,0.49386,2
0.576135,0.567684,0.477409,0.475959,0.379415,0.594603,0.294893,0.442235,0.357131,0.435588,0.538362,0.427925,0.62777,0.445331,0.214741,0.482319,0.310607,0.598076,0.614512,0.453335,1
0.667885,0.427779,0.307198,0.659173,0.628597,0.314191,0.546663,0.712269,0.465707,0.456089,0.549341,0.572667,0.734386,0.463887,0.709556,0.34871,0.588755,0.57801,0.546178,0.64608,1
0.58614,0.608331,0.525889,0.275628,0.484193,0.420358,0.702991,0.758352,0.464951,0.404027,0.590065,0.453993,0.484862,0.33739,0.447479,0.142457,0.621214,0.718693,0.740846,0.422873,1
0.585418,0.522763,0.480504,0.481628,0.522431,0.644848,0.472061,0.58933,0.410455,0.703993,0.521601,0.542687,0.520257,0.508033,0.442905,0.393605,0.511404,0.622097,0.671715,0.395442,2
0.34509,0.544665,0.505321,0.549426,0.453203,0.360821,0.661365,0.330596,0.39689,0.579093,0.473296,0.783313,0.130514,0.385364,0.571075,0.490197,0.536263,0.262352,0.641336,0.575064,1
0.580868,0.459495,0.645951,0.407471,0.559587,0.605064,0.547847,0.643314,0.612557,0.700193,0.52256,0.499912,0.643793,0.653277,0.594135,0.559019,0.386028,0.643011,0.473319,0.496871,2
0.474533,0.503719,0.495982,0.497481,0.561427,0.496114,0.638596,0.564079,0.56256,0.504765,0.62801,0.591489,0.651446,0.508101,0.413096,0.479296,0.575856,0.645136,0.618232,0.454366,2
0.567787,0.460405,0.481756,0.453521,0.564531,0.643855,0.541796,0.503305,0.525888,0.597118,0.575382,0.351257,0.52708,0.556645,0.589194,0.436439,0.615437,0.641423,0.659876,0.474228,2
0.53573,0.422943,0.452136,0.510068,0.665237,0.464007,0.590405,0.673641,0.581461,0.446318,0.590771,0.512798,0.46446,0.437797,0.527545,0.56083,0.558651,0.631412,0.522878,0.509485,2
0.696698,0.572989,0.693095,0.352209,0.437032,0.508832,0.491954,0.545377,0.620341,0.228955,0.487606,0.527228,0.636311,0.433663,0.36379,0.508263,0.405015,0.635406,0.727675,0.475057,1
0.596425,0.439441,0.568373,0.393541,0.467396,0.669708,0.537695,0.61378,0.62788,0.514922,0.534718,0.356312,0.577477,0.48446,0.39722,0.509254,0.74524,0.653175,0.550968,0.566973,1
0.552586,0.603041,0.469399,0.479131,0.534414,0.496756,0.645497,0.588174,0.438585,0.483788,0.587367,0.404564,0.58544,0.388873,0.480155,0.510972,0.707401,0.61171,0.649928,0.551565,2
0.624023,0.672382,0.760618,0.568633,0.445655,0.665025,0.681816,0.806943,0.389215,0.388098,0.533845,0.700139,0.672373,0.493732,0.602691,0.77849,0.375316,0.460871,0.647278,0.492271,1
0.459143,0.449767,0.533937,0.382384,0.493122,0.639669,0.332034,0.505593,0.587037,0.660874,0.437575,0.386017,0.718896,0.503309,0.331738,0.44245,0.37911,0.609975,0.479938,0.435863,1
0.701157,0.529163,0.373163,0.411565,0.754083,0.558909,0.778679,0.763451,0.410612,0.318018,0.642833,0.615907,0.491818,0.588057,0.581011,0.547113,0.459303,0.568561,0.786023,0.38326,1
0.504053,0.464864,0.555958,0.550979,0.5336,0.690265,0.515322,0.675031,0.571987,0.510309,0.526178,0.567796,0.615465,0.497519,0.450904,0.55482,0.511107,0.577225,0.633338,0.536302,2
0.619777,0.639706,0.377047,0.31884,0.671977,0.332301,0.497434,0.663383,0.721051,0.243442,0.683723,0.277198,0.380187,0.354121,0.312553,0.520462,0.251365,0.429627,0.568529,0.490759,1
0.41364,0.560232,0.393737,0.429814,0.582724,0.321387,0.442941,0.422045,0.64505,0.248455,0.318768,0.622287,0.476231,0.724192,0.462322,0.547512,0.528946,0.395806,0.385097,0.428908,1
0.207618,0.541046,0.589475,0.587165,0.558322,0.577633,0.777962,0.417846,0.542009,0.580692,0.533699,0.378855,0.51719,0.372949,0.663667,0.583481,0.483399,0.68031,0.517742,0.477573,1
0.661443,0.470261,0.529968,0.591005,0.475823,0.532815,0.480611,0.326284,0.675185,0.458654,0.320174,0.408871,0.358311,0.370832,0.556035,0.420918,0.447194,0.378439,0.538821,0.550087,1
0.489118,0.580783,0.57053,0.469556,0.594554,0.568311,0.621704,0.475244,0.585885,0.491567,0.452071,0.667592,0.513894,0.473872,0.510031,0.670341,0.400472,0.523836,0.562271,0.492215,2
0.588715,0.474556,0.501685,0.499564,0.645052,0.578239,0.511701,0.529243,0.535894,0.516915,0.545564,0.591143,0.571358,0.624784,0.497479,0.436839,0.482825,0.512052,0.569651,0.431605,2
0.656969,0.640908,0.5045,0.437849,0.554003,0.546542,0.610605,0.522943,0.564952,0.611702,0.580785,0.573083,0.504841,0.606607,0.668173,0.500948,0.514245,0.587644,0.691167,0.541592,2
0.495932,0.569284,0.51468,0.528506,0.389042,0.461326,0.527215,0.600909,0.535588,0.524355,0.517497,0.576305,0.52785,0.432686,0.621524,0.410944,0.378779,0.516614,0.640267,0.595986,2
0.572603,0.612655,0.412962,0.589858,0.601592,0.533969,0.381074,0.424817,0.377444,0.404289,0.688693,0.515956,0.567565,0.691823,0.562322,0.536254,0.692518,0.46764,0.73013,0.386313,1
0.393753,0.68137,0.657545,0.470326,0.723718,0.644899,0.579919,0.408275,0.236347,0.558551,0.657496,0.646621,0.524317,0.606797,0.387971,0.338037,0.592427,0.438642,0.532314,0.51812,1
0.563441,0.6314,0.573639,0.412334,0.5996,0.576807,0.505323,0.739816,0.547509,0.498904,0.602249,0.642109,0.623606,0.579199,0.60524,0.595109,0.528433,0.613599,0.736253,0.473594,2
0.441185,0.503328,0.542312,0.473999,0.480811,0.484893,0.452738,0.631108,0.503667,0.668508,0.608411,0.594005,0.564616,0.641325,0.499456,0.60333,0.57614,0.559916,0.77603,0.531863,2
0.675496,0.80701,0.784366,0.409358,0.471853,0.361639,0.387627,0.706317,0.646222,0.573321,0.794329,0.522216,0.769952,0.37428,0.399898,0.73691,0.698552,0.571464,0.471203,0.314189,1
0.587006,0.59317,0.547864,0.578098,0.541416,0.664105,0.63586,0.572758,0.523755,0.568604,0.41699,0.502873,0.506723,0.538787,0.44722,0.599301,0.571456,0.574361,0.56124,0.394494,2
0.284592,0.419381,0.51511,0.362241,0.829259,0.463408,0.386791,0.570318,0.315538,0.616701,0.564423,0.565766,0.510553,0.584792,0.39686,0.636019,0.494421,0.617491,0.670954,0.348888,1
0.626796,0.479598,0.524129,0.511636,0.583211,0.510943,0.627553,0.625881,0.499598,0.504372,0.505353,0.489578,0.543118,0.551459,0.523128,0.456973,0.44882,0.569869,0.394231,0.461858,2
0.562895,0.643539,0.613458,0.562397,0.561587,0.515261,0.558403,0.533178,0.517893,0.523176,0.547029,0.536624,0.467245,0.465096,0.642429,0.488635,0.495873,0.548655,0.614384,0.412837,2
0.707576,0.525095,0.357464,0.302427,0.817712,0.576522,0.588379,0.575424,0.366476,0.429492,0.378045,0.506503,0.541733,0.618091,0.527892,0.516762,0.467544,0.701045,0.52574,0.680682,1
0.54834,0.53515,0.505667,0.534683,0.574217,0.589036,0.460349,0.53589,0.420625,0.512736,0.478472,0.566379,0.556179,0.502752,0.379217,0.502153,0.658452,0.497863,0.650659,0.497526,2
0.591032,0.459125,0.603415,0.399958,0.636421,0.403951,0.623709,0.544727,0.601644,0.414288,0.177957,0.304908,0.585803,0.762189,0.687366,0.344731,0.44797,0.668423,0.286949,0.345292,1
0.485441,0.331558,0.521027,0.527322,0.410725,0.438504,0.605271,0.604837,0.664797,0.494408,0.560506,0.413114,0.510538,0.832724,0.487332,0.427848,0.475536,0.505972,0.527028,0.484807,1
0.568022,0.480707,0.460165,0.429944,0.452054,0.408838,0.543968,0.425414,0.61773,0.533754,0.504773,0.560169,0.65512,0.619517,0.686849,0.548417,0.488286,0.670688,0.553031,0.3722,2
0.470659,0.416906,0.514302,0.513073,0.545997,0.51971,0.472896,0.622157,0.403025,0.384554,0.593202,0.62983,0.409959,0.486137,0.459032,0.485399,0.577186,0.652715,0.646954,0.401875,2
0.656148,0.46529,0.37635,0.596013,0.500974,0.579919,0.544804,0.587631,0.502174,0.702862,0.616472,0.518437,0.530139,0.506628,0.4521,0.541466,0.61626,0.57653,0.549703,0.477406,2
0.586307,0.437358,0.541673,0.555574,0.542347,0.627893,0.726804,0.507406,0.614343,0.643615,0.457514,0.465265,0.511745,0.559651,0.41381,0.568701,0.615659,0.504511,0.684434,0.350108,2
0.49654,0.617412,0.566574,0.706392,0.589791,0.124445,0.657849,0.576429,0.534272,0.174714,0.463183,0.435475,0.605397,0.622659,0.57342,0.601433,0.351315,0.488956,0.444077,0.517883,1
0.409979,0.421265,0.751898,0.580828,0.294619,0.376534,0.497197,0.790726,0.482353,0.423962,0.531247,0.563059,0.677626,0.5092,0.269179,0.347875,0.444939,0.441405,0.868605,0.66022,1
0.526827,0.578123,0.611926,0.566622,0.580724,0.556309,0.468461,0.474836,0.652071,0.660964,0.507971,0.425429,0.571143,0.417577,0.461472,0.607536,0.540265,0.606179,0.519783,0.606899,2
0.530488,0.595965,0.556395,0.501989,0.414477,0.494813,0.546879,0.569223,0.550543,0.420783,0.576974,0.507053,0.443999,0.570952,0.599497,0.569221,0.52063,0.609477,0.649311,0.520531,2
0.684825,0.407903,0.741217,0.370922,0.661434,0.541253,0.453267,0.830147,0.254212,0.571259,0.56421,0.496986,0.589522,0.555172,0.223304,0.453187,0.317877,0.60681,0.679193,0.428127,1
0.415372,0.596413,0.529551,0.479508,0.454068,0.565404,0.47229,0.600116,0.5474,0.276017,0.607992,0.521891,0.487425,0.414753,0.415081,0.681285,0.32491,0.640651,0.705573,0.515883,1
0.566792,0.344251,0.590055,0.416182,0.419254,0.718785,0.496369,0.691814,0.531355,0.586395,0.730556,0.869709,0.681152,0.41531,0.545691,0.405034,0.328177,0.667243,0.715754,0.276918,1
0.589239,0.582361,0.545042,0.615562,0.503301,0.494331,0.62043,0.384664,0.500607,0.46517,0.473603,0.515082,0.441332,0.588131,0.482588,0.505105,0.524329,0.657743,0.598614,0.505701,2
0.572815,0.321339,0.574154,0.566724,0.462815,0.374335,0.849939,0.492979,0.624608,0.496573,0.491549,0.474633,0.786471,0.439276,0.44092,0.470277,0.755007,0.730962,0.413239,0.729528,1
0.58968,0.485699,0.566027,0.7565,0.292489,0.468712,0.584786,0.655679,0.612795,0.357199,0.438248,0.354091,0.569454,0.517576,0.650714,0.620262,0.629496,0.373009,0.547458,0.75523,1
0.647245,0.524953,0.468846,0.502991,0.588933,0.579839,0.570045,0.606537,0.634894,0.550841,0.498298,0.525578,0.434265,0.466867,0.484824,0.546856,0.482886,0.628375,0.530416,0.395275,2
0.296093,0.66884,0.724963,0.596645,0.60293,0.461158,0.626376,0.526206,0.476136,0.355296,0.406291,0.494576,0.413256,0.544054,0.470035,0.497298,0.727988,0.563438,0.860306,0.435292,1
0.70001,0.706096,0.433791,0.448012,0.388097,0.568355,0.539206,0.493168,0.35114,0.361385,0.619237,0.364609,0.604175,0.675058,0.257415,0.355775,0.456765,0.700694,0.540877,0.340072,1
0.701734,0.363444,0.522871,0.53456,0.650622,0.571818,0.59037,0.578506,0.563746,0.564536,0.553471,0.472159,0.482913,0.620161,0.447438,0.596064,0.56532,0.537018,0.722291,0.548192,2
0.646113,0.399427,0.688761,0.460846,0.783582,0.462078,0.662124,0.574284,0.497301,0.529906,0.563044,0.430519,0.746705,0.396753,0.51697,0.76848,0.449867,0.410735,0.740206,0.353209,1
0.493608,0.549849,0.590824,0.418316,0.687712,0.640334,0.673237,0.54086,0.53357,0.458675,0.53168,0.583164,0.485069,0.562319,0.522985,0.443548,0.655725,0.628069,0.462512,0.470033,2
0.472915,0.551819,0.480993,0.563123,0.366735,0.585486,0.487171,0.631319,0.411777,0.505185,0.540767,0.417407,0.575758,0.497037,0.460833,0.515592,0.587257,0.517858,0.635665,0.525876,2
0.626803,0.446752,0.589429,0.540853,0.486068,0.613421,0.66883,0.511764,0.377689,0.564288,0.588772,0.601026,0.46026,0.53692,0.48547,0.557472,0.460416,0.550371,0.573703,0.422608,2
