@relation sonar-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute attribute_1 numeric
@attribute attribute_2 numeric
@attribute attribute_3 numeric
@attribute attribute_4 numeric
@attribute attribute_5 numeric
@attribute attribute_6 numeric
@attribute attribute_7 numeric
@attribute attribute_8 numeric
@attribute attribute_9 numeric
@attribute attribute_10 numeric
@attribute attribute_11 numeric
@attribute attribute_12 numeric
@attribute attribute_13 numeric
@attribute attribute_14 numeric
@attribute attribute_15 numeric
@attribute attribute_16 numeric
@attribute attribute_17 numeric
@attribute attribute_18 numeric
@attribute attribute_19 numeric
@attribute attribute_20 numeric
@attribute attribute_21 numeric
@attribute attribute_22 numeric
@attribute attribute_23 numeric
@attribute attribute_24 numeric
@attribute attribute_25 numeric
@attribute attribute_26 numeric
@attribute attribute_27 numeric
@attribute attribute_28 numeric
@attribute attribute_29 numeric
@attribute attribute_30 numeric
@attribute attribute_31 numeric
@attribute attribute_32 numeric
@attribute attribute_33 numeric
@attribute attribute_34 numeric
@attribute attribute_35 numeric
@attribute attribute_36 numeric
@attribute attribute_37 numeric
@attribute attribute_38 numeric
@attribute attribute_39 numeric
@attribute attribute_40 numeric
@attribute attribute_41 numeric
@attribute attribute_42 numeric
@attribute attribute_43 numeric
@attribute attribute_44 numeric
@attribute attribute_45 numeric
@attribute attribute_46 numeric
@attribute attribute_47 numeric
@attribute attribute_48 numeric
@attribute attribute_49 numeric
@attribute attribute_50 numeric
@attribute attribute_51 numeric
@attribute attribute_52 numeric
@attribute attribute_53 numeric
@attribute attribute_54 numeric
@attribute attribute_55 numeric
@attribute attribute_56 numeric
@attribute attribute_57 numeric
@attribute attribute_58 numeric
@attribute attribute_59 numeric
@attribute attribute_60 numeric
@attribute Class {1,2}

@data
0.148968,0.143163,0.12385,0.04232,0.257165,0.285407,0.369318,0.210364,0.158744,0.237952,0.53736,0.568142,0.545415,0.495514,0.649814,0.805109,0.981245,1,0.937618,0.834332,0.800379,0.842552,0.598601,0.571253,0.768955,0.802181,0.537872,0.278407,0.493608,0.64078,0.574496,0.410133,0.343274,0.346476,0.138795,0.135282,0.194511,0.154206,0.066624,0.248257,0.217834,0.240904,0.091814,0.206905,0.237276,0.233132,0.331221,0.420186,0.255427,0.271515,0.094622,0.03281,0.254545,0.19883,0.160998,0.230769,0.079545,0.061785,0.033058,0.145497,1
0.267699,0.133733,0.134034,0.069425,0.436216,0.411986,0.231061,0.168026,0.252332,0.27742,0.403516,0.422333,0.504102,0.372486,0.583709,0.784246,0.972956,1,0.983484,0.851241,0.835898,0.903998,0.559924,0.38869,0.584631,0.646767,0.620653,0.485591,0.551339,0.449345,0.462888,0.327342,0.366691,0.390249,0.213869,0.096371,0.105073,0.050016,0.23171,0.333551,0.265084,0.324542,0.221518,0.075238,0.174865,0.3017,0.398044,0.321653,0.213529,0.196364,0.092629,0.054208,0.101299,0.19883,0.217687,0.15641,0.164773,0.135011,0.115702,0.108545,1
0.258112,0.696957,0.532523,0.324061,0.269592,0.323569,0.5625,0.487982,0.431956,0.517947,0.39033,0.022128,0.359148,0.528411,0.61922,0.722064,0.829033,0.676675,0.416158,0.349422,0.536783,0.749003,0.821024,1,0.873156,0.6797,0.685786,0.486826,0.385349,0.409396,0.391281,0.041451,0.099338,0.020032,0.345096,0.682157,0.735294,0.3342,0.025406,0.316993,0.417603,0.465446,0.307772,0.265267,0.325277,0.233681,0.287396,0.536688,0.515901,0.18303,0.222112,0.145506,0.171429,0.570175,0.358277,0.151282,0.213068,0.208238,0.300275,0.143187,1
0.127581,0.156022,0.308147,0.182121,0.046158,0.103736,0.376353,0.422712,0.266252,0.242099,0.2623,0.188599,0.257809,0.471383,0.72896,0.778038,0.783028,0.597091,0.389859,0.230201,0.488617,0.751457,0.851224,1,0.841906,0.647208,0.681794,0.572149,0.469562,0.488761,0.4097,0.133453,0.125066,0.039852,0.38294,0.712399,0.761863,0.325049,0.022981,0.280283,0.444702,0.466178,0.315531,0.257666,0.327978,0.25864,0.354944,0.509434,0.689551,0.482424,0.14243,0.121255,0.072727,0.30117,0.054422,0.135897,0.247159,0.12357,0.184573,0.04157,1
0.620206,0.192027,0.120565,0.034475,0.080649,0.116098,0.570076,0.673649,0.409003,0.377234,0.342833,0.104045,0.12034,0.437867,0.672685,0.665276,0.69599,0.546182,0.346202,0.220997,0.504321,0.764544,0.856204,0.928696,0.935656,0.586628,0.582309,0.671676,0.497463,0.549909,0.465613,0.224219,0.241731,0.189189,0.519791,0.73881,0.811721,0.420193,0.110162,0.36939,0.47736,0.50696,0.394931,0.287941,0.371197,0.383708,0.433176,0.605271,0.669359,0.433939,0.12749,0.233951,0.345455,0.201754,0.070295,0.120513,0.724432,0.226545,0.099174,0.071594,1
0.191003,0.101157,0.19908,0.119353,0.269338,0.234077,0.484307,0.372657,0.202132,0.242385,0.294485,0.098183,0.225277,0.385583,0.517203,0.727661,0.902808,0.923117,0.730065,0.407427,0.483874,0.688375,0.762107,0.832394,0.721619,0.60337,0.55447,0.397489,0.339996,0.407372,0.237929,0.181982,0.153838,0.058612,0.358188,0.580948,0.489394,0.204222,0.066203,0.340632,0.420382,0.35641,0.217768,0.226875,0.239266,0.099973,0.215502,0.38844,0.377587,0.081212,0.253984,0.149786,0.267532,0.219298,0.092971,0.179487,0.286932,0.361556,0.603306,0.385681,1
0.162242,0.12216,0.24113,0.109605,0.040578,0.196721,0.174242,0.429327,0.414779,0.509224,0.380689,0.088072,0.24874,0.491595,0.634066,0.675962,0.741478,0.646234,0.422365,0.247003,0.369625,0.672222,0.81954,1,0.819672,0.682234,0.761109,0.60107,0.486201,0.53638,0.48218,0.159065,0.140082,0.09486,0.44799,0.662298,0.663897,0.185401,0.166561,0.526144,0.528662,0.486569,0.310617,0.179335,0.252914,0.266868,0.312025,0.455825,0.468955,0.21697,0.241036,0.10699,0.083117,0.248538,0.22449,0.066667,0.366477,0.148741,0.294766,0.193995,1
0.081858,0.219889,0.19908,0.109368,0.254882,0.667831,0.614448,0.44366,0.494743,0.596454,0.386502,0.142292,0.448395,0.560379,0.695255,0.97588,1,0.926545,0.601304,0.420591,0.473124,0.492076,0.690792,0.838131,0.80625,0.745567,0.800924,0.609201,0.224432,0.211143,0.634005,0.714222,0.254752,0.443137,0.849545,0.715726,0.486551,0.569096,0.487244,0.299455,0.02791,0.135653,0.353938,0.362278,0.295422,0.09051,0.088917,0.103324,0.086825,0.347879,0.026892,0.285307,0.111688,0.552632,0.272109,0.046154,0.096591,0.070938,0.311295,0.163972,1
0.175516,0.343763,0.161629,0.044223,0.420238,1,1,0.777949,0.496668,0.298012,0.335177,0.43772,0.777026,0.685057,0.79366,0.711378,0.327738,0.169662,0.229539,0.389876,0.50253,0.334322,0.091872,0.534167,0.624795,0.74799,0.667822,0.795698,0.804485,0.819964,0.79673,0.521793,0.098288,0.2708,0.497187,0.474496,0.109884,0.199231,0.254902,0.404793,0.297973,0.134188,0.220484,0.16671,0.129229,0.109709,0.10268,0.059299,0.057547,0.18303,0.084661,0.242511,0.176623,0.201754,0.072562,0.287179,0.085227,0.08238,0.220386,0.108545,1
0.180678,0.079726,0.078515,0.000713,0.07228,0.160978,0.332792,0.22602,0.214423,0.216931,0.105062,0.285903,0.19548,0.243065,0.291805,0.286587,0.036266,0.106597,0.262571,0.34878,0.325253,0.22329,0.386246,0.55691,0.599795,0.594999,0.637462,0.760498,1,0.836263,0.547902,0.453831,0.492702,0.429889,0.161501,0.071673,0.020118,0.158365,0.230867,0.221786,0.278981,0.340049,0.224104,0.104999,0.047626,0.127948,0.184353,0.092543,0.104997,0.385455,0.131474,0.156919,0.298701,0.119883,0.145125,0.028205,0.090909,0.011442,0.118457,0.163972,1
0.327434,0.184741,0.109067,0.094627,0,0.211771,0.477543,0.371775,0.225529,0.185185,0.340848,0.442995,0.627753,0.568423,0.445381,0.210564,0.188063,0.29361,0.254681,0.383027,0.416105,0.220939,0.620112,0.894068,0.889139,0.727833,0.667822,0.834294,1,0.825503,0.538965,0.468771,0.797018,0.716587,0.377621,0.148992,0.136344,0.184881,0.506747,0.50817,0.229763,0.432601,0.360145,0.232801,0.050043,0.064866,0.058312,0.122192,0.082282,0.106667,0.120518,0.084165,0.07013,0.289474,0.358277,0.376923,0.190341,0.187643,0.319559,0.115473,1
0.007375,0.129876,0.051248,0.040418,0.093076,0.301532,0.517857,0.354135,0.19147,0.188331,0.099957,0.295135,0.32532,0.305868,0.301735,0.228781,0.001865,0.134753,0.26762,0.365261,0.326834,0.181474,0.42895,0.677185,0.720492,0.686309,0.695556,0.847262,1,0.753915,0.475095,0.372164,0.590045,0.519131,0.24169,0.084274,0.065165,0.197983,0.327746,0.215468,0.17846,0.352259,0.285917,0.196341,0.106056,0.083105,0.125317,0.133573,0.17365,0.099394,0.10757,0.201141,0.187013,0.076023,0.244898,0.207692,0.278409,0.029748,0.07438,0.018476,1
0.20354,0.168881,0.248357,0.178554,0.115141,0.255039,0.030303,0.136494,0.180512,0.147719,0.092585,0.08177,0.009788,0.094668,0.101715,0.192143,0.125065,0.240519,0.346097,0.360445,0.311762,0.120233,0.068348,0.265137,0.129098,0.187796,0.418847,0.744751,0.902192,0.766912,0.466921,0.233543,0.514019,0.643031,0.35021,0.452823,0.656899,0.633358,0.5428,0.341612,0.223741,0.072894,0,0,0,0,0,0,0,0,0,0.068474,0.602597,0.567251,0.099773,0.341026,0.457386,0.17849,0.380165,0.242494,1
0.122419,0.060009,0.003614,0.019734,0.089779,0.099704,0.088745,0.151268,0.195913,0.133276,0.087197,0.063746,0.117029,0.080747,0.031598,0.108793,0.132318,0.340468,0.291185,0.250321,0.168318,0.192721,0.16128,0.209302,0.051947,0.115431,0.378716,0.627933,0.794034,0.734526,0.548774,0.203325,0.440512,0.452252,0.212131,0.318044,0.451454,0.540501,0.648218,0.570479,0.245281,0.270085,0.231217,0.115692,0.076201,0.051289,0.179283,0.286313,0.16002,0.172121,0.075697,0.306705,0.649351,0.394737,0.514739,0.094872,0.042614,0.102975,0.242424,0.182448,1
0.351032,0.117017,0.189553,0.28816,0.432412,0.485353,0.590909,0.157222,0.173404,0.273845,0.093294,0.331331,0.291493,0.30133,0.331929,0.321698,0.251891,0.27013,0.258153,0.114833,0.290051,0.369594,0.313659,0.529761,0.511066,0.391453,0.510453,0.518629,0.381798,0.302866,0.393351,0.475736,0.535861,0.584526,0.627186,0.754335,0.716379,0.602371,0.527936,0.599673,0.711986,0.578877,0.483124,0.361247,0.281774,0.334339,0.323977,0.510931,0.384654,0.288485,0.266932,0.104137,0.322078,0.44152,0.129252,0.294872,0.542614,0.313501,0.911846,1,2
0.957227,1,1,1,1,0.45391,0.492424,0,0.274545,0.302874,0.37119,0.296454,0.424932,0.312365,0.364028,0.386118,0.418299,0.446234,0.500842,0.329516,0.182441,0.179327,0.399915,0.644709,0.494877,0.206521,0.386805,0.583162,0.517248,0.379781,0.352262,0.221411,0.040533,0.129836,0.273397,0.453327,0.368904,0.310804,0.361796,0.442702,0.375565,0.324176,0.213759,0.251353,0.39963,0.308009,0.347881,0.449236,0.335689,0.233939,0.155378,0.504993,0.532468,0.421053,0.394558,0.023077,0.292614,0.283753,0.487603,0.51963,2
0.137168,0.17874,0.17707,0.172373,0.140249,0.206665,0.316017,0.584785,0.167481,0.023738,0.278179,0.348623,0.2283,0.354336,0.4516,0.548646,0.44213,0.355532,0.310961,0.215004,0.198461,0.092833,0.21119,0.505071,0.362602,0.348166,0.511818,0.497324,0.446429,0.388303,0.369155,0.397102,0.439357,0.398728,0.201596,0.175,0.073475,0.17937,0.303816,0.389978,0.295541,0.360684,0.331437,0.248261,0.293148,0.240126,0.1523,0.309973,0.323574,0.185455,0.080677,0.261056,0.45974,0.438596,0.643991,0.220513,0.678977,0.505721,0.520661,0.207852,2
0.452802,0.453922,0.496386,0.278412,0.347451,0.292395,0.230249,0.187872,0.300903,0.498212,0.734014,0.728165,0.71153,0.528205,0.65473,0.869428,0.977826,0.930909,0.780875,0.719927,0.674115,0.37123,0.011444,0.026944,0.253791,0.211257,0.184158,0.167456,0.026786,0.204325,0.163161,0.167041,0.205397,0.184844,0.249974,0.127016,0.078942,0.170531,0.150011,0.011983,0.110365,0.20989,0.20031,0.209482,0.100654,0.017691,0.14397,0.228212,0.059061,0.073939,0.255976,0.115549,0.667532,0.28655,0.29932,0.469231,0.644886,0.12357,0.30854,0.288684,2
0.235988,0.054865,0.223719,0.266762,0.071266,0.289707,0.518128,0.342227,0.438472,0.609038,0.743513,0.811108,0.98431,0.700629,0.735881,0.735701,0.857217,0.943688,0.87187,0.776648,0.55312,0.290563,0,0,0.23709,0.434079,0.477571,0.423837,0.274249,0.126132,0.335477,0.350258,0.298645,0.307366,0.349289,0.067944,0.162147,0.149423,0.152224,0.160784,0.025014,0.109646,0.140437,0.104612,0.111459,0.066786,0.0795,0.175502,0.186774,0.224242,0.300797,0.336662,0.58961,0.24269,0.346939,0.484615,0.082386,0.855835,0.344353,0.34642,2
0.421829,0.516074,0.411629,0.342368,0.347198,0.123354,0.21618,0.136053,0.192063,0.320177,0.413866,0.589244,0.722182,0.478602,0.593741,0.7184,0.900425,0.907636,0.865664,0.752354,0.71817,0.511502,0.268518,0.300482,0.207992,0.079194,0.132892,0.159634,0.193182,0.113029,0.249046,0.303303,0.306836,0.448225,0.493301,0.275605,0.145419,0.233961,0.298018,0.197821,0.066474,0.047253,0.100866,0.093017,0.057577,0.075837,0.195762,0.34112,0.387178,0.321212,0.214143,0.46077,0.275325,0.22807,0.344671,0.302564,0.099432,0.224256,0.625344,0.272517,2
0.108407,0.105872,0.081143,0.077984,0.146589,0.099436,0.276786,0.293936,0.077447,0.174603,0.37998,0.662075,0.790701,0.558626,0.640987,0.745471,0.89628,1,0.967389,0.896404,0.756008,0.693078,0.644379,0.586518,0.355635,0,0,0.06093,0.090909,0.11729,0.303215,0.472703,0.363541,0.512772,0.471515,0.345867,0.215176,0.37912,0.348408,0.151743,0.044586,0.163492,0.200698,0.04857,0.090418,0.060752,0.047809,0.066786,0.094397,0.093333,0.136454,0.089872,0.2,0.649123,0.435374,0.179487,0.090909,0.221968,0.129477,0.030023,2
0.215339,0.221603,0.209593,0.110081,0.137966,0.127654,0.170996,0.134289,0.205094,0.383097,0.50872,0.696952,0.690514,0.484583,0.559334,0.730409,0.816599,0.914078,0.99737,0.990475,0.814503,0.641959,0.574017,0.47362,0.298156,0.06851,0.053367,0,0.087662,0.215511,0.24109,0.283756,0.257062,0.401272,0.351539,0.311694,0.465559,0.414994,0.152751,0.355011,0.676549,0.536264,0.240916,0.182943,0.083736,0.078991,0.121695,0.080563,0.123675,0.230303,0.062749,0.446505,0.477922,0.371345,0.614512,0.379487,0.139205,0.270023,0.338843,0.113164,2
0.074484,0.074153,0.142576,0.24679,0.468171,0.220908,0.19697,0.228666,0.100992,0.127699,0.313484,0.549824,0.521808,0.461999,0.615307,0.64136,0.795254,0.917714,0.982327,0.96083,0.857293,0.82875,0.817315,0.79582,0.600615,0.433087,0.406976,0.414059,0.431717,0.343028,0.277929,0.295552,0.285624,0.220456,0.195152,0.228528,0.311612,0.423417,0.346194,0.283007,0.160625,0.210623,0.284366,0.136047,0.081461,0.042101,0.042919,0.140761,0.051489,0.069091,0.030876,0.221113,0.244156,0.216374,0.598639,0.7,0.267045,0.116705,0.404959,0.198614,2
0.233038,0.17874,0.150788,0.180694,0.194776,0.175759,0.092262,0.199779,0.070043,0.01144,0.086204,0.219519,0.252195,0.260905,0.329221,0.494403,0.622837,0.698286,0.824637,0.864084,0.796901,0.745118,0.73784,0.723184,0.608299,0.443331,0.425465,0.392651,0.446023,0.374028,0.289591,0.313413,0.337604,0.377742,0.434285,0.473488,0.477258,0.445149,0.371284,0.450763,0.428952,0.446398,0.499547,0.360989,0.1824,0.153182,0.235965,0.235699,0.220091,0.271515,0.13247,0.099857,0.438961,0.48538,0.072562,0.320513,0.178977,0.093822,0.366391,0.198614,2
0.304572,0.235319,0.227661,0.133143,0.291149,0.382155,0.40855,0.07409,0.079224,0,0.136963,0.327814,0.406938,0.358255,0.450296,0.532261,0.646462,0.700052,0.747738,0.857877,0.833052,0.792864,0.828865,0.930028,0.851947,0.577266,0.384284,0.307225,0.300731,0.206775,0.314441,0.45619,0.474955,0.519237,0.508438,0.45756,0.424557,0.414786,0.411765,0.470153,0.386798,0.399023,0.331566,0.32556,0.30381,0.245337,0.182905,0.158131,0.228672,0.14303,0.008964,0.191155,0.451948,0.201754,0.122449,0.325641,0.244318,0.185355,0.30854,0.099307,2
0.430678,0.2006,0.158673,0.078222,0.243216,0.180328,0.221861,0.086439,0.150896,0.034034,0.183326,0.26187,0.299986,0.263587,0.379978,0.458274,0.65672,0.859429,0.932779,0.932256,0.909781,0.914324,0.92699,0.856982,0.726127,0.533319,0.3867,0.394092,0.406047,0.270161,0.267466,0.310604,0.280584,0.415474,0.385701,0.414819,0.45714,0.419673,0.460257,0.361002,0.328199,0.40464,0.322385,0.341407,0.248507,0.127811,0.09598,0.024259,0.17264,0.166061,0.027888,0.007133,0,0.634503,0.460317,0.197436,0.323864,0.254005,0.305785,0.21709,2
0.183628,0.027861,0.107424,0.17475,0.247527,0.183015,0.374459,0.247189,0.055975,0.118976,0.119524,0.088511,0.076724,0.174796,0.261009,0.410035,0.4871,0.658286,0.781401,0.826734,0.869203,0.940906,1,0.992931,0.956455,0.850975,0.707427,0.567826,0.489042,0.455204,0.392044,0.22905,0.135567,0.239534,0.337015,0.371169,0.279685,0.200478,0.294856,0.374401,0.391546,0.535653,0.421699,0.252899,0.122832,0.231487,0.360558,0.36448,0.317012,0.391515,0.251992,0.293866,0.667532,0.488304,0.070295,0.164103,0.335227,0.169336,0.212121,0.138568,2
0.143805,0.049293,0.061761,0.232525,0.407811,0.084923,0.186688,0.170452,0.062046,0.081939,0.118531,0.220545,0.36361,0.290193,0.355502,0.492164,0.586675,0.633247,0.796655,0.893836,0.884696,0.932318,1,0.908001,0.845902,0.765062,0.757117,0.76513,0.621347,0.392884,0.173842,0.089193,0.124226,0.255008,0.3722,0.390927,0.31675,0.199542,0.3035,0.425381,0.461378,0.48254,0.435795,0.324401,0.298692,0.161958,0.208258,0.16472,0.147905,0.221818,0.103586,0.155492,0.249351,0.149123,0.056689,0.24359,0.21875,0.237986,0.440771,0.293303,2
0.379794,0.376768,0.651117,0.605326,0.800913,0.576458,0.158009,0.492172,0.129572,0.089661,0.187296,0.291618,0.362603,0.318862,0.424817,0.405251,0.549788,0.680104,0.847149,0.918022,0.912626,1,0.950408,0.907899,0.829611,0.675405,0.635886,0.432174,0.234984,0.149888,0.105068,0.066277,0.108474,0.231055,0.430705,0.498286,0.44719,0.435479,0.374868,0.303159,0.352982,0.602442,0.469675,0.178691,0.2559,0.17814,0.094712,0.244684,0.236749,0.138182,0.297809,0.336662,0.503896,0.722222,0.172336,0.376923,0.477273,0.327231,0.366391,0.115473,2
0.323746,0.199743,0.224047,0.228959,0.337307,0.373824,0.393398,0.157883,0.162298,0.223366,0.355877,0.452374,0.551029,0.414871,0.533554,0.534195,0.675681,0.796883,0.915211,0.911066,1,0.997137,0.903889,0.786702,0.662398,0.484965,0.324719,0.226431,0.306108,0.336849,0.289482,0.147046,0.258322,0.532273,0.583308,0.54002,0.45539,0.311532,0.29981,0.22451,0.152171,0.314774,0.385361,0.262432,0.164202,0.126029,0.159725,0.068284,0.191822,0.172121,0.136454,0.159772,0.096104,0.666667,0.278912,0.205128,0.610795,0.727689,0.421488,0.108545,2
0.19764,0.254179,0.210578,0.040656,0.19579,0.422198,0.303301,0.229989,0.191767,0.236522,0.241883,0.385844,0.44494,0.360524,0.415087,0.496031,0.604186,0.794805,0.929834,0.935681,0.923588,0.943769,0.822825,0.771847,0.69334,0.576385,0.559828,0.429189,0.361506,0.242676,0.185613,0.146821,0.325633,0.395866,0.270431,0.233972,0.357315,0.304773,0.35758,0.506536,0.428373,0.440171,0.300013,0.186808,0.144583,0.152359,0.118616,0.081162,0.12317,0.21697,0.108566,0.198288,0.428571,0.432749,0.090703,0.176923,0.144886,0.06865,0.121212,0.168591,2
0.073009,0.092585,0.083443,0.077508,0.291656,0.52674,0.393939,0.192723,0.188805,0.241098,0.311499,0.401084,0.502087,0.424977,0.524325,0.670975,0.730805,0.821714,0.898275,0.955479,1,0.99816,0.883332,0.743162,0.627766,0.64137,0.706587,0.672808,0.544643,0.444871,0.37515,0.23916,0.064265,0.124854,0.23811,0.324698,0.269735,0.182905,0.199768,0.220588,0.230921,0.343712,0.335704,0.248003,0.178561,0.137548,0.17222,0.362384,0.367491,0.210909,0.212151,0.372325,0.381818,0.722222,0.206349,0.094872,0.133523,0.324943,0.280992,0.04388,2
0.294248,0.184312,0.141919,0.186876,0.089272,0.299113,0.532738,0.322161,0.110025,0.266266,0.286403,0.408705,0.540377,0.492627,0.585916,0.656218,0.732359,0.792831,0.837576,0.779431,0.873946,0.834782,0.772385,0.844176,0.73709,0.607115,0.528732,0.332956,0.306818,0.291147,0.171553,0.070546,0.282579,0.405723,0.415158,0.449395,0.366608,0.349173,0.365591,0.367865,0.465547,0.513919,0.369068,0.361762,0.340489,0.050603,0.145781,0.162025,0.089349,0.078788,0.221116,0.052782,0.34026,0.30117,0.106576,0.412821,0.392045,0.169336,0.674931,0.443418,2
0.05826,0.140163,0.095598,0.075606,0.311692,0.454985,0.507576,0.36097,0.265808,0.230516,0.274918,0.420574,0.57003,0.503661,0.53546,0.503257,0.63123,0.722182,0.806859,0.877568,0.988512,1,0.867543,0.859748,0.905123,0.853949,0.763631,0.650062,0.555093,0.362523,0.201526,0.085374,0.064896,0.023211,0.040503,0.189113,0.193418,0.297286,0.393316,0.307407,0.179618,0.200977,0.130609,0.194795,0.202872,0.150439,0.212423,0.291105,0.354871,0.340606,0.215139,0.206847,0.277922,0.675439,0.358277,0.130769,0.213068,0.118993,0.247934,0.140878,2
0.15708,0.042863,0.037779,0.1864,0.266295,0.377318,0.471591,0.207718,0.200355,0.302302,0.330639,0.421014,0.385058,0.313808,0.373558,0.44138,0.457569,0.610805,0.71639,0.861087,0.931387,0.960536,0.907386,0.942936,1,0.939971,0.875512,0.744751,0.702516,0.572387,0.367847,0.236576,0.17694,0.080127,0.112509,0.127419,0.207632,0.297494,0.376133,0.401852,0.335611,0.439316,0.385749,0.229194,0.218226,0.164427,0.173669,0.229111,0.327612,0.379394,0.184263,0.128388,0.449351,0.195906,0.154195,0.233333,0.147727,0.09611,0.170799,0.076212,2
0.256637,0.202315,0.09297,0.036139,0.34035,0.487503,0.356061,0.34355,0.241078,0.190333,0.241032,0.281067,0.385634,0.340002,0.396128,0.427132,0.516527,0.616,0.683884,0.725492,0.829153,0.861057,0.895518,0.941809,0.952459,1,0.952411,0.973755,0.894683,0.701289,0.542779,0.309144,0.215058,0.186222,0.201084,0.146472,0.039361,0.115941,0.145899,0.235185,0.111407,0.1221,0.25514,0.217985,0.267415,0.16141,0.141072,0.148248,0.248359,0.235152,0.249004,0.152639,0.480519,0.131579,0.204082,0.117949,0.178977,0.254005,0.198347,0.062356,2
0.181416,0.111444,0.068331,0.164289,0.328937,0.379199,0.347132,0.352591,0.264919,0.2717,0.368779,0.500293,0.478768,0.332268,0.430735,0.532872,0.610092,0.675429,0.71902,0.79741,0.830944,0.860137,0.867225,0.959738,0.970902,0.903183,0.850404,0.876287,0.768669,0.543092,0.412207,0.275893,0.276909,0.196502,0.096349,0.010585,0.10398,0.218051,0.13346,0.107407,0.206601,0.241392,0.244019,0.176501,0.195621,0.042101,0.067548,0.181491,0.201413,0.204848,0.134462,0.305278,0.441558,0.342105,0.036281,0.307692,0.144886,0.04119,0.07438,0.039261,2
0.2441,0.215602,0.021025,0.043985,0.092569,0.170116,0.244859,0.237927,0.170739,0.199485,0.215511,0.315651,0.397726,0.267402,0.399137,0.525443,0.532276,0.566026,0.583526,0.652076,0.692664,0.784276,0.924128,0.977564,0.973156,1,0.968694,0.995471,0.820921,0.576009,0.5297,0.501348,0.320172,0.143508,0.073949,0.154536,0.270391,0.312675,0.279148,0.308061,0.303185,0.319902,0.265744,0.266555,0.231021,0.166758,0.183448,0.222821,0.194851,0.060606,0.145418,0.045649,0.303896,0.283626,0.240363,0.251282,0.139205,0.048055,0.214876,0.057737,2
0.108407,0.015002,0.073587,0.09106,0.142785,0.220102,0.361201,0.225579,0.218718,0.238238,0.265844,0.341735,0.418166,0.366711,0.437556,0.52646,0.585121,0.660052,0.716916,0.795805,0.888385,0.966057,1,0.989038,0.936066,0.888864,0.914277,0.910251,0.777902,0.575796,0.35782,0.32532,0.189331,0,0.091439,0.172177,0.22108,0.255797,0.197133,0.283007,0.347771,0.304029,0.241433,0.278279,0.181689,0.105321,0.19377,0.283318,0.32105,0.275152,0.12749,0.235378,0.337662,0.304094,0.126984,0.392308,0.241477,0.075515,0.143251,0.055427,2
0.172566,0.048435,0.086071,0.166904,0.29191,0.385918,0.313582,0.258875,0.30268,0.345774,0.363817,0.399326,0.454441,0.413942,0.519009,0.602992,0.713605,0.74826,0.760783,0.796447,0.894077,0.923014,0.932712,0.98494,0.977049,1,0.989074,0.904899,0.726664,0.548098,0.43455,0.372388,0.168224,0.078749,0.027104,0.133669,0.24087,0.173755,0.131035,0.230392,0.163636,0.273138,0.326005,0.188611,0.095678,0.132337,0.270192,0.337826,0.23372,0.233939,0.139442,0.027104,0.163636,0.409357,0.013605,0.330769,0.127841,0.551487,0.209366,0.157044,2
0.188053,0.067295,0.107096,0.044936,0.191479,0.310132,0.349026,0.337155,0.287576,0.287287,0.272366,0.31697,0.400173,0.390636,0.507975,0.544474,0.649052,0.667948,0.633915,0.65625,0.769288,0.833248,0.890749,0.985247,1,0.933363,0.886228,0.804961,0.678166,0.528284,0.41624,0.329701,0.163604,0.062109,0.059937,0.145665,0.248743,0.215556,0.169618,0.25,0.23729,0.225275,0.268589,0.227648,0.159084,0.106829,0.24339,0.287511,0.301868,0.4,0.196215,0.258203,0.516883,0.219298,0.0839,0.225641,0.383523,0.208238,0.286501,0.200924,2
0.275074,0.136305,0.221091,0.199715,0.304337,0.379737,0.568452,0.564057,0.408263,0.372515,0.475826,0.541911,0.526702,0.454161,0.534958,0.474354,0.464822,0.570078,0.745319,0.678617,0.675169,0.860239,0.905372,0.932999,0.783197,0.844146,0.922366,0.699465,0.571733,0.490252,0.438474,0.306111,0.101964,0.088394,0.163343,0.14506,0.072819,0.109702,0.170251,0.209368,0.280023,0.344689,0.172119,0.146869,0.186238,0.196517,0.113003,0.029949,0.04947,0.158788,0.151394,0.352354,0.171429,0.739766,0.165533,0.274359,0.295455,0.148741,0.264463,0.140878,2
0.15708,0.363052,0.323587,0.08797,0.266295,0.416286,0.42316,0.454465,0.476825,0.486772,0.431164,0.499267,0.552181,0.45973,0.518106,0.652453,0.836908,0.841662,0.825794,0.834439,0.789102,0.850424,0.962064,1,0.934119,0.934905,0.902301,0.701935,0.626623,0.538404,0.329046,0.229499,0.128216,0.326232,0.352971,0.226915,0.225454,0.225954,0.160342,0.198584,0.314302,0.333211,0.039829,0.159495,0.263577,0.2404,0.1954,0.218029,0.122161,0.231515,0.158367,0.233951,0.483117,0.730994,0.303855,0.310256,0.321023,0.20595,0.030303,0.069284,2
