@relation vowel-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute Sex numeric
@attribute 'Feature 0' numeric
@attribute 'Feature 1' numeric
@attribute 'Feature 2' numeric
@attribute 'Feature 3' numeric
@attribute 'Feature 4' numeric
@attribute 'Feature 5' numeric
@attribute 'Feature 6' numeric
@attribute 'Feature 7' numeric
@attribute 'Feature 8' numeric
@attribute 'Feature 9' numeric
@attribute Class {1,2,3,4,5,6,7,8,9,10,11}

@data
1,0.325761,0.469282,0.34635,0.49102,0.418393,0.474549,0.62415,0.335534,0.390144,0.821847,6
1,0.29555,0.671708,0.470648,0.111727,0.493178,0.507113,0.607483,0.629052,0.045859,0.60078,7
1,0.173302,0.903434,0.153139,0.16112,0.71905,0.56086,0.604082,0.490696,0.197467,0.526658,8
1,0.147775,0.849086,0.442573,0.147913,0.667761,0.421752,0.562585,0.442377,0.122177,0.507477,9
1,0.037939,0.964083,0.461715,0.140518,0.514654,0.265887,0.608844,0.364646,0.491102,0.588752,10
1,0.256674,0.493069,0.446401,0.407026,0.703638,0.368321,0.437075,0.35114,0.370637,0.694408,11
1,0.015925,0.523787,0.945125,0.873481,0.39717,0.116978,0.236395,0.391357,0.709788,0.608908,1
1,0.189227,0.422653,0.775396,0.767301,0.707428,0.069554,0.255102,0.273409,0.313826,0.91645,2
1,0.209602,0.401071,0.612557,0.711569,0.569227,0.223838,0.42551,0.2491,0.451403,0.770806,3
1,0.372131,0.375709,0.386677,0.477549,0.435826,0.43092,0.614966,0.5,0.306982,0.852731,4
1,0.318735,0.559861,0.365493,0.283677,0.495958,0.39393,0.833333,0.270708,0.436345,0.630689,5
1,0.292506,0.472275,0.305513,0.512414,0.494442,0.431236,0.618707,0.343337,0.345654,0.91645,6
1,0.308431,0.659105,0.387698,0.194929,0.504295,0.428391,0.72381,0.60054,0.033539,0.585501,7
1,0.17377,0.885633,0.190658,0.138141,0.650328,0.543471,0.65,0.561224,0.241273,0.51723,8
1,0.128806,0.867832,0.507912,0.102483,0.611925,0.408789,0.516327,0.491597,0.088296,0.56632,9
1,0.040047,1,0.195508,0.30243,0.607883,0.319949,0.52381,0.205282,0.491444,0.683355,10
1,0.244028,0.484089,0.476263,0.378764,0.715766,0.378754,0.406122,0.373349,0.436003,0.617685,11
1,0.024824,0.510712,0.925727,0.826202,0.425467,0.127727,0.193197,0.336134,0.740589,0.603381,1
1,0.156206,0.464083,0.798877,0.710512,0.66473,0.010433,0.281633,0.319328,0.365161,0.890117,2
1,0.183841,0.384531,0.636804,0.719493,0.585144,0.170408,0.480612,0.314826,0.407255,0.768531,3
1,0.372131,0.356333,0.351965,0.55309,0.362304,0.502687,0.673129,0.437875,0.395277,0.786086,4
1,0.377986,0.538752,0.253956,0.334654,0.462355,0.521973,0.818707,0.240996,0.390828,0.679454,5
1,0.255035,0.474008,0.292751,0.534601,0.544972,0.375909,0.640136,0.356843,0.367214,0.86736,6
1,0.268384,0.653749,0.416284,0.313788,0.402729,0.337654,0.813605,0.578031,0.055099,0.63459,7
1,0.163466,0.872558,0.257785,0.084258,0.591713,0.526399,0.639116,0.596038,0.346338,0.527958,8
1,0.131148,0.869565,0.424706,0.152668,0.705659,0.436927,0.420748,0.416267,0.092402,0.606307,9
1,0.041452,0.98724,0.217968,0.296883,0.637948,0.32153,0.45102,0.235594,0.455168,0.644993,10
1,0.222482,0.4885,0.511741,0.320919,0.722082,0.376225,0.360204,0.403061,0.513689,0.65052,11
0,0.951288,0.058286,0.127361,0.567353,0.522233,0.64559,0.816667,0.746999,0.44935,0.394343,1
0,0.608431,0.1862,0.496937,0.5,0.635675,0.814733,0.590136,0.465186,0.423682,0.349805,2
0,0.633724,0.300252,0.48341,0.452456,0.662708,0.524818,0.467687,0.442377,0.427789,0.297789,3
0,0.806323,0.479364,0.343287,0.176968,0.515664,0.302245,0.444558,0.453181,0.548939,0.455462,4
0,0.594848,0.6977,0.503573,0.40729,0.293835,0.338286,0.498639,0.745798,0.638946,0.393043,5
0,0.632787,0.409578,0.725115,0.547279,0.354472,0.396459,0.354082,0.602041,0.770363,0.479844,6
0,0.573068,0.375709,0.820316,0.778922,0.321374,0.346823,0.145238,0.456182,0.695756,0.868336,7
0,0.326698,0.740391,0.691935,0.270734,0.099545,0.401518,0.413265,0.788115,0.775496,0.733745,8
0,0.321311,0.39729,0.846605,0.631537,0.256948,0.459374,0.267347,0.413265,0.657769,0.911899,9
0,0.05363,0.442974,0.879786,0.703117,0.375695,0.450206,0.358163,0.295018,0.46783,0.929779,10
0,0.542389,0.308129,0.596223,0.429741,0.363315,0.617768,0.432993,0.664766,0.811088,0.652471,11
0,0.964403,0.055451,0.101072,0.595087,0.539666,0.658552,0.82585,0.82413,0.521561,0.416125,1
0,0.635129,0.219439,0.425472,0.46355,0.625063,0.800506,0.606122,0.594838,0.523272,0.352406,2
0,0.603747,0.306553,0.539816,0.488114,0.647802,0.551059,0.386054,0.37605,0.426762,0.305267,3
0,0.820609,0.460933,0.376468,0.207871,0.463365,0.352513,0.428912,0.531212,0.569131,0.481144,4
0,0.588993,0.693604,0.502042,0.449815,0.287519,0.270313,0.50034,0.719988,0.675565,0.417425,5
0,0.613349,0.455419,0.70291,0.47253,0.341081,0.418274,0.452721,0.608043,0.75462,0.41515,6
0,0.580328,0.372086,0.828994,0.819599,0.326933,0.356623,0.159184,0.467887,0.678303,0.882315,7
0,0.322248,0.726686,0.70878,0.33888,0.112936,0.325956,0.397619,0.786615,0.731006,0.826073,8
0,0.303513,0.540643,0.834099,0.541997,0.278929,0.453367,0.278571,0.470288,0.680698,0.796489,9
0,0.085012,0.376339,0.872639,0.798732,0.38858,0.45147,0.371088,0.278211,0.399042,0.96684,10
0,0.522014,0.282924,0.609239,0.467776,0.370642,0.616819,0.419048,0.645858,0.770021,0.657997,11
0,0.802576,0.031506,0.210822,0.72187,0.610409,0.676257,0.837075,0.780312,0.433607,0.376788,1
0,0.777752,0.233302,0.338438,0.379292,0.525518,0.764148,0.617007,0.726891,0.677276,0.464889,2
0,0.593443,0.277253,0.619193,0.508716,0.593482,0.612709,0.378231,0.359244,0.424367,0.388817,3
0,0.818501,0.387524,0.42828,0.236133,0.448964,0.355991,0.385374,0.591537,0.610883,0.477243,4
0,0.571897,0.658475,0.585248,0.464342,0.295351,0.292444,0.439456,0.689376,0.757358,0.436931,5
0,0.605621,0.445022,0.710822,0.457739,0.272107,0.500158,0.545578,0.569028,0.669062,0.411899,6
0,0.603981,0.339477,0.815978,0.847596,0.347903,0.368637,0.139116,0.441176,0.668036,0.925228,7
0,0.309836,0.686673,0.746044,0.409667,0.151844,0.247866,0.351701,0.713685,0.726899,0.863459,8
0,0.324824,0.489288,0.913731,0.642631,0.262001,0.441353,0.408503,0.477791,0.59514,0.872887,9
0,0.093208,0.364839,0.861154,0.810882,0.402476,0.500474,0.348299,0.253601,0.41102,0.940832,10
0,0.52459,0.273629,0.584992,0.457475,0.379485,0.561808,0.411565,0.622149,0.740931,0.687906,11
0,0.588525,0.03891,0.394844,0.84654,0.636433,0.684793,0.817347,0.622449,0.265229,0.330624,1
0,0.902342,0.222117,0.358601,0.333069,0.383527,0.727158,0.571769,0.732893,0.716632,0.58485,2
0,0.612881,0.298519,0.560235,0.509773,0.603082,0.644957,0.408163,0.466387,0.438398,0.380364,3
0,0.800468,0.346408,0.446146,0.267565,0.484083,0.368321,0.385714,0.569328,0.619439,0.464564,4
0,0.536534,0.625551,0.605156,0.491284,0.320364,0.253241,0.418367,0.65036,0.764887,0.448309,5
0,0.588993,0.399181,0.746044,0.545695,0.244063,0.518811,0.543878,0.560624,0.614305,0.437581,6
0,0.638642,0.288752,0.794028,0.88748,0.374179,0.384761,0.146599,0.39886,0.634155,0.965865,7
0,0.286183,0.681002,0.712353,0.427364,0.21905,0.199494,0.272789,0.646759,0.740589,0.908322,8
0,0.336066,0.476686,0.869576,0.562863,0.243305,0.50901,0.519388,0.585234,0.636893,0.889142,9
0,0.115691,0.331285,0.852476,0.89514,0.399444,0.481821,0.37517,0.260804,0.33436,0.95091,10
0,0.492506,0.346566,0.535477,0.437929,0.42092,0.522289,0.445918,0.633553,0.684463,0.644668,11
0,0.432084,0.070573,0.531394,0.806128,0.689742,0.651913,0.70102,0.47599,0.258385,0.328999,1
0,0.862061,0.205261,0.398673,0.386424,0.394644,0.767942,0.564626,0.723289,0.667693,0.554616,2
0,0.794848,0.288752,0.430322,0.433967,0.540172,0.648435,0.468027,0.630852,0.558179,0.421977,3
0,0.759251,0.332231,0.463502,0.300845,0.544467,0.390768,0.371769,0.547119,0.572895,0.434655,4
0,0.508899,0.59058,0.640888,0.506339,0.351187,0.232058,0.40102,0.59994,0.757358,0.478218,5
0,0.543794,0.424071,0.739153,0.533281,0.280192,0.577932,0.52449,0.543517,0.542779,0.440182,6
0,0.585714,0.328135,0.827208,0.874802,0.344366,0.383813,0.140816,0.436675,0.690623,0.924252,7
0,0.28548,0.727158,0.677386,0.394876,0.22663,0.196016,0.242517,0.639256,0.730322,0.864109,8
0,0.328103,0.501575,0.76927,0.498415,0.291814,0.563073,0.427551,0.603842,0.716975,0.81567,9
0,0.123653,0.322464,0.861409,0.98019,0.395402,0.389187,0.386395,0.301321,0.264887,0.924902,10
0,0.429977,0.480939,0.424962,0.473059,0.532592,0.531457,0.564626,0.618247,0.628337,0.436606,11
0,0.444731,0.07845,0.506126,0.739303,0.754674,0.661714,0.598299,0.482293,0.307324,0.297464,1
0,0.734895,0.214556,0.448443,0.450343,0.465134,0.817578,0.57517,0.711585,0.652635,0.489597,2
0,0.934192,0.27804,0.452016,0.373217,0.455786,0.614606,0.472449,0.620048,0.684463,0.522432,3
0,0.682904,0.339792,0.476774,0.361331,0.573522,0.383813,0.318027,0.488595,0.513005,0.419051,4
0,0.525293,0.539225,0.667943,0.550713,0.337797,0.299715,0.35034,0.616747,0.765914,0.457737,5
0,0.568384,0.425961,0.671771,0.453777,0.302173,0.688587,0.528571,0.564826,0.536961,0.457412,6
0,0.500703,0.442029,0.876978,0.779186,0.270086,0.3503,0.195918,0.522809,0.76386,0.861183,7
0,0.293443,0.851607,0.615875,0.321976,0.238252,0.229529,0.291837,0.747599,0.703285,0.729194,8
0,0.296019,0.531821,0.712608,0.494189,0.344113,0.592159,0.312585,0.610444,0.670089,0.633615,9
0,0.106557,0.35271,0.87953,0.976228,0.404245,0.407841,0.383333,0.279412,0.257016,0.89987,10
0,0.432084,0.508192,0.405564,0.440306,0.608641,0.528296,0.621429,0.592437,0.699521,0.396294,11
0,0.485714,0.212823,0.339459,0.791865,0.588934,0.864369,0.580612,0.590936,0.198494,0.339727,1
0,0.45644,0.351292,0.432874,0.775753,0.532087,0.57319,0.481633,0.537815,0.21321,0.344278,2
0,0.741452,0.32971,0.262124,0.544374,0.360283,0.375593,0.493197,0.62605,0.357974,0.541938,3
0,0.75363,0.472432,0.34635,0.519017,0.228398,0.417641,0.594558,0.37605,0.451403,0.36801,4
0,0.572834,0.644455,0.119193,0.42842,0.342345,0.533671,0.608503,0.330132,0.482888,0.51593,5
0,0.623185,0.577347,0.344564,0.395932,0.297878,0.332912,0.540136,0.605042,0.361054,0.479844,6
0,0.448244,0.654379,0.415518,0.292657,0.279687,0.516598,0.620748,0.644658,0.371321,0.330949,7
0,0.2726,0.814902,0.526799,0.410988,0.215766,0.328486,0.630612,0.547419,0.751882,0.510403,8
0,0.259953,0.648078,0.430066,0.388537,0.352198,0.676573,0.473469,0.521008,0.568789,0.347529,9
0,0.121311,0.696282,0.600051,0.527205,0.352703,0.59785,0.487415,0.381753,0.770021,0.483745,10
0,0.346838,0.495589,0.430322,0.518753,0.42951,0.514385,0.589456,0.583133,0.297399,0.425228,11
0,0.513349,0.20983,0.311894,0.767565,0.580596,0.895669,0.583333,0.642257,0.155031,0.36801,1
0,0.438407,0.358853,0.444104,0.769678,0.520212,0.582675,0.517007,0.5012,0.28679,0.253901,2
0,0.750117,0.324354,0.254722,0.544902,0.364325,0.363263,0.493878,0.644958,0.375428,0.528934,3
0,0.763466,0.465974,0.369576,0.526941,0.242799,0.37338,0.635034,0.355642,0.484257,0.348179,4
0,0.56815,0.640517,0.143696,0.43159,0.28853,0.604489,0.546599,0.366747,0.464066,0.502276,5
0,0.625995,0.571046,0.372129,0.410724,0.304447,0.327853,0.503061,0.638655,0.30835,0.522107,6
0,0.4637,0.673756,0.338438,0.288959,0.331228,0.539361,0.628571,0.591236,0.358658,0.318596,7
0,0.275878,0.841997,0.485197,0.405705,0.171804,0.460322,0.589796,0.601441,0.71629,0.446684,8
0,0.253162,0.689824,0.343543,0.420497,0.411572,0.682896,0.387075,0.590636,0.436003,0.320546,9
0,0.115457,0.717549,0.58295,0.54411,0.3143,0.711034,0.297279,0.563025,0.633128,0.446359,10
0,0.353864,0.490706,0.462481,0.488642,0.440627,0.545684,0.582653,0.566327,0.320329,0.413524,11
0,0.524122,0.206364,0.309852,0.773376,0.58666,0.890294,0.567347,0.637755,0.156057,0.368336,1
0,0.404215,0.372716,0.462736,0.740623,0.530571,0.592792,0.506803,0.503301,0.291581,0.242523,2
0,0.768618,0.323094,0.273609,0.530111,0.391107,0.332279,0.502041,0.608043,0.438056,0.469766,3
0,0.768852,0.449275,0.380296,0.549657,0.212228,0.384761,0.607483,0.389856,0.494867,0.339077,4
0,0.559251,0.632798,0.121235,0.433967,0.305205,0.613026,0.553741,0.334934,0.50308,0.516905,5
0,0.629977,0.560334,0.391271,0.433439,0.305457,0.344293,0.490816,0.638055,0.311088,0.516255,6
0,0.477283,0.699433,0.251659,0.274432,0.426983,0.572242,0.583673,0.554922,0.280287,0.367685,7
0,0.272131,0.836957,0.492343,0.389065,0.113946,0.588049,0.538776,0.695378,0.520876,0.454161,8
0,0.253162,0.719124,0.271312,0.466984,0.468418,0.67436,0.368367,0.57413,0.371663,0.31567,9
0,0.10726,0.739603,0.586524,0.545431,0.288782,0.720518,0.30102,0.551921,0.594114,0.440182,10
0,0.348009,0.50063,0.446656,0.486529,0.444164,0.595321,0.563605,0.515606,0.319986,0.419051,11
0,0.517799,0.207309,0.318785,0.776017,0.584639,0.905469,0.558163,0.615846,0.148186,0.340052,1
0,0.380328,0.388626,0.477284,0.726096,0.531834,0.613026,0.498299,0.498499,0.259754,0.296814,2
0,0.776581,0.319628,0.2805,0.540676,0.382264,0.34208,0.511565,0.596038,0.459617,0.43368,3
0,0.769555,0.439666,0.379786,0.53962,0.216523,0.32975,0.653741,0.389256,0.503765,0.343303,4
0,0.56534,0.626969,0.140633,0.410988,0.304699,0.656339,0.494898,0.386255,0.478782,0.525358,5
0,0.620609,0.545841,0.391016,0.428685,0.324912,0.386342,0.494558,0.610144,0.342574,0.482445,6
0,0.482201,0.701008,0.233282,0.318278,0.414856,0.492887,0.627551,0.583733,0.253593,0.355657,7
0,0.268618,0.847511,0.495661,0.380085,0.121779,0.550111,0.557823,0.660264,0.569131,0.441482,8
0,0.251054,0.730466,0.261103,0.493397,0.520718,0.594689,0.473129,0.439676,0.509582,0.26528,9
0,0.100468,0.72448,0.616641,0.547279,0.306721,0.584255,0.511565,0.357143,0.717317,0.480494,10
0,0.346604,0.504253,0.454824,0.491812,0.443406,0.627569,0.538435,0.484994,0.33744,0.438557,11
0,0.504918,0.214556,0.324145,0.784733,0.584386,0.91527,0.541156,0.579832,0.168378,0.300065,1
0,0.351288,0.417612,0.485707,0.74934,0.529055,0.600063,0.479592,0.486495,0.178303,0.362484,2
0,0.769321,0.309231,0.269015,0.561278,0.388833,0.349352,0.507823,0.602941,0.468172,0.453511,3
0,0.764169,0.442659,0.376468,0.513999,0.226882,0.322163,0.679252,0.387455,0.491102,0.358908,4
0,0.564637,0.611689,0.194232,0.381669,0.299646,0.592792,0.587755,0.401261,0.495551,0.470091,5
0,0.590164,0.533239,0.36243,0.418119,0.373421,0.400569,0.517007,0.584634,0.381588,0.451235,6
0,0.473302,0.689193,0.211332,0.324089,0.427236,0.526083,0.615306,0.538715,0.258727,0.378414,7
0,0.266276,0.860271,0.493109,0.385895,0.13239,0.4951,0.502041,0.682473,0.637235,0.464889,8
0,0.242857,0.758349,0.269781,0.482303,0.604851,0.554537,0.482653,0.307923,0.496578,0.315345,9
0,0.08993,0.734877,0.609495,0.530375,0.354725,0.498577,0.553061,0.32383,0.729295,0.522107,10
0,0.345667,0.530876,0.425983,0.494453,0.481556,0.625988,0.530612,0.455282,0.297057,0.440507,11
0,0.490398,0.223693,0.321337,0.804015,0.593734,0.904837,0.535034,0.558824,0.158453,0.296814,1
0,0.313817,0.467549,0.480092,0.74934,0.548509,0.531141,0.518367,0.42587,0.135181,0.366385,2
0,0.745199,0.310649,0.256508,0.586899,0.365336,0.397724,0.528231,0.613445,0.44935,0.469116,3
0,0.752459,0.436515,0.378254,0.509245,0.225114,0.390136,0.615646,0.433373,0.442847,0.386866,4
0,0.537939,0.600977,0.234814,0.389857,0.271854,0.645906,0.52483,0.47479,0.440794,0.434655,5
0,0.532553,0.544581,0.305258,0.465927,0.443406,0.444515,0.538095,0.523709,0.310746,0.460663,6
0,0.461827,0.66005,0.275906,0.251981,0.422688,0.6497,0.54932,0.503001,0.286448,0.411899,7
0,0.267447,0.863106,0.47805,0.356313,0.168014,0.414796,0.652381,0.564826,0.690623,0.461964,8
0,0.228571,0.795369,0.228178,0.587163,0.610157,0.518811,0.330272,0.313926,0.412047,0.36541,9
0,0.076581,0.772527,0.563553,0.50317,0.368115,0.514701,0.521088,0.346939,0.734086,0.486346,10
0,0.340749,0.547889,0.452016,0.511886,0.465639,0.618716,0.530272,0.42617,0.284394,0.418075,11
0,0.26815,0.26339,0.537264,0.815637,0.567964,0.77553,0.694218,0.293517,0.474675,0.262354,1
0,0.525761,0.304505,0.364982,0.731379,0.575796,0.717989,0.589796,0.665966,0.398015,0.339077,2
0,0.589227,0.376969,0.383104,0.417591,0.663466,0.381916,0.552721,0.577131,0.30527,0.462939,3
0,0.63911,0.49937,0.305768,0.401743,0.609399,0.294657,0.530272,0.637755,0.438056,0.297789,4
0,0.57822,0.630592,0.601838,0.242736,0.392623,0.538729,0.546599,0.619448,0.570157,0.240897,5
0,0.650351,0.658003,0.292496,0.263603,0.631379,0.530825,0.515306,0.488896,0.594114,0.303316,6
0,0.524122,0.761027,0.533691,0.18225,0.368368,0.556118,0.622449,0.690876,0.599932,0.189207,7
0,0.259485,0.801197,0.699847,0.344955,0.286256,0.294973,0.405442,1,0.558864,0.406372,8
0,0.315691,0.711878,0.380551,0.500528,0.449469,0.324376,0.712585,0.790816,0.612252,0.442783,9
0,0.140515,0.667297,0.416284,0.678817,0.382769,0.412583,0.577891,0.59964,0.678645,0.248375,10
0,0.389461,0.454474,0.417815,0.470946,0.579838,0.364844,0.680272,0.647059,0.164956,0.437581,11
0,0.271429,0.255829,0.55462,0.830164,0.56948,0.791337,0.696939,0.27491,0.4295,0.268205,1
0,0.509836,0.310019,0.377744,0.755943,0.576554,0.732216,0.583673,0.689676,0.367214,0.363134,2
0,0.595785,0.379017,0.365748,0.433439,0.673067,0.375593,0.578231,0.553121,0.316564,0.45026,3
0,0.659485,0.504568,0.252935,0.470417,0.553815,0.267151,0.573469,0.632053,0.386379,0.327698,4
0,0.574473,0.647921,0.562787,0.253566,0.414856,0.513437,0.563605,0.62575,0.55989,0.237646,5
0,0.643326,0.634688,0.385911,0.200211,0.577312,0.595321,0.473469,0.44898,0.636208,0.303966,6
0,0.50726,0.722432,0.678407,0.212361,0.277918,0.556434,0.642857,0.657263,0.676934,0.263004,7
0,0.262763,0.785444,0.715161,0.358954,0.302678,0.269997,0.403741,0.919268,0.635524,0.448309,8
0,0.286183,0.764965,0.354007,0.470946,0.507074,0.356307,0.748299,0.67617,0.55989,0.391092,9
0,0.142623,0.680057,0.389995,0.590861,0.462102,0.363895,0.666667,0.559124,0.684463,0.345579,10
0,0.352225,0.434783,0.508678,0.478341,0.583628,0.323111,0.602381,0.696879,0.259069,0.413524,11
0,0.308431,0.219124,0.530883,0.893291,0.548257,0.862156,0.662585,0.359544,0.402806,0.21619,1
0,0.505386,0.313485,0.373405,0.747755,0.583881,0.730003,0.611565,0.683073,0.404517,0.313069,2
0,0.607963,0.387366,0.338183,0.476492,0.65336,0.37338,0.62415,0.52491,0.339836,0.446359,3
0,0.68103,0.508507,0.253701,0.452721,0.549267,0.282011,0.531633,0.658764,0.373374,0.336476,4
0,0.566979,0.62051,0.643951,0.255943,0.38479,0.520708,0.556122,0.605042,0.597878,0.250325,5
0,0.647775,0.622558,0.426493,0.175911,0.556594,0.617452,0.503401,0.393457,0.648186,0.312094,6
0,0.512178,0.714241,0.724094,0.219757,0.238504,0.539994,0.711905,0.616747,0.687201,0.329974,7
0,0.287588,0.782766,0.659265,0.284205,0.282213,0.317736,0.486054,0.890456,0.641684,0.471066,8
0,0.292974,0.732042,0.319551,0.412309,0.545225,0.474233,0.712585,0.640456,0.506502,0.443108,9
0,0.13911,0.678481,0.402757,0.531696,0.451238,0.465381,0.622789,0.546218,0.71629,0.364759,10
0,0.333021,0.424386,0.539816,0.522187,0.568469,0.322795,0.54932,0.689976,0.304928,0.419051,11
0,0.359485,0.17155,0.491067,1,0.561647,0.850458,0.62585,0.476891,0.4295,0.154421,1
0,0.51007,0.310964,0.359877,0.70655,0.586913,0.72368,0.630612,0.672269,0.441136,0.276983,2
0,0.611475,0.392722,0.299132,0.527734,0.615968,0.379387,0.67619,0.493097,0.361739,0.444083,3
0,0.677986,0.516856,0.286371,0.419968,0.589439,0.286753,0.535374,0.632353,0.438398,0.301365,4
0,0.588056,0.623819,0.623788,0.232699,0.379232,0.554221,0.579592,0.583733,0.586242,0.241547,5
0,0.648009,0.599086,0.510465,0.157158,0.499242,0.670566,0.54898,0.368848,0.65024,0.338752,6
0,0.525059,0.693447,0.7634,0.243529,0.191006,0.48688,0.747279,0.590936,0.712526,0.375488,7
0,0.312178,0.801827,0.595202,0.195721,0.232441,0.435346,0.530272,0.979892,0.542094,0.451886,8
0,0.307963,0.636736,0.426493,0.368463,0.505811,0.31742,0.627211,0.7491,0.636208,0.507802,9
0,0.115691,0.682577,0.460694,0.512678,0.416119,0.495416,0.581973,0.536014,0.769336,0.392393,10
0,0.35644,0.416037,0.535477,0.471474,0.571753,0.372747,0.57585,0.691176,0.342916,0.367035,11
0,0.366979,0.166824,0.486983,0.981511,0.549015,0.879229,0.618027,0.469688,0.367556,0.147594,1
0,0.509836,0.271897,0.393313,0.618067,0.569732,0.742966,0.571088,0.667767,0.516427,0.229519,2
0,0.560656,0.400441,0.347116,0.558901,0.638201,0.392665,0.621088,0.483794,0.315537,0.422952,3
0,0.662529,0.513233,0.355028,0.344955,0.630622,0.328802,0.480272,0.613745,0.505476,0.234395,4
0,0.625527,0.661468,0.53854,0.175383,0.395402,0.574455,0.62585,0.54982,0.595483,0.234395,5
0,0.633724,0.572149,0.5878,0.162969,0.457554,0.695226,0.62551,0.351741,0.625257,0.343953,6
0,0.529274,0.616572,0.847116,0.269942,0.157908,0.3503,0.779932,0.54952,0.762834,0.41645,7
0,0.288525,0.77741,0.677897,0.21421,0.180647,0.444199,0.52585,0.969988,0.584189,0.497724,8
0,0.264169,0.565375,0.539051,0.509509,0.532592,0.197597,0.464286,0.704382,0.684463,0.60078,9
0,0.095082,0.7092,0.506891,0.531167,0.402981,0.499842,0.553401,0.521609,0.810746,0.409623,10
0,0.362998,0.404222,0.524247,0.461965,0.562153,0.379071,0.606463,0.661465,0.409993,0.381339,11
0,0.438876,0.14603,0.433129,0.934496,0.522739,0.921593,0.623129,0.461885,0.316906,0.142718,1
0,0.517799,0.234877,0.416539,0.584258,0.535371,0.831805,0.519388,0.709184,0.531143,0.206112,2
0,0.506792,0.400284,0.430832,0.506075,0.669783,0.424597,0.537755,0.478691,0.301848,0.406047,3
0,0.646604,0.51465,0.359112,0.348389,0.630116,0.36674,0.467007,0.593337,0.490075,0.21684,4
0,0.62459,0.629962,0.617662,0.164289,0.309247,0.570977,0.70102,0.484094,0.648871,0.278934,5
0,0.587354,0.52615,0.687085,0.205758,0.450227,0.652861,0.659864,0.378451,0.63655,0.319896,6
0,0.514286,0.550252,0.888974,0.251981,0.154876,0.279165,0.816667,0.528511,0.776865,0.434655,7
0,0.255035,0.701166,0.769781,0.325674,0.207175,0.306039,0.427891,0.794118,0.708761,0.543238,8
0,0.2726,0.614367,0.482389,0.58954,0.470187,0.279482,0.539456,0.652761,0.67488,0.480169,9
0,0.074473,0.731569,0.516335,0.514263,0.454775,0.421119,0.614626,0.529112,0.805955,0.500325,10
0,0.362295,0.376969,0.517611,0.499472,0.55811,0.334176,0.585714,0.646459,0.47091,0.411899,11
0,0.64356,0.16966,0.312149,0.675911,0.596513,0.843819,0.545238,0.609544,0.079055,0.384265,1
0,0.538173,0.319943,0.425727,0.701004,0.643254,0.634208,0.540136,0.486495,0.223477,0.346554,2
0,0.74918,0.379332,0.372129,0.426307,0.704396,0.377806,0.677891,0.4997,0.230664,0.346879,3
0,0.728337,0.437303,0.552578,0.276281,0.543962,0.30098,0.577891,0.365846,0.515743,0.4171,4
0,0.619672,0.495432,0.566105,0.421553,0.371652,0.34872,0.411224,0.443277,0.671116,0.380039,5
0,0.67096,0.453371,0.562532,0.475964,0.432289,0.349036,0.365306,0.504202,0.638604,0.382315,6
0,0.515925,0.654694,0.405054,0.428685,0.394644,0.202023,0.67551,0.479592,0.693361,0.448635,7
0,0.325059,0.757719,0.106432,0.436873,0.42572,0.619981,0.771088,0.54952,0.549966,0.338101,8
0,0.279157,0.755198,0.364727,0.319334,0.399697,0.690484,0.642177,0.634154,0.254962,0.405072,9
0,0.278454,0.348929,0.475753,0.758056,0.542446,0.866266,0.497619,0.527311,0.366872,0.477568,10
0,0.468852,0.492124,0.534201,0.518753,0.64477,0.363263,0.545578,0.411164,0.496235,0.239272,11
0,0.6637,0.15879,0.284839,0.660063,0.598029,0.846981,0.559184,0.598739,0.122177,0.344603,1
0,0.526932,0.321361,0.430577,0.626255,0.703638,0.584255,0.640816,0.383553,0.406571,0.303641,2
0,0.703513,0.372401,0.474732,0.3785,0.767812,0.473601,0.604762,0.492497,0.311773,0.249675,3
0,0.721311,0.43494,0.557682,0.300317,0.540424,0.285488,0.573469,0.394658,0.506502,0.441482,4
0,0.612412,0.494802,0.581674,0.4271,0.39237,0.310465,0.45,0.422869,0.687201,0.370286,5
0,0.663466,0.4477,0.572741,0.479662,0.429257,0.336706,0.423129,0.477191,0.679329,0.379714,6
0,0.490398,0.653749,0.444359,0.359746,0.42951,0.24755,0.676871,0.479592,0.737166,0.387191,7
0,0.30445,0.784026,0.133231,0.407026,0.484588,0.558015,0.798639,0.536615,0.503422,0.377438,8
0,0.251991,0.775835,0.443083,0.354728,0.33805,0.621878,0.691497,0.62455,0.249829,0.432055,9
0,0.277049,0.355388,0.469372,0.762546,0.525265,0.930762,0.473129,0.528211,0.3282,0.48342,10
0,0.455738,0.505198,0.554109,0.531167,0.648055,0.370534,0.539116,0.428271,0.497262,0.223992,11
0,0.662529,0.154379,0.278203,0.649762,0.590702,0.865318,0.57415,0.584334,0.11191,0.348179,1
0,0.531616,0.312539,0.416539,0.610407,0.697827,0.556434,0.681293,0.391056,0.434976,0.355007,2
0,0.680328,0.371771,0.484176,0.400158,0.772612,0.496048,0.595238,0.470288,0.317933,0.25,3
0,0.714052,0.442187,0.566616,0.296355,0.530824,0.302877,0.579932,0.380852,0.460301,0.458388,4
0,0.602342,0.496849,0.535477,0.426043,0.393128,0.294025,0.443537,0.471789,0.69781,0.351756,5
